question_id,question_group_id,narrative_id,target_slot,language,question_text,template_id,question_type,priority,reason,sensitivity,skippable,prerequisite_slot,expected_answer_type,allowed_answer_values,followup_condition,gold_rank,already_asked,human_relevance_score,language_reviewer_id,legal_reviewer_id
Q000572_hi,QG000191,NAR000064_EN,force_or_threat_used,hi,"Online phishing theft Mobile app par 22:40 ke aas-paas ke sandarbh mein, Kya kisi bal ya dhamki ka istemal hua?",TPL_FORCE_OR_THREAT_USED,yes_no,1,Distinguishes theft from robbery or assault.,highly sensitive,False,NONE,boolean,yes;no;unsure,if_yes_ask_threat_details,1,False,5,LANG_REV_HI_001,REV922
Q000573_hiLatn,QG000191,NAR000064_EN,force_or_threat_used,hi-Latn,"Online phishing theft Mobile app par 22:40 ke aas-paas ke context mein, Kya force ya threat use hua?",TPL_FORCE_OR_THREAT_USED,yes_no,1,Distinguishes theft from robbery or assault.,highly sensitive,False,NONE,boolean,yes;no;unsure,if_yes_ask_threat_details,1,False,5,LANG_REV_HI_001,REV922
Q000574_en,QG000192,NAR000065_EN,product_or_service,en,"For the overcharging and hidden fees at Hotel around 21:34, what exact product or service is disputed?",TPL_PRODUCT_OR_SERVICE,open_text,1,Defines subject of consumer dispute.,normal,False,NONE,text,NONE,if_product_ask_purchase_proof,1,False,5,LANG_REV_EN_001,REV802
Q000575_hi,QG000192,NAR000065_EN,product_or_service,hi,"Overcharging and hidden fees Hotel par 21:34 ke aas-paas ke sandarbh mein, Kaunsa exact product ya service dispute mein hai?",TPL_PRODUCT_OR_SERVICE,open_text,1,Defines subject of consumer dispute.,normal,False,NONE,text,NONE,if_product_ask_purchase_proof,1,False,5,LANG_REV_HI_001,REV802
Q000576_hiLatn,QG000192,NAR000065_EN,product_or_service,hi-Latn,"Overcharging and hidden fees Hotel par 21:34 ke aas-paas ke context mein, Kaunsa exact product ya service disputed hai?",TPL_PRODUCT_OR_SERVICE,open_text,1,Defines subject of consumer dispute.,normal,False,NONE,text,NONE,if_product_ask_purchase_proof,1,False,5,LANG_REV_HI_001,REV802
Q000577_en,QG000193,NAR000065_EN,evidence_available,en,"For the overcharging and hidden fees at Hotel around 21:34, what evidence do you have for this incident?",TPL_EVIDENCE_AVAILABLE,open_text,3,Improves complaint strength.,sensitive,True,NONE,text,NONE,if_available_ask_evidence_type,3,False,4,LANG_REV_EN_001,REV802
Q000578_hi,QG000193,NAR000065_EN,evidence_available,hi,"Overcharging and hidden fees Hotel par 21:34 ke aas-paas ke sandarbh mein, Is ghatna ke liye aapke paas kya saboot hai?",TPL_EVIDENCE_AVAILABLE,open_text,3,Improves complaint strength.,sensitive,True,NONE,text,NONE,if_available_ask_evidence_type,3,False,4,LANG_REV_HI_001,REV802
Q000579_hiLatn,QG000193,NAR000065_EN,evidence_available,hi-Latn,"Overcharging and hidden fees Hotel par 21:34 ke aas-paas ke context mein, Is incident ke liye aapke paas kya evidence hai?",TPL_EVIDENCE_AVAILABLE,open_text,3,Improves complaint strength.,sensitive,True,NONE,text,NONE,if_available_ask_evidence_type,3,False,4,LANG_REV_HI_001,REV802
Q000580_en,QG000194,NAR000066_EN,ownership_information,en,"For the online phishing theft at Mobile app around 20:45, how can you show ownership or lawful possession of the property?",TPL_OWNERSHIP_INFORMATION,open_text,2,Helps establish locus and claim.,sensitive,False,incident_location,text,NONE,if_no_docs_ask_possession_proof,2,False,5,LANG_REV_EN_001,REV714
Q000581_hi,QG000194,NAR000066_EN,ownership_information,hi,"Online phishing theft Mobile app par 20:45 ke aas-paas ke sandarbh mein, Aap sampatti par malikiyat ya kanuni kabze ka praman kaise dikha sakte hain?",TPL_OWNERSHIP_INFORMATION,open_text,2,Helps establish locus and claim.,sensitive,False,incident_location,text,NONE,if_no_docs_ask_possession_proof,2,False,5,LANG_REV_HI_001,REV714
Q000582_hiLatn,QG000194,NAR000066_EN,ownership_information,hi-Latn,"Online phishing theft Mobile app par 20:45 ke aas-paas ke context mein, Aap ownership ya lawful possession ka proof kaise dikha sakte ho?",TPL_OWNERSHIP_INFORMATION,open_text,2,Helps establish locus and claim.,sensitive,False,incident_location,text,NONE,if_no_docs_ask_possession_proof,2,False,5,LANG_REV_HI_001,REV714
Q000583_en,QG000195,NAR000067_EN,property_damage,en,"For the hit and run collision at Highway around 22:15, what property or vehicle damage occurred?",TPL_PROPERTY_DAMAGE,open_text,2,Needed for claim and complaint.,normal,False,NONE,text,NONE,NONE,2,False,5,LANG_REV_EN_001,REV127
Q000584_hi,QG000195,NAR000067_EN,property_damage,hi,"Hit and run collision Highway par 22:15 ke aas-paas ke sandarbh mein, Kaunsi property ya vehicle damage hui?",TPL_PROPERTY_DAMAGE,open_text,2,Needed for claim and complaint.,normal,False,NONE,text,NONE,NONE,2,False,5,LANG_REV_HI_001,REV127
Q000585_hiLatn,QG000195,NAR000067_EN,property_damage,hi-Latn,"Hit and run collision Highway par 22:15 ke aas-paas ke context mein, Kaunsi property ya vehicle damage hui?",TPL_PROPERTY_DAMAGE,open_text,2,Needed for claim and complaint.,normal,False,NONE,text,NONE,NONE,2,False,5,LANG_REV_HI_001,REV127
Q000586_en,QG000196,NAR000067_EN,traffic_obstruction,en,"For the hit and run collision at Highway around 22:15, did the incident block traffic or create a road hazard?",TPL_TRAFFIC_OBSTRUCTION,yes_no,3,Affects civic/emergency response.,normal,True,NONE,boolean,yes;no;unsure,NONE,3,False,4,LANG_REV_EN_001,REV127
Q000587_hi,QG000196,NAR000067_EN,traffic_obstruction,hi,"Hit and run collision Highway par 22:15 ke aas-paas ke sandarbh mein, Kya incident se traffic block hua ya road hazard bana?",TPL_TRAFFIC_OBSTRUCTION,yes_no,3,Affects civic/emergency response.,normal,True,NONE,boolean,yes;no;unsure,NONE,3,False,4,LANG_REV_HI_001,REV127
Q000588_hiLatn,QG000196,NAR000067_EN,traffic_obstruction,hi-Latn,"Hit and run collision Highway par 22:15 ke aas-paas ke context mein, Kya incident se traffic block hua ya road hazard create hua?",TPL_TRAFFIC_OBSTRUCTION,yes_no,3,Affects civic/emergency response.,normal,True,NONE,boolean,yes;no;unsure,NONE,3,False,4,LANG_REV_HI_001,REV127
Q000589_en,QG000197,NAR000068_EN,injury_details,en,"For the illegal parking blockage at Alleyway around 19:29, was anyone injured, and what injuries were caused?",TPL_INJURY_DETAILS,open_text,1,Controls medical escalation.,highly sensitive,False,NONE,text,NONE,if_serious_seek_medical_help,1,False,5,LANG_REV_EN_001,REV985
Q000590_hi,QG000197,NAR000068_EN,injury_details,hi,"Illegal parking blockage Alleyway par 19:29 ke aas-paas ke sandarbh mein, Kya koi ghayal hua, aur kaunsi chot lagi?",TPL_INJURY_DETAILS,open_text,1,Controls medical escalation.,highly sensitive,False,NONE,text,NONE,if_serious_seek_medical_help,1,False,5,LANG_REV_HI_001,REV985
Q000591_hiLatn,QG000197,NAR000068_EN,injury_details,hi-Latn,"Illegal parking blockage Alleyway par 19:29 ke aas-paas ke context mein, Kya koi injured hua, aur kya injuries hain?",TPL_INJURY_DETAILS,open_text,1,Controls medical escalation.,highly sensitive,False,NONE,text,NONE,if_serious_seek_medical_help,1,False,5,LANG_REV_HI_001,REV985
Q000592_en,QG000198,NAR000069_EN,product_or_service,en,"For the false advertising and misrepresentation at Online platform around 17:06, what exact product or service is disputed?",TPL_PRODUCT_OR_SERVICE,open_text,1,Defines subject of consumer dispute.,normal,False,NONE,text,NONE,if_product_ask_purchase_proof,1,False,5,LANG_REV_EN_001,REV401
Q000593_hi,QG000198,NAR000069_EN,product_or_service,hi,"False advertising and misrepresentation Online platform par 17:06 ke aas-paas ke sandarbh mein, Kaunsa exact product ya service dispute mein hai?",TPL_PRODUCT_OR_SERVICE,open_text,1,Defines subject of consumer dispute.,normal,False,NONE,text,NONE,if_product_ask_purchase_proof,1,False,5,LANG_REV_HI_001,REV401
Q000594_hiLatn,QG000198,NAR000069_EN,product_or_service,hi-Latn,"False advertising and misrepresentation Online platform par 17:06 ke aas-paas ke context mein, Kaunsa exact product ya service disputed hai?",TPL_PRODUCT_OR_SERVICE,open_text,1,Defines subject of consumer dispute.,normal,False,NONE,text,NONE,if_product_ask_purchase_proof,1,False,5,LANG_REV_HI_001,REV401
Q000595_en,QG000199,NAR000069_EN,refund_or_remedy_requested,en,"For the false advertising and misrepresentation at Online platform around 17:06, did you ask for a refund, replacement, repair, or other remedy?",TPL_REFUND_OR_REMEDY_REQUESTED,yes_no,2,Shows prior attempt to resolve dispute.,normal,False,NONE,boolean,yes;no;unsure,if_yes_ask_response,2,False,5,LANG_REV_EN_001,REV401
Q000596_hi,QG000199,NAR000069_EN,refund_or_remedy_requested,hi,"False advertising and misrepresentation Online platform par 17:06 ke aas-paas ke sandarbh mein, Kya aapne refund, replacement, repair ya kisi remedy ki maang ki?",TPL_REFUND_OR_REMEDY_REQUESTED,yes_no,2,Shows prior attempt to resolve dispute.,normal,False,NONE,boolean,yes;no;unsure,if_yes_ask_response,2,False,5,LANG_REV_HI_001,REV401
Q000597_hiLatn,QG000199,NAR000069_EN,refund_or_remedy_requested,hi-Latn,"False advertising and misrepresentation Online platform par 17:06 ke aas-paas ke context mein, Kya aapne refund/replacement/repair ya remedy maangi?",TPL_REFUND_OR_REMEDY_REQUESTED,yes_no,2,Shows prior attempt to resolve dispute.,normal,False,NONE,boolean,yes;no;unsure,if_yes_ask_response,2,False,5,LANG_REV_HI_001,REV401
Q000598_en,QG000200,NAR000070_EN,case_or_order_status,en,"For the child custody dispute at House around 15:35, is there any existing court order, agreement, mediation, or case?",TPL_CASE_OR_ORDER_STATUS,open_text,2,Avoids advice conflicting with court status.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_EN_001,REV744
Q000599_hi,QG000200,NAR000070_EN,case_or_order_status,hi,"Child custody dispute House par 15:35 ke aas-paas ke sandarbh mein, Kya koi existing court order, agreement, mediation ya case hai?",TPL_CASE_OR_ORDER_STATUS,open_text,2,Avoids advice conflicting with court status.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV744
Q000600_hiLatn,QG000200,NAR000070_EN,case_or_order_status,hi-Latn,"Child custody dispute House par 15:35 ke aas-paas ke context mein, Kya koi existing court order, agreement, mediation ya case hai?",TPL_CASE_OR_ORDER_STATUS,open_text,2,Avoids advice conflicting with court status.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV744
Q000601_en,QG000201,NAR000070_EN,financial_support_issue,en,"For the child custody dispute at House around 15:35, what maintenance, alimony, or financial support issue is involved?",TPL_FINANCIAL_SUPPORT_ISSUE,open_text,2,Determines monetary relief.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_EN_001,REV744
Q000602_hi,QG000201,NAR000070_EN,financial_support_issue,hi,"Child custody dispute House par 15:35 ke aas-paas ke sandarbh mein, Maintenance, alimony ya financial support ka kya issue hai?",TPL_FINANCIAL_SUPPORT_ISSUE,open_text,2,Determines monetary relief.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV744
Q000603_hiLatn,QG000201,NAR000070_EN,financial_support_issue,hi-Latn,"Child custody dispute House par 15:35 ke aas-paas ke context mein, Maintenance/alimony/financial support ka kya issue hai?",TPL_FINANCIAL_SUPPORT_ISSUE,open_text,2,Determines monetary relief.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV744
Q000604_en,QG000202,NAR000070_EN,urgent_motion_needed,en,"For the child custody dispute at House around 15:35, do you need urgent interim relief or an urgent court filing?",TPL_URGENT_MOTION_NEEDED,yes_no,2,Affects procedural recommendation.,normal,True,NONE,boolean,yes;no;unsure,if_yes_ask_deadline,2,False,4,LANG_REV_EN_001,REV744
Q000605_hi,QG000202,NAR000070_EN,urgent_motion_needed,hi,"Child custody dispute House par 15:35 ke aas-paas ke sandarbh mein, Kya aapko urgent interim relief ya urgent court filing chahiye?",TPL_URGENT_MOTION_NEEDED,yes_no,2,Affects procedural recommendation.,normal,True,NONE,boolean,yes;no;unsure,if_yes_ask_deadline,2,False,4,LANG_REV_HI_001,REV744
Q000606_hiLatn,QG000202,NAR000070_EN,urgent_motion_needed,hi-Latn,"Child custody dispute House par 15:35 ke aas-paas ke context mein, Kya urgent interim relief ya court filing chahiye?",TPL_URGENT_MOTION_NEEDED,yes_no,2,Affects procedural recommendation.,normal,True,NONE,boolean,yes;no;unsure,if_yes_ask_deadline,2,False,4,LANG_REV_HI_001,REV744
Q000607_en,QG000203,NAR000070_EN,violence_or_safety_concern,en,"For the child custody dispute at House around 15:35, is there any violence, threat, stalking, or safety concern?",TPL_VIOLENCE_OR_SAFETY_CONCERN,yes_no,1,Controls safety escalation.,highly sensitive,False,NONE,boolean,yes;no;unsure,if_yes_emergency_safety,1,False,5,LANG_REV_EN_001,REV744
Q000608_hi,QG000203,NAR000070_EN,violence_or_safety_concern,hi,"Child custody dispute House par 15:35 ke aas-paas ke sandarbh mein, Kya koi hinsa, dhamki, stalking ya safety concern hai?",TPL_VIOLENCE_OR_SAFETY_CONCERN,yes_no,1,Controls safety escalation.,highly sensitive,False,NONE,boolean,yes;no;unsure,if_yes_emergency_safety,1,False,5,LANG_REV_HI_001,REV744
Q000609_hiLatn,QG000203,NAR000070_EN,violence_or_safety_concern,hi-Latn,"Child custody dispute House par 15:35 ke aas-paas ke context mein, Kya violence, threat, stalking ya safety concern hai?",TPL_VIOLENCE_OR_SAFETY_CONCERN,yes_no,1,Controls safety escalation.,highly sensitive,False,NONE,boolean,yes;no;unsure,if_yes_emergency_safety,1,False,5,LANG_REV_HI_001,REV744
Q000610_en,QG000204,NAR000070_EN,supporting_documents,en,"For the child custody dispute at House around 15:35, what supporting documents or records can you share safely?",TPL_SUPPORTING_DOCUMENTS,open_text,3,Supports court filing.,sensitive,True,NONE,text,NONE,NONE,3,False,4,LANG_REV_EN_001,REV744
Q000611_hi,QG000204,NAR000070_EN,supporting_documents,hi,"Child custody dispute House par 15:35 ke aas-paas ke sandarbh mein, Aap kaunse sahayak dastavej ya records surakshit roop se share kar sakte hain?",TPL_SUPPORTING_DOCUMENTS,open_text,3,Supports court filing.,sensitive,True,NONE,text,NONE,NONE,3,False,4,LANG_REV_HI_001,REV744
Q000612_hiLatn,QG000204,NAR000070_EN,supporting_documents,hi-Latn,"Child custody dispute House par 15:35 ke aas-paas ke context mein, Kaunse supporting documents ya records safely share kar sakte ho?",TPL_SUPPORTING_DOCUMENTS,open_text,3,Supports court filing.,sensitive,True,NONE,text,NONE,NONE,3,False,4,LANG_REV_HI_001,REV744
Q000613_en,QG000205,NAR000071_EN,financial_support_issue,en,"For the alimony and maintenance claim at Office around 21:26, what maintenance, alimony, or financial support issue is involved?",TPL_FINANCIAL_SUPPORT_ISSUE,open_text,2,Determines monetary relief.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_EN_001,REV233
Q000614_hi,QG000205,NAR000071_EN,financial_support_issue,hi,"Alimony and maintenance claim Office par 21:26 ke aas-paas ke sandarbh mein, Maintenance, alimony ya financial support ka kya issue hai?",TPL_FINANCIAL_SUPPORT_ISSUE,open_text,2,Determines monetary relief.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV233
Q000615_hiLatn,QG000205,NAR000071_EN,financial_support_issue,hi-Latn,"Alimony and maintenance claim Office par 21:26 ke aas-paas ke context mein, Maintenance/alimony/financial support ka kya issue hai?",TPL_FINANCIAL_SUPPORT_ISSUE,open_text,2,Determines monetary relief.,sensitive,True,NONE,text,NONE,NONE,2,False,4,LANG_REV_HI_001,REV233
Q000616_en,QG000206,NAR000071_EN,urgent_motion_needed,en,"For the alimony and maintenance claim at Office around 21:26, do you need urgent interim relief or an urgent court filing?",TPL_URGENT_MOTION_NEEDED,yes_no,2,Affects procedural recommendation.,normal,True,NONE,boolean,yes;no;unsure,if_yes_ask_deadline,2,False,4,LANG_REV_EN_001,REV233
Q000617_hi,QG000206,NAR000071_EN,urgent_motion_needed,hi,"Alimony and maintenance claim Office par 21:26 ke aas-paas ke sandarbh mein, Kya aapko urgent interim relief ya urgent court filing chahiye?",TPL_URGENT_MOTION_NEEDED,yes_no,2,Affects procedural recommendation.,normal,True,NONE,boolean,yes;no;unsure,if_yes_ask_deadline,2,False,4,LANG_REV_HI_001,REV233
Q000618_hiLatn,QG000206,NAR000071_EN,urgent_motion_needed,hi-Latn,"Alimony and maintenance claim Office par 21:26 ke aas-paas ke context mein, Kya urgent interim relief ya court filing chahiye?",TPL_URGENT_MOTION_NEEDED,yes_no,2,Affects procedural recommendation.,normal,True,NONE,boolean,yes;no;unsure,if_yes_ask_deadline,2,False,4,LANG_REV_HI_001,REV233
Q000619_en,QG000207,NAR000071_EN,violence_or_safety_concern,en,"For the alimony and maintenance claim at Office around 21:26, is there any violence, threat, stalking, or safety concern?",TPL_VIOLENCE_OR_SAFETY_CONCERN,yes_no,1,Controls safety escalation.,highly sensitive,False,NONE,boolean,yes;no;unsure,if_yes_emergency_safety,1,False,5,LANG_REV_EN_001,REV233
Q000620_hi,QG000207,NAR000071_EN,violence_or_safety_concern,hi,"Alimony and maintenance claim Office par 21:26 ke aas-paas ke sandarbh mein, Kya koi hinsa, dhamki, stalking ya safety concern hai?",TPL_VIOLENCE_OR_SAFETY_CONCERN,yes_no,1,Controls safety escalation.,highly sensitive,False,NONE,boolean,yes;no;unsure,if_yes_emergency_safety,1,False,5,LANG_REV_HI_001,REV233
Q000621_hiLatn,QG000207,NAR000071_EN,violence_or_safety_concern,hi-Latn,"Alimony and maintenance claim Office par 21:26 ke aas-paas ke context mein, Kya violence, threat, stalking ya safety concern hai?",TPL_VIOLENCE_OR_SAFETY_CONCERN,yes_no,1,Controls safety escalation.,highly sensitive,False,NONE,boolean,yes;no;unsure,if_yes_emergency_safety,1,False,5,LANG_REV_HI_001,REV233
Q000622_en,QG000208,NAR000072_EN,threat_or_attack_description,en,"For the online harassment & threats at Online platform around 20:21, what exactly was said or done to threaten or attack you?",TPL_THREAT_OR_ATTACK_DESCRIPTION,open_text,1,Determines emergency risk and offence type.,highly sensitive,False,NONE,text,NONE,if_immediate_danger_call_emergency,1,False,5,LANG_REV_EN_001,REV249
Q000623_hi,QG000208,NAR000072_EN,threat_or_attack_description,hi,"Online harassment & threats Online platform par 20:21 ke aas-paas ke sandarbh mein, Aapko dhamkane ya attack karne ke liye theek kya kaha ya kiya gaya?",TPL_THREAT_OR_ATTACK_DESCRIPTION,open_text,1,Determines emergency risk and offence type.,highly sensitive,False,NONE,text,NONE,if_immediate_danger_call_emergency,1,False,5,LANG_REV_HI_001,REV249
Q000624_hiLatn,QG000208,NAR000072_EN,threat_or_attack_description,hi-Latn,"Online harassment & threats Online platform par 20:21 ke aas-paas ke context mein, Threat ya attack mein exactly kya bola ya kiya gaya?",TPL_THREAT_OR_ATTACK_DESCRIPTION,open_text,1,Determines emergency risk and offence type.,highly sensitive,False,NONE,text,NONE,if_immediate_danger_call_emergency,1,False,5,LANG_REV_HI_001,REV249
Q000625_en,QG000209,NAR000072_EN,injury_details,en,"For the online harassment & threats at Online platform around 20:21, was anyone injured, and what injuries were caused?",TPL_INJURY_DETAILS,open_text,1,Determines medical and legal urgency.,highly sensitive,False,NONE,text,NONE,if_serious_seek_medical_help,1,False,5,LANG_REV_EN_001,REV249
Q000626_hi,QG000209,NAR000072_EN,injury_details,hi,"Online harassment & threats Online platform par 20:21 ke aas-paas ke sandarbh mein, Kya koi ghayal hua, aur kaunsi chot lagi?",TPL_INJURY_DETAILS,open_text,1,Determines medical and legal urgency.,highly sensitive,False,NONE,text,NONE,if_serious_seek_medical_help,1,False,5,LANG_REV_HI_001,REV249
Q000627_hiLatn,QG000209,NAR000072_EN,injury_details,hi-Latn,"Online harassment & threats Online platform par 20:21 ke aas-paas ke context mein, Kya koi injured hua, aur kya injuries hain?",TPL_INJURY_DETAILS,open_text,1,Determines medical and legal urgency.,highly sensitive,False,NONE,text,NONE,if_serious_seek_medical_help,1,False,5,LANG_REV_HI_001,REV249
Q000628_en,QG000210,NAR000072_EN,safe_place_available,en,"For the online harassment & threats at Online platform around 20:21, are you currently in a safe place?",TPL_SAFE_PLACE_AVAILABLE,yes_no,2,Guides immediate safety planning.,normal,True,NONE,boolean,yes;no;unsure,if_no_emergency_safety,2,False,4,LANG_REV_EN_001,REV249
Q000629_hi,QG000210,NAR000072_EN,safe_place_available,hi,"Online harassment & threats Online platform par 20:21 ke aas-paas ke sandarbh mein, Kya aap abhi surakshit jagah par hain?",TPL_SAFE_PLACE_AVAILABLE,yes_no,2,Guides immediate safety planning.,normal,True,NONE,boolean,yes;no;unsure,if_no_emergency_safety,2,False,4,LANG_REV_HI_001,REV249
Q000630_hiLatn,QG000210,NAR000072_EN,safe_place_available,hi-Latn,"Online harassment & threats Online platform par 20:21 ke aas-paas ke context mein, Kya aap abhi safe place par ho?",TPL_SAFE_PLACE_AVAILABLE,yes_no,2,Guides immediate safety planning.,normal,True,NONE,boolean,yes;no;unsure,if_no_emergency_safety,2,False,4,LANG_REV_HI_001,REV249
Q000631_en,QG000211,NAR000072_EN,medical_help_status,en,"For the online harassment & threats at Online platform around 20:21, have you received or requested medical help?",TPL_MEDICAL_HELP_STATUS,yes_no,2,Controls medical escalation.,highly sensitive,True,NONE,boolean,yes;no;needed;unsure,if_needed_seek_urgent_help,2,False,4,LANG_REV_EN_001,REV249
Q000632_hi,QG000211,NAR000072_EN,medical_help_status,hi,"Online harassment & threats Online platform par 20:21 ke aas-paas ke sandarbh mein, Kya aapne medical help li ya maangi hai?",TPL_MEDICAL_HELP_STATUS,yes_no,2,Controls medical escalation.,highly sensitive,True,NONE,boolean,yes;no;needed;unsure,if_needed_seek_urgent_help,2,False,4,LANG_REV_HI_001,REV249
Q000633_hiLatn,QG000211,NAR000072_EN,medical_help_status,hi-Latn,"Online harassment & threats Online platform par 20:21 ke aas-paas ke context mein, Kya aapne medical help li ya request ki?",TPL_MEDICAL_HELP_STATUS,yes_no,2,Controls medical escalation.,highly sensitive,True,NONE,boolean,yes;no;needed;unsure,if_needed_seek_urgent_help,2,False,4,LANG_REV_HI_001,REV249
Q000634_en,QG000212,NAR000073_EN,property_type,en,"For the land encroachment at Agricultural land around 03:11, what property is involved, and what type of property is it?",TPL_PROPERTY_TYPE,open_text,1,Identifies disputed property.,normal,False,NONE,text,NONE,if_vehicle_ask_vehicle_number,1,False,5,LANG_REV_EN_001,REV195
Q000635_hi,QG000212,NAR000073_EN,property_type,hi,"Land encroachment Agricultural land par 03:11 ke aas-paas ke sandarbh mein, Kaunsi sampatti judi hai, aur woh kis prakar ki hai?",TPL_PROPERTY_TYPE,open_text,1,Identifies disputed property.,normal,False,NONE,text,NONE,if_vehicle_ask_vehicle_number,1,False,5,LANG_REV_HI_001,REV195
Q000636_hiLatn,QG000212,NAR000073_EN,property_type,hi-Latn,"Land encroachment Agricultural land par 03:11 ke aas-paas ke context mein, Kaunsi property involved hai, aur uska type kya hai?",TPL_PROPERTY_TYPE,open_text,1,Identifies disputed property.,normal,False,NONE,text,NONE,if_vehicle_ask_vehicle_number,1,False,5,LANG_REV_HI_001,REV195
Q000637_en,QG000213,NAR000073_EN,ownership_documents,en,"For the land encroachment at Agricultural land around 03:11, what ownership, tenancy, inheritance, or title documents do you have?",TPL_OWNERSHIP_DOCUMENTS,open_text,1,Establishes legal basis of claim.,sensitive,False,NONE,text,NONE,if_available_collect_document_type,1,False,5,LANG_REV_EN_001,REV195
Q000638_hi,QG000213,NAR000073_EN,ownership_documents,hi,"Land encroachment Agricultural land par 03:11 ke aas-paas ke sandarbh mein, Aapke paas kaunse ownership, kirayedari, virasat ya title dastavej hain?",TPL_OWNERSHIP_DOCUMENTS,open_text,1,Establishes legal basis of claim.,sensitive,False,NONE,text,NONE,if_available_collect_document_type,1,False,5,LANG_REV_HI_001,REV195
Q000639_hiLatn,QG000213,NAR000073_EN,ownership_documents,hi-Latn,"Land encroachment Agricultural land par 03:11 ke aas-paas ke context mein, Aapke paas kaunse ownership/tenancy/inheritance/title documents hain?",TPL_OWNERSHIP_DOCUMENTS,open_text,1,Establishes legal basis of claim.,sensitive,False,NONE,text,NONE,if_available_collect_document_type,1,False,5,LANG_REV_HI_001,REV195
Q000640_en,QG000214,NAR000073_EN,current_possession,en,"For the land encroachment at Agricultural land around 03:11, who currently has possession or access to the property?",TPL_CURRENT_POSSESSION,open_text,2,Key for property remedy.,normal,False,NONE,text,NONE,NONE,2,False,5,LANG_REV_EN_001,REV195
Q000641_hi,QG000214,NAR000073_EN,current_possession,hi,"Land encroachment Agricultural land par 03:11 ke aas-paas ke sandarbh mein, Property par abhi kabza ya access kiske paas hai?",TPL_CURRENT_POSSESSION,open_text,2,Key for property remedy.,normal,False,NONE,text,NONE,NONE,2,False,5,LANG_REV_HI_001,REV195
Q000642_hiLatn,QG000214,NAR000073_EN,current_possession,hi-Latn,"Land encroachment Agricultural land par 03:11 ke aas-paas ke context mein, Property ka current possession ya access kiske paas hai?",TPL_CURRENT_POSSESSION,open_text,2,Key for property remedy.,normal,False,NONE,text,NONE,NONE,2,False,5,LANG_REV_HI_001,REV195
Q000643_en,QG000215,NAR000074_EN,institution_notified,en,"For the insurance claim fraud at Office around 15:27, have you notified the bank, platform, employer, insurer, or other institution?",TPL_INSTITUTION_NOTIFIED,yes_no,3,Affects next escalation.,normal,True,NONE,boolean,yes;no;attempted;unsure,if_no_ask_which_institution,3,False,4,LANG_REV_EN_001,REV876
Q000644_hi,QG000215,NAR000074_EN,institution_notified,hi,"Insurance claim fraud Office par 15:27 ke aas-paas ke sandarbh mein, Kya aapne bank, platform, employer, insurer ya kisi sanstha ko suchit kiya hai?",TPL_INSTITUTION_NOTIFIED,yes_no,3,Affects next escalation.,normal,True,NONE,boolean,yes;no;attempted;unsure,if_no_ask_which_institution,3,False,4,LANG_REV_HI_001,REV876
Q000645_hiLatn,QG000215,NAR000074_EN,institution_notified,hi-Latn,"Insurance claim fraud Office par 15:27 ke aas-paas ke context mein, Kya bank/platform/employer/insurer ya institution ko notify kiya hai?",TPL_INSTITUTION_NOTIFIED,yes_no,3,Affects next escalation.,normal,True,NONE,boolean,yes;no;attempted;unsure,if_no_ask_which_institution,3,False,4,LANG_REV_HI_001,REV876
Q000646_en,QG000216,NAR000075_EN,property_type,en,"For the illegal property possession at House around 13:06, what property is involved, and what type of property is it?",TPL_PROPERTY_TYPE,open_text,1,Identifies disputed property.,normal,False,NONE,text,NONE,if_vehicle_ask_vehicle_number,1,False,5,LANG_REV_EN_001,REV851
Q000647_hi,QG000216,NAR000075_EN,property_type,hi,"Illegal property possession House par 13:06 ke aas-paas ke sandarbh mein, Kaunsi sampatti judi hai, aur woh kis prakar ki hai?",TPL_PROPERTY_TYPE,open_text,1,Identifies disputed property.,normal,False,NONE,text,NONE,if_vehicle_ask_vehicle_number,1,False,5,LANG_REV_HI_001,REV851
Q000648_hiLatn,QG000216,NAR000075_EN,property_type,hi-Latn,"Illegal property possession House par 13:06 ke aas-paas ke context mein, Kaunsi property involved hai, aur uska type kya hai?",TPL_PROPERTY_TYPE,open_text,1,Identifies disputed property.,normal,False,NONE,text,NONE,if_vehicle_ask_vehicle_number,1,False,5,LANG_REV_HI_001,REV851
Q000649_en,QG000217,NAR000075_EN,ownership_documents,en,"For the illegal property possession at House around 13:06, what ownership, tenancy, inheritance, or title documents do you have?",TPL_OWNERSHIP_DOCUMENTS,open_text,1,Establishes legal basis of claim.,sensitive,False,NONE,text,NONE,if_available_collect_document_type,1,False,5,LANG_REV_EN_001,REV851
