output_id,scenario_id,narrative_id,language,clarification_answer_ids,gold_event_ids,gold_timeline_text,citizen_summary,structured_incident_summary,complaint_preparation_draft,lawyer_legal_aid_intake,police_visit_checklist,evidence_index,missing_information_summary,contradictions_summary,procedural_guidance_summary,supporting_passage_ids,unsupported_statement_count,hallucination_present,factuality_score,completeness_score,event_order_preserved,law_review_status,reviewer_id,split
GOUT000179_EN,SCN000179,NAR000179_EN,en,ANS001591;ANS001592;ANS001593;ANS001594;ANS001595;ANS001596,EVT000179_001;EVT000179_002,1. A transactional incident concerning refusal of service refund broke out at the local workplace at 06:31. 2. I want to report an incident.,"You reported a consumer disputes matter about refusal of service refund at Workplace on 2024-01-14 around 06:31. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as True.","incident_family=Consumer Disputes | issue=Refusal of service refund | place=Workplace, Gujarat, India | date_time=2024-01-14 06:31 | events=EVT000179_001;EVT000179_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=partially_provided: product_or_service | optional: evidence_available","To the concerned authority, I wish to report that on 2024-01-14 around 06:31, at Workplace, I experienced/reported an incident described as Refusal of service refund. My account is: I want to report an incident. A transactional incident concerning refusal of service refund broke out at the local workplace at 06:31. The buyer alleged a direct breach of contractual terms regarding product quality or billing accuracy, resulting in an active consumer dispute. I am sharing all the details so that appropriate legal guidance can be provided. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Consumer Disputes / Refusal of service refund; location Workplace, Gujarat; incident date/time 2024-01-14 06:31; danger=No; threat=False; injury=False; property=True; police_contacted=True; legal_help_requested=True; event_ids=EVT000179_001;EVT000179_002; key remaining gaps: partially_provided: product_or_service | optional: evidence_available",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,A transactional incident concerning refusal of service refund broke out at the local workplace at 06:31; I have the payment screenshot and chat with the seller,partially_provided: product_or_service | optional: evidence_available,No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Prepare payment proof, seller communication, product/service details, and consider consumer grievance or platform escalation. Police already contacted: True. Legal help requested: True.",LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001,0,False,5,4,True,team-reviewed,REV750,Train
GOUT000180_EN,SCN000180,NAR000180_EN,en,ANS001597;ANS001598;ANS001599,EVT000180_001;EVT000180_002,1. just had a huge fight with HR at the Online platform regarding breach of employment contract around 10:57 today. 2. I want to report an incident.,"You reported a employment/labour matter about breach of employment contract at Online platform on 2024-01-19 around 10:57. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as True.","incident_family=Employment/Labour | issue=Breach of employment contract | place=Online platform, Delhi, India | date_time=2024-01-19 10:57 | events=EVT000180_001;EVT000180_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=optional: employment_documents","To the concerned authority, I wish to report that on 2024-01-19 around 10:57, at Online platform, I experienced/reported an incident described as Breach of employment contract. My account is: I want to report an incident. hey guys bad news. just had a huge fight with HR at the Online platform regarding breach of employment contract around 10:57 today. they are trying to cheat us out of our terms or fire people arbitrarily. check your emails immediately, we need to stand together on this I am sharing all the details so that appropriate legal guidance can be provided. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Employment/Labour / Breach of employment contract; location Online platform, Delhi; incident date/time 2024-01-19 10:57; danger=No; threat=False; injury=False; property=True; police_contacted=True; legal_help_requested=False; event_ids=EVT000180_001;EVT000180_002; key remaining gaps: optional: employment_documents",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"I have some emails and employment records, but not every document",optional: employment_documents,No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect employment documents, payslips, emails, HR communication, and wage/termination details. Police already contacted: True. Legal help requested: False.",LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV261,test
GOUT000181_EN,SCN000181,NAR000181_EN,en,ANS001600;ANS001601;ANS001602;ANS001603;ANS001604;ANS001605;ANS001606;ANS001607;ANS001608,EVT000181_001;EVT000181_002,"1. On the date of 2026-06-29, a formal consumer conflict classified as expired or contaminated goods sale manifested during a commercial interaction at the designated marketplace around 19:29. 2. I want to report an incident.","You reported a consumer disputes matter about expired or contaminated goods sale at Marketplace on 2024-01-20 around 19:29. The record notes danger status as No, threat mentioned as False, injury mentioned as True, and police contact as True.","incident_family=Consumer Disputes | issue=Expired or contaminated goods sale | place=Marketplace, Gujarat, India | date_time=2024-01-20 19:29 | events=EVT000181_001;EVT000181_002 | property_involved=True | threat_involved=False | injury_involved=True | open_questions=partially_provided: product_or_service | missing: refund_or_remedy_requested | optional: evidence_available","To the concerned authority, I wish to report that on 2024-01-20 around 19:29, at Marketplace, I experienced/reported an incident described as Expired or contaminated goods sale. My account is: I want to report an incident. On the date of 2026-06-29, a formal consumer conflict classified as expired or contaminated goods sale manifested during a commercial interaction at the designated marketplace around 19:29. The transaction parameters reveal an explicit deviation from advertising claims or legal standards, directly compromising buyer safety and financial protection. Standard operational dispute channels were exhausted without success, prompting an escalation to statutory regulatory oversight mechanisms. I am sharing all the details so that appropriate legal guidance can be provided. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Consumer Disputes / Expired or contaminated goods sale; location Marketplace, Gujarat; incident date/time 2024-01-20 19:29; danger=No; threat=False; injury=True; property=True; police_contacted=True; legal_help_requested=False; event_ids=EVT000181_001;EVT000181_002; key remaining gaps: partially_provided: product_or_service | missing: refund_or_remedy_requested | optional: evidence_available",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"The transaction parameters reveal an explicit deviation from advertising claims or legal standards, directly compromising buyer safety and financial protection; I have the payment screenshot and chat with the seller",partially_provided: product_or_service | missing: refund_or_remedy_requested | optional: evidence_available,No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Prepare payment proof, seller communication, product/service details, and consider consumer grievance or platform escalation. Police already contacted: True. Legal help requested: False.",LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001,0,False,5,4,True,team-reviewed,REV598,validation
GOUT000182_EN,SCN000182,NAR000182_EN,en,ANS001609;ANS001610;ANS001611;ANS001612;ANS001613;ANS001614,EVT000182_001;EVT000182_002,"1. Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of unfair termination within the Workplace. 2. I want to report an incident.","You reported a employment/labour matter about unfair termination at Workplace on 2024-01-20 around 06:32. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as False.","incident_family=Employment/Labour | issue=Unfair termination | place=Workplace, Maharashtra, India | date_time=2024-01-20 06:32 | events=EVT000182_001;EVT000182_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=optional: employment_documents, internal_complaint_status","To the concerned authority, I wish to report that on 2024-01-20 around 06:32, at Workplace, I experienced/reported an incident described as Unfair termination. My account is: I want to report an incident. Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of unfair termination within the Workplace. The definitive breach transpired on 2026-07-03 at 06:32 hours, violating explicit terms of my employment contract and local statutory codes. I am sharing all the details so that appropriate legal guidance can be provided. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Employment/Labour / Unfair termination; location Workplace, Maharashtra; incident date/time 2024-01-20 06:32; danger=No; threat=False; injury=False; property=True; police_contacted=False; legal_help_requested=True; event_ids=EVT000182_001;EVT000182_002; key remaining gaps: optional: employment_documents, internal_complaint_status",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"I have some emails and employment records, but not every document","optional: employment_documents, internal_complaint_status",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect employment documents, payslips, emails, HR communication, and wage/termination details. Police already contacted: False. Legal help requested: True.",LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV209,test
GOUT000183_EN,SCN000183,NAR000183_EN,en,ANS001615;ANS001616;ANS001617;ANS001618;ANS001619;ANS001620;ANS001621;ANS001622;ANS001623;ANS001624;ANS001625;ANS001626,EVT000183_001;EVT000183_002,"1. Dear Traffic Police Commissioner, I am writing to formally report an escalating safety issue, specifically a recent hit and run collision that occurred at the Road. 2. I want to report an incident.","You reported a traffic & road incidents matter about hit and run collision at Road on 2024-01-23 around 10:21. The record notes danger status as No, threat mentioned as False, injury mentioned as True, and police contact as True.","incident_family=Traffic & Road Incidents | issue=Hit and run collision | place=Road, Karnataka, India | date_time=2024-01-23 10:21 | events=EVT000183_001;EVT000183_002 | property_involved=True | threat_involved=False | injury_involved=True | open_questions=partially_provided: vehicle_details | missing: property_damage | optional: offending_vehicle_left, traffic_obstruction","To the concerned authority, I wish to report that on 2024-01-23 around 10:21, at Road, I experienced/reported an incident described as Hit and run collision. My account is: I want to report an incident. Dear Traffic Police Commissioner, I am writing to formally report an escalating safety issue, specifically a recent hit and run collision that occurred at the Road. The incident took place on 2026-07-07 at 10:21 hours, creating significant hazards for other motorists. I am sharing all the details so that appropriate legal guidance can be provided. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Traffic & Road Incidents / Hit and run collision; location Road, Karnataka; incident date/time 2024-01-23 10:21; danger=No; threat=False; injury=True; property=True; police_contacted=True; legal_help_requested=False; event_ids=EVT000183_001;EVT000183_002; key remaining gaps: partially_provided: vehicle_details | missing: property_damage | optional: offending_vehicle_left, traffic_obstruction",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"No specific evidence item is confirmed; ask user to preserve screenshots, documents, photos, receipts, and messages where available.","partially_provided: vehicle_details | missing: property_damage | optional: offending_vehicle_left, traffic_obstruction",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Record vehicle details, photos, injury and damage information, witnesses, and insurance/police documents. Police already contacted: True. Legal help requested: False.",LP_TRAFFIC_ACCIDENT_001;LP_HIT_AND_RUN_001;LP_MOTOR_CLAIM_001,0,False,5,4,True,team-reviewed,REV678,test
GOUT000184_EN,SCN000184,NAR000184_EN,en,ANS001627;ANS001628;ANS001629;ANS001630;ANS001631;ANS001632;ANS001633;ANS001634;ANS001635,EVT000184_001;EVT000184_002,1. experiencing a severe land encroachment since 08:37. 2. I want to report an incident.,"You reported a property disputes matter about land encroachment at Agricultural land on 2024-01-23 around 08:37. The record notes danger status as No, threat mentioned as True, injury mentioned as False, and police contact as False.","incident_family=Property Disputes | issue=Land encroachment | place=Agricultural land, Delhi, India | date_time=2024-01-23 08:37 | events=EVT000184_001;EVT000184_002 | property_involved=True | threat_involved=True | injury_involved=False | open_questions=partially_provided: property_type, current_possession | missing: ownership_documents","To the concerned authority, I wish to report that on 2024-01-23 around 08:37, at Agricultural land, I experienced/reported an incident described as Land encroachment. My account is: I want to report an incident. guys please help they are trying to take over the Agricultural land right now!! experiencing a severe land encroachment since 08:37. they brought workers and are breaking down boundaries. please check if anyone can come over fast I am sharing all the details so that appropriate legal guidance can be provided. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Property Disputes / Land encroachment; location Agricultural land, Delhi; incident date/time 2024-01-23 08:37; danger=No; threat=True; injury=False; property=True; police_contacted=False; legal_help_requested=True; event_ids=EVT000184_001;EVT000184_002; key remaining gaps: partially_provided: property_type, current_possession | missing: ownership_documents",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"I can show possession through receipts, photos, or property documents","partially_provided: property_type, current_possession | missing: ownership_documents",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect ownership/possession documents, photos of the site, opposing-party details, and avoid confrontation. Police already contacted: False. Legal help requested: True.",LP_PROPERTY_DISPUTE_001;LP_CRIME_REPORTING_001;LP_DIGITAL_EVIDENCE_001,0,False,5,4,True,team-reviewed,REV398,test
GOUT000185_EN,SCN000185,NAR000185_EN,en,ANS001636;ANS001637;ANS001638;ANS001639;ANS001640;ANS001641;ANS001642;ANS001643;ANS001644;ANS001645;ANS001646;ANS001647,EVT000185_001;EVT000185_002,"1. Several individuals were actively contesting an instance of inheritance property claim, with local residents stepping in to prevent physical escalation before authorities were notified. 2. I want to report an incident.","You reported a property disputes matter about inheritance property claim at House on 2024-01-24 around 22:24. The record notes danger status as No, threat mentioned as False, injury mentioned as True, and police contact as False.","incident_family=Property Disputes | issue=Inheritance property claim | place=House, Gujarat, India | date_time=2024-01-24 22:24 | events=EVT000185_001;EVT000185_002 | property_involved=True | threat_involved=False | injury_involved=True | open_questions=partially_provided: property_type, ownership_documents | optional: opposing_party_identity | missing: current_possession","To the concerned authority, I wish to report that on 2024-01-24 around 22:24, at House, I experienced/reported an incident described as Inheritance property claim. My account is: I want to report an incident. The observer witnessed an intense community argument unfolding near the house around 22:24. Several individuals were actively contesting an instance of inheritance property claim, with local residents stepping in to prevent physical escalation before authorities were notified. I am sharing all the details so that appropriate legal guidance can be provided. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Property Disputes / Inheritance property claim; location House, Gujarat; incident date/time 2024-01-24 22:24; danger=No; threat=False; injury=True; property=True; police_contacted=False; legal_help_requested=True; event_ids=EVT000185_001;EVT000185_002; key remaining gaps: partially_provided: property_type, ownership_documents | optional: opposing_party_identity | missing: current_possession",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"Several individuals were actively contesting an instance of inheritance property claim, with local residents stepping in to prevent physical escalation before authorities were notified; I can show possession through receipts, photos, or property documents","partially_provided: property_type, ownership_documents | optional: opposing_party_identity | missing: current_possession",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect ownership/possession documents, photos of the site, opposing-party details, and avoid confrontation. Police already contacted: False. Legal help requested: True.",LP_PROPERTY_DISPUTE_001;LP_CRIME_REPORTING_001;LP_DIGITAL_EVIDENCE_001,0,False,5,4,True,team-reviewed,REV667,validation
GOUT000186_EN,SCN000186,NAR000186_EN,en,ANS001648;ANS001649;ANS001650;ANS001651;ANS001652;ANS001653,EVT000186_001;EVT000186_002,1. there is a massive lost item reporting that happened around 15:19 today. 2. I want to report an incident.,"You reported a miscellaneous matter about lost item reporting at Railway station on 2024-01-25 around 15:19. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as False.","incident_family=Miscellaneous | issue=Lost item reporting | place=Railway station, Uttar Pradesh, India | date_time=2024-01-25 15:19 | events=EVT000186_001;EVT000186_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=partially_provided: risk_to_public | optional: authority_to_contact","To the concerned authority, I wish to report that on 2024-01-25 around 15:19, at Railway station, I experienced/reported an incident described as Lost item reporting. My account is: I want to report an incident. hey guys warning if u are passing by the Railway station right now!! there is a massive lost item reporting that happened around 15:19 today. try to take a different route if possible to avoid getting stuck or delayed I am sharing all the details so that appropriate legal guidance can be provided. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Miscellaneous / Lost item reporting; location Railway station, Uttar Pradesh; incident date/time 2024-01-25 15:19; danger=No; threat=False; injury=False; property=True; police_contacted=False; legal_help_requested=False; event_ids=EVT000186_001;EVT000186_002; key remaining gaps: partially_provided: risk_to_public | optional: authority_to_contact",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"No specific evidence item is confirmed; ask user to preserve screenshots, documents, photos, receipts, and messages where available.",partially_provided: risk_to_public | optional: authority_to_contact,No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect date, location, evidence, authority contacted, and any safety concerns before escalation. Police already contacted: False. Legal help requested: False.",LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV945,test
GOUT000187_EN,SCN000187,NAR000187_EN,en,ANS001654;ANS001655;ANS001656;ANS001657;ANS001658;ANS001659;ANS001660;ANS001661;ANS001662,EVT000187_001;EVT000187_002,1. Complainant registers a general municipal or public service notification regarding noise pollution grievance at the location of residential street. 2. I want to report an incident.,"You reported a miscellaneous matter about noise pollution grievance at Residential street on 2024-01-30 around 03:51. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as False.","incident_family=Miscellaneous | issue=Noise pollution grievance | place=Residential street, Telangana, India | date_time=2024-01-30 03:51 | events=EVT000187_001;EVT000187_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=partially_provided: risk_to_public | optional: item_or_property_affected, authority_to_contact","To the concerned authority, I wish to report that on 2024-01-30 around 03:51, at Residential street, I experienced/reported an incident described as Noise pollution grievance. My account is: I want to report an incident. Complainant registers a general municipal or public service notification regarding noise pollution grievance at the location of residential street. The incident transpired on 2026-06-27 at approximately 03:51 hours, causing minor public inconvenience or operational disruption. Log entries have been completed. I am sharing all the details so that appropriate legal guidance can be provided. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Miscellaneous / Noise pollution grievance; location Residential street, Telangana; incident date/time 2024-01-30 03:51; danger=No; threat=False; injury=False; property=True; police_contacted=False; legal_help_requested=False; event_ids=EVT000187_001;EVT000187_002; key remaining gaps: partially_provided: risk_to_public | optional: item_or_property_affected, authority_to_contact",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"No specific evidence item is confirmed; ask user to preserve screenshots, documents, photos, receipts, and messages where available.","partially_provided: risk_to_public | optional: item_or_property_affected, authority_to_contact",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect date, location, evidence, authority contacted, and any safety concerns before escalation. Police already contacted: False. Legal help requested: False.",LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV475,validation
GOUT000188_EN,SCN000188,NAR000188_EN,en,ANS001663;ANS001664;ANS001665;ANS001666;ANS001667;ANS001668;ANS001669;ANS001670;ANS001671;ANS001672;ANS001673;ANS001674,EVT000188_001;EVT000188_002,1. Complainant reports a structural civil grievance regarding boundary wall dispute at the site located in villa. 2. I want to report an incident.,"You reported a property disputes matter about boundary wall dispute at Villa on 2024-01-31 around 00:47. The record notes danger status as No, threat mentioned as False, injury mentioned as True, and police contact as True.","incident_family=Property Disputes | issue=Boundary wall dispute | place=Villa, Maharashtra, India | date_time=2024-01-31 00:47 | events=EVT000188_001;EVT000188_002 | property_involved=True | threat_involved=False | injury_involved=True | open_questions=partially_provided: property_type, ownership_documents | optional: opposing_party_identity | missing: current_possession","To the concerned authority, I wish to report that on 2024-01-31 around 00:47, at Villa, I experienced/reported an incident described as Boundary wall dispute. My account is: I want to report an incident. Complainant reports a structural civil grievance regarding boundary wall dispute at the site located in villa. On 2026-07-07 at 00:47 hours, opposing parties gathered and attempted unauthorized physical alterations. Property ownership documents have been submitted for verification. I am sharing all the details so that appropriate legal guidance can be provided. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Property Disputes / Boundary wall dispute; location Villa, Maharashtra; incident date/time 2024-01-31 00:47; danger=No; threat=False; injury=True; property=True; police_contacted=True; legal_help_requested=True; event_ids=EVT000188_001;EVT000188_002; key remaining gaps: partially_provided: property_type, ownership_documents | optional: opposing_party_identity | missing: current_possession",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"Property ownership documents have been submitted for verification; I can show possession through receipts, photos, or property documents","partially_provided: property_type, ownership_documents | optional: opposing_party_identity | missing: current_possession",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect ownership/possession documents, photos of the site, opposing-party details, and avoid confrontation. Police already contacted: True. Legal help requested: True.",LP_PROPERTY_DISPUTE_001;LP_CRIME_REPORTING_001;LP_DIGITAL_EVIDENCE_001,0,False,5,4,True,team-reviewed,REV180,test
GOUT000189_EN,SCN000189,NAR000189_EN,en,ANS001675;ANS001676;ANS001677;ANS001678;ANS001679;ANS001680;ANS001681;ANS001682;ANS001683,EVT000189_001;EVT000189_002,1. Complainant registers a general municipal or public service notification regarding noise pollution grievance at the location of house. 2. I want to report an incident.,"You reported a miscellaneous matter about noise pollution grievance at House on 2024-02-01 around 21:40. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as True.","incident_family=Miscellaneous | issue=Noise pollution grievance | place=House, Telangana, India | date_time=2024-02-01 21:40 | events=EVT000189_001;EVT000189_002 | property_involved=False | threat_involved=False | injury_involved=False | open_questions=partially_provided: risk_to_public | optional: item_or_property_affected, authority_to_contact","To the concerned authority, I wish to report that on 2024-02-01 around 21:40, at House, I experienced/reported an incident described as Noise pollution grievance. My account is: I want to report an incident. Complainant registers a general municipal or public service notification regarding noise pollution grievance at the location of house. The incident transpired on 2026-07-02 at approximately 21:40 hours, causing minor public inconvenience or operational disruption. Log entries have been completed. I am sharing all the details so that appropriate legal guidance can be provided. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Miscellaneous / Noise pollution grievance; location House, Telangana; incident date/time 2024-02-01 21:40; danger=No; threat=False; injury=False; property=False; police_contacted=True; legal_help_requested=True; event_ids=EVT000189_001;EVT000189_002; key remaining gaps: partially_provided: risk_to_public | optional: item_or_property_affected, authority_to_contact",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"No specific evidence item is confirmed; ask user to preserve screenshots, documents, photos, receipts, and messages where available.","partially_provided: risk_to_public | optional: item_or_property_affected, authority_to_contact",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect date, location, evidence, authority contacted, and any safety concerns before escalation. Police already contacted: True. Legal help requested: True.",LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV319,validation
GOUT000190_EN,SCN000190,NAR000190_EN,en,ANS001684;ANS001685;ANS001686;ANS001687;ANS001688;ANS001689,EVT000190_001;EVT000190_002,"1. Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of unpaid wage dispute within the Shop. 2. I want to report an incident.","You reported a employment/labour matter about unpaid wage dispute at Shop on 2024-02-09 around 13:29. The record notes danger status as No, threat mentioned as False, injury mentioned as False, and police contact as False.","incident_family=Employment/Labour | issue=Unpaid wage dispute | place=Shop, Maharashtra, India | date_time=2024-02-09 13:29 | events=EVT000190_001;EVT000190_002 | property_involved=True | threat_involved=False | injury_involved=False | open_questions=optional: employment_documents, internal_complaint_status","To the concerned authority, I wish to report that on 2024-02-09 around 13:29, at Shop, I experienced/reported an incident described as Unpaid wage dispute. My account is: I want to report an incident. Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of unpaid wage dispute within the Shop. The definitive breach transpired on 2026-06-23 at 13:29 hours, violating explicit terms of my employment contract and local statutory codes. I am sharing all the details so that appropriate legal guidance can be provided. I request that the information be recorded, that appropriate lawful guidance or action be considered, and that I be told if any further documents or details are needed. This draft does not assert guilt, authenticate evidence, or state that an FIR has already been filed.","Case intake: Employment/Labour / Unpaid wage dispute; location Shop, Maharashtra; incident date/time 2024-02-09 13:29; danger=No; threat=False; injury=False; property=True; police_contacted=False; legal_help_requested=True; event_ids=EVT000190_001;EVT000190_002; key remaining gaps: optional: employment_documents, internal_complaint_status",Carry identity proof if needed; written timeline; location details; screenshots/photos/messages; receipts or documents where applicable; medical records if injury exists; property or account details if relevant; names/contact details of witnesses if safely available; copies of any prior complaint or authority response.,"I have some emails and employment records, but not every document","optional: employment_documents, internal_complaint_status",No contradiction linked in slot annotations or clarification answers.,"No immediate danger is recorded, but reassess safety before taking action. Collect employment documents, payslips, emails, HR communication, and wage/termination details. Police already contacted: False. Legal help requested: True.",LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001,0,False,5,4,True,team-reviewed,REV257,test
