query_id,query_group_id,language,script,code_mix_type,query_text_original,query_text_normalised,user_intent,legal_domain,issue_labels,urgency_class,current_danger,jurisdiction_required,jurisdiction_available,missing_information,escalation_required,answerable_from_corpus,gold_followup_question_ids,gold_passage_ids,safe_answer_text,disclaimer_required,answer_confidence_label,split
QLQ000082_en,QLG000028,en,Latin,None,Do I need income proof for legal aid?,do i need income proof for legal aid?,ask_requirement,Legal aid,legal_aid_documents;income,normal,False,True,False,state and eligibility category,False,False,FQ_QUICK_028,LP_LEGAL_AID_001,"General guidance: Income proof may be requested, but some categories may qualify without income limits. Requirements can vary, so identify your eligibility category and location. This is not a substitute for a lawyer or emergency service.",True,insufficient-information,train
QLQ000083_hi,QLG000028,hi,Devanagari,None,Legal aid ke liye income proof chahiye kya?,legal aid ke liye income proof chahiye kya?,ask_requirement,Legal aid,legal_aid_documents;income,normal,False,True,False,state and eligibility category,False,False,FQ_QUICK_028,LP_LEGAL_AID_001,"Sadharan margdarshan: Income proof may be requested, but some categories may qualify without income limits. Requirements can vary, so identify your eligibility category and location. Yeh lawyer ya emergency service ka badal nahi hai.",True,insufficient-information,train
QLQ000084_hiLatn,QLG000028,hi-Latn,mixed,Hinglish,Legal aid ke liye income proof needed hai kya?,legal aid ke liye income proof needed hai kya?,ask_requirement,Legal aid,legal_aid_documents;income,normal,False,True,False,state and eligibility category,False,False,FQ_QUICK_028,LP_LEGAL_AID_001,"General guidance: Income proof may be requested, but some categories may qualify without income limits. Requirements can vary, so identify your eligibility category and location. Yeh lawyer ya emergency service ka substitute nahi hai.",True,insufficient-information,train
QLQ000085_en,QLG000029,en,Latin,None,Can a victim of cyber fraud get legal aid?,can a victim of cyber fraud get legal aid?,ask_eligibility,Legal aid,cyber_fraud;legal_aid,normal,False,True,True,"loss amount, district, eligibility category",False,True,FQ_QUICK_029,LP_FREE_LEGAL_SERVICES_001,"General guidance: Legal aid may be possible depending on eligibility and case needs. For urgent financial fraud, first notify the bank/payment platform and cyber reporting channel. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000086_hi,QLG000029,hi,Devanagari,None,Cyber fraud victim ko legal aid mil sakti hai kya?,cyber fraud victim ko legal aid mil sakti hai kya?,ask_eligibility,Legal aid,cyber_fraud;legal_aid,normal,False,True,True,"loss amount, district, eligibility category",False,True,FQ_QUICK_029,LP_FREE_LEGAL_SERVICES_001,"Sadharan margdarshan: Legal aid may be possible depending on eligibility and case needs. For urgent financial fraud, first notify the bank/payment platform and cyber reporting channel. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000087_hiLatn,QLG000029,hi-Latn,mixed,Hinglish,Hinglish mein simple steps batao: Cyber fraud victim ko legal aid mil sakti hai kya?,hinglish mein simple steps batao: cyber fraud victim ko legal aid mil sakti hai kya?,ask_eligibility,Legal aid,cyber_fraud;legal_aid,normal,False,True,True,"loss amount, district, eligibility category",False,True,FQ_QUICK_029,LP_FREE_LEGAL_SERVICES_001,"General guidance: Legal aid may be possible depending on eligibility and case needs. For urgent financial fraud, first notify the bank/payment platform and cyber reporting channel. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000088_en,QLG000030,en,Latin,None,Can I get help drafting a police complaint for free?,can i get help drafting a police complaint for free?,request_help,Legal aid,complaint_drafting;legal_aid,normal,False,True,True,district and case type,False,True,FQ_QUICK_030,LP_DLSA_001,"General guidance: Legal aid clinics or DLSA may help with complaint drafting if you qualify. Provide facts, dates, location, evidence, and the relief you need. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000089_hi,QLG000030,hi,Devanagari,None,Police complaint draft karne mein free help mil sakti hai kya?,police complaint draft karne mein free help mil sakti hai kya?,request_help,Legal aid,complaint_drafting;legal_aid,normal,False,True,True,district and case type,False,True,FQ_QUICK_030,LP_DLSA_001,"Sadharan margdarshan: Legal aid clinics or DLSA may help with complaint drafting if you qualify. Provide facts, dates, location, evidence, and the relief you need. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000090_hiLatn,QLG000030,hi-Latn,mixed,Hinglish,Hinglish mein simple steps batao: Police complaint draft karne mein free help mil sakti hai kya?,hinglish mein simple steps batao: police complaint draft karne mein free help mil sakti hai kya?,request_help,Legal aid,complaint_drafting;legal_aid,normal,False,True,True,district and case type,False,True,FQ_QUICK_030,LP_DLSA_001,"General guidance: Legal aid clinics or DLSA may help with complaint drafting if you qualify. Provide facts, dates, location, evidence, and the relief you need. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000091_en,QLG000031,en,Latin,None,What documents should I carry to a legal aid office?,what documents should i carry to a legal aid office?,ask_procedure,Legal aid,legal_aid_documents,normal,False,False,False,case type,False,True,FQ_QUICK_031,LP_LEGAL_AID_001,"General guidance: Carry identity proof, address proof, income/category proof if available, case papers, police documents, notices, medical records, screenshots, or other evidence. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000092_hi,QLG000031,hi,Devanagari,None,Legal aid office jaate waqt kaunse documents le jaun?,legal aid office jaate waqt kaunse documents le jaun?,ask_procedure,Legal aid,legal_aid_documents,normal,False,False,False,case type,False,True,FQ_QUICK_031,LP_LEGAL_AID_001,"Sadharan margdarshan: Carry identity proof, address proof, income/category proof if available, case papers, police documents, notices, medical records, screenshots, or other evidence. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000093_hiLatn,QLG000031,hi-Latn,mixed,Hinglish,Legal aid office jaate waqt kaunse documents carry karun?,legal aid office jaate waqt kaunse documents carry karun?,ask_procedure,Legal aid,legal_aid_documents,normal,False,False,False,case type,False,True,FQ_QUICK_031,LP_LEGAL_AID_001,"General guidance: Carry identity proof, address proof, income/category proof if available, case papers, police documents, notices, medical records, screenshots, or other evidence. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000094_en,QLG000032,en,Latin,None,Can I ask legal aid for a lawyer in family court?,can i ask legal aid for a lawyer in family court?,ask_eligibility,Legal aid,family_court;legal_aid,normal,False,True,False,"district, case type, income/category",False,False,FQ_QUICK_032,LP_FREE_LEGAL_SERVICES_001,"General guidance: Legal aid for family court matters may be available if eligibility criteria are met. Share case type, district, and whether there is urgent safety or child-related concern. This is not a substitute for a lawyer or emergency service.",True,insufficient-information,train
QLQ000095_hi,QLG000032,hi,Devanagari,None,Family court mein lawyer ke liye legal aid mil sakti hai kya?,family court mein lawyer ke liye legal aid mil sakti hai kya?,ask_eligibility,Legal aid,family_court;legal_aid,normal,False,True,False,"district, case type, income/category",False,False,FQ_QUICK_032,LP_FREE_LEGAL_SERVICES_001,"Sadharan margdarshan: Legal aid for family court matters may be available if eligibility criteria are met. Share case type, district, and whether there is urgent safety or child-related concern. Yeh lawyer ya emergency service ka badal nahi hai.",True,insufficient-information,train
QLQ000096_hiLatn,QLG000032,hi-Latn,mixed,Hinglish,Family court ke liye legal aid lawyer mil sakta hai kya?,family court ke liye legal aid lawyer mil sakta hai kya?,ask_eligibility,Legal aid,family_court;legal_aid,normal,False,True,False,"district, case type, income/category",False,False,FQ_QUICK_032,LP_FREE_LEGAL_SERVICES_001,"General guidance: Legal aid for family court matters may be available if eligibility criteria are met. Share case type, district, and whether there is urgent safety or child-related concern. Yeh lawyer ya emergency service ka substitute nahi hai.",True,insufficient-information,train
QLQ000097_en,QLG000033,en,Latin,None,Is legal aid available for labour disputes?,is legal aid available for labour disputes?,ask_eligibility,Legal aid,labour;legal_aid,normal,False,True,True,employment issue and district,False,True,FQ_QUICK_033,LP_DLSA_001,General guidance: Legal aid or labour department guidance may be available depending on the dispute and eligibility. Keep employment records and complaint details ready. This is not a substitute for a lawyer or emergency service.,True,high,train
QLQ000098_hi,QLG000033,hi,Devanagari,None,Labour dispute ke liye legal aid available hai kya?,labour dispute ke liye legal aid available hai kya?,ask_eligibility,Legal aid,labour;legal_aid,normal,False,True,True,employment issue and district,False,True,FQ_QUICK_033,LP_DLSA_001,Sadharan margdarshan: Legal aid or labour department guidance may be available depending on the dispute and eligibility. Keep employment records and complaint details ready. Yeh lawyer ya emergency service ka badal nahi hai.,True,high,train
QLQ000099_hiLatn,QLG000033,hi-Latn,mixed,Hinglish,Labour dispute ke liye legal aid mil sakti hai kya?,labour dispute ke liye legal aid mil sakti hai kya?,ask_eligibility,Legal aid,labour;legal_aid,normal,False,True,True,employment issue and district,False,True,FQ_QUICK_033,LP_DLSA_001,General guidance: Legal aid or labour department guidance may be available depending on the dispute and eligibility. Keep employment records and complaint details ready. Yeh lawyer ya emergency service ka substitute nahi hai.,True,high,train
QLQ000100_en,QLG000034,en,Latin,None,Can a minor get legal aid?,can a minor get legal aid?,ask_eligibility,Legal aid,minor;legal_aid,urgent,False,True,True,"age, guardian, safety status",True,True,FQ_QUICK_034,LP_LEGAL_AID_001,"General guidance: Minors may be eligible for legal aid and protective processes. If there is current danger, contact emergency or child protection support immediately. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000101_hi,QLG000034,hi,Devanagari,None,Kya minor ko legal aid mil sakti hai?,kya minor ko legal aid mil sakti hai?,ask_eligibility,Legal aid,minor;legal_aid,urgent,False,True,True,"age, guardian, safety status",True,True,FQ_QUICK_034,LP_LEGAL_AID_001,"Sadharan margdarshan: Minors may be eligible for legal aid and protective processes. If there is current danger, contact emergency or child protection support immediately. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000102_hiLatn,QLG000034,hi-Latn,mixed,Hinglish,Hinglish mein simple steps batao: Kya minor ko legal aid mil sakti hai?,hinglish mein simple steps batao: kya minor ko legal aid mil sakti hai?,ask_eligibility,Legal aid,minor;legal_aid,urgent,False,True,True,"age, guardian, safety status",True,True,FQ_QUICK_034,LP_LEGAL_AID_001,"General guidance: Minors may be eligible for legal aid and protective processes. If there is current danger, contact emergency or child protection support immediately. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000103_en,QLG000035,en,Latin,None,Will legal aid keep my details confidential?,will legal aid keep my details confidential?,ask_rights,Legal aid,privacy;legal_aid,normal,False,True,True,case sensitivity and office,False,True,FQ_QUICK_035,LP_FREE_LEGAL_SERVICES_001,"General guidance: Legal aid providers should handle sensitive information carefully, but ask how your documents and personal details will be used and stored. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000104_hi,QLG000035,hi,Devanagari,None,Kya legal aid meri details confidential rakhegi?,kya legal aid meri details confidential rakhegi?,ask_rights,Legal aid,privacy;legal_aid,normal,False,True,True,case sensitivity and office,False,True,FQ_QUICK_035,LP_FREE_LEGAL_SERVICES_001,"Sadharan margdarshan: Legal aid providers should handle sensitive information carefully, but ask how your documents and personal details will be used and stored. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000105_hiLatn,QLG000035,hi-Latn,mixed,Hinglish,Hinglish mein simple steps batao: Kya legal aid meri details confidential rakhegi?,hinglish mein simple steps batao: kya legal aid meri details confidential rakhegi?,ask_rights,Legal aid,privacy;legal_aid,normal,False,True,True,case sensitivity and office,False,True,FQ_QUICK_035,LP_FREE_LEGAL_SERVICES_001,"General guidance: Legal aid providers should handle sensitive information carefully, but ask how your documents and personal details will be used and stored. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000106_en,QLG000036,en,Latin,None,Can legal aid help if police are not acting?,can legal aid help if police are not acting?,request_help,Legal aid,police_inaction;legal_aid,urgent,False,True,False,complaint copy and police station,True,False,FQ_QUICK_036,LP_DLSA_001,"General guidance: Legal aid may help with escalation, representation, or drafting. Keep complaint copies, acknowledgment, dates, officer details, and any refusal record. This is not a substitute for a lawyer or emergency service.",True,insufficient-information,train
QLQ000107_hi,QLG000036,hi,Devanagari,None,Agar police action nahi le rahi to kya legal aid help kar sakti hai?,agar police action nahi le rahi to kya legal aid help kar sakti hai?,request_help,Legal aid,police_inaction;legal_aid,urgent,False,True,False,complaint copy and police station,True,False,FQ_QUICK_036,LP_DLSA_001,"Sadharan margdarshan: Legal aid may help with escalation, representation, or drafting. Keep complaint copies, acknowledgment, dates, officer details, and any refusal record. Yeh lawyer ya emergency service ka badal nahi hai.",True,insufficient-information,train
QLQ000108_hiLatn,QLG000036,hi-Latn,mixed,Hinglish,Hinglish mein simple steps batao: Agar police action nahi le rahi to kya legal aid help kar sakti hai?,hinglish mein simple steps batao: agar police action nahi le rahi to kya legal aid help kar sakti hai?,request_help,Legal aid,police_inaction;legal_aid,urgent,False,True,False,complaint copy and police station,True,False,FQ_QUICK_036,LP_DLSA_001,"General guidance: Legal aid may help with escalation, representation, or drafting. Keep complaint copies, acknowledgment, dates, officer details, and any refusal record. Yeh lawyer ya emergency service ka substitute nahi hai.",True,insufficient-information,train
QLQ000109_en,QLG000037,en,Latin,None,Can police arrest me without telling me the reason?,can police arrest me without telling me the reason?,ask_rights,Arrest rights,arrest_reason;rights,urgent,False,True,True,case section and police notice,True,True,FQ_QUICK_037,LP_ARREST_RIGHTS_001,"General guidance: A person should be informed of the grounds of arrest and basic rights. If arrest is imminent, contact a lawyer or legal aid quickly. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000110_hi,QLG000037,hi,Devanagari,None,Kya police reason bataye bina arrest kar sakti hai?,kya police reason bataye bina arrest kar sakti hai?,ask_rights,Arrest rights,arrest_reason;rights,urgent,False,True,True,case section and police notice,True,True,FQ_QUICK_037,LP_ARREST_RIGHTS_001,"Sadharan margdarshan: A person should be informed of the grounds of arrest and basic rights. If arrest is imminent, contact a lawyer or legal aid quickly. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000111_hiLatn,QLG000037,hi-Latn,mixed,Hinglish,Hinglish mein simple steps batao: Kya police reason bataye bina arrest kar sakti hai?,hinglish mein simple steps batao: kya police reason bataye bina arrest kar sakti hai?,ask_rights,Arrest rights,arrest_reason;rights,urgent,False,True,True,case section and police notice,True,True,FQ_QUICK_037,LP_ARREST_RIGHTS_001,"General guidance: A person should be informed of the grounds of arrest and basic rights. If arrest is imminent, contact a lawyer or legal aid quickly. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000112_en,QLG000038,en,Latin,None,What should I do if police call me to the station for questioning?,what should i do if police call me to the station for questioning?,ask_procedure,Arrest rights,police_questioning;rights,normal,False,True,True,notice details and case role,False,True,FQ_QUICK_038,LP_BAIL_001,"General guidance: Ask for the reason or notice details, note officer information, go with a trusted person or lawyer if needed, and avoid signing anything you do not understand. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000113_hi,QLG000038,hi,Devanagari,None,Police questioning ke liye station bula rahi hai. Kya karun?,police questioning ke liye station bula rahi hai. kya karun?,ask_procedure,Arrest rights,police_questioning;rights,normal,False,True,True,notice details and case role,False,True,FQ_QUICK_038,LP_BAIL_001,"Sadharan margdarshan: Ask for the reason or notice details, note officer information, go with a trusted person or lawyer if needed, and avoid signing anything you do not understand. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000114_hiLatn,QLG000038,hi-Latn,mixed,Hinglish,Hinglish mein simple steps batao: Police questioning ke liye station bula rahi hai. Kya karun?,hinglish mein simple steps batao: police questioning ke liye station bula rahi hai. kya karun?,ask_procedure,Arrest rights,police_questioning;rights,normal,False,True,True,notice details and case role,False,True,FQ_QUICK_038,LP_BAIL_001,"General guidance: Ask for the reason or notice details, note officer information, go with a trusted person or lawyer if needed, and avoid signing anything you do not understand. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000115_en,QLG000039,en,Latin,None,Can police search my phone?,can police search my phone?,ask_rights,Arrest rights,phone_search;privacy,normal,False,True,True,"warrant/order, role, location",False,True,FQ_QUICK_039,LP_SEARCH_SEIZURE_001,General guidance: Phone search depends on legal authority and circumstances. Ask for the legal basis and consider legal advice before sharing passwords or sensitive data. This is not a substitute for a lawyer or emergency service.,True,high,train
QLQ000116_hi,QLG000039,hi,Devanagari,None,Kya police mera phone search kar sakti hai?,kya police mera phone search kar sakti hai?,ask_rights,Arrest rights,phone_search;privacy,normal,False,True,True,"warrant/order, role, location",False,True,FQ_QUICK_039,LP_SEARCH_SEIZURE_001,Sadharan margdarshan: Phone search depends on legal authority and circumstances. Ask for the legal basis and consider legal advice before sharing passwords or sensitive data. Yeh lawyer ya emergency service ka badal nahi hai.,True,high,train
QLQ000117_hiLatn,QLG000039,hi-Latn,mixed,Hinglish,Hinglish mein simple steps batao: Kya police mera phone search kar sakti hai?,hinglish mein simple steps batao: kya police mera phone search kar sakti hai?,ask_rights,Arrest rights,phone_search;privacy,normal,False,True,True,"warrant/order, role, location",False,True,FQ_QUICK_039,LP_SEARCH_SEIZURE_001,General guidance: Phone search depends on legal authority and circumstances. Ask for the legal basis and consider legal advice before sharing passwords or sensitive data. Yeh lawyer ya emergency service ka substitute nahi hai.,True,high,train
QLQ000118_en,QLG000040,en,Latin,None,What are my rights if I receive a notice from police?,what are my rights if i receive a notice from police?,ask_rights,Arrest rights,police_notice;rights,normal,False,True,False,notice type and date,False,False,FQ_QUICK_040,LP_ARREST_RIGHTS_001,"General guidance: Read the notice carefully, preserve a copy, attend as required or seek legal advice, and ask what case and role the notice concerns. This is not a substitute for a lawyer or emergency service.",True,insufficient-information,train
QLQ000119_hi,QLG000040,hi,Devanagari,None,Police notice milne par mere rights kya hain?,police notice milne par mere rights kya hain?,ask_rights,Arrest rights,police_notice;rights,normal,False,True,False,notice type and date,False,False,FQ_QUICK_040,LP_ARREST_RIGHTS_001,"Sadharan margdarshan: Read the notice carefully, preserve a copy, attend as required or seek legal advice, and ask what case and role the notice concerns. Yeh lawyer ya emergency service ka badal nahi hai.",True,insufficient-information,train
QLQ000120_hiLatn,QLG000040,hi-Latn,mixed,Hinglish,Hinglish mein simple steps batao: Police notice milne par mere rights kya hain?,hinglish mein simple steps batao: police notice milne par mere rights kya hain?,ask_rights,Arrest rights,police_notice;rights,normal,False,True,False,notice type and date,False,False,FQ_QUICK_040,LP_ARREST_RIGHTS_001,"General guidance: Read the notice carefully, preserve a copy, attend as required or seek legal advice, and ask what case and role the notice concerns. Yeh lawyer ya emergency service ka substitute nahi hai.",True,insufficient-information,train
QLQ000121_en,QLG000041,en,Latin,None,Can police keep me overnight for a minor issue?,can police keep me overnight for a minor issue?,ask_rights,Arrest rights,detention;rights,urgent,False,True,True,detention status and offence,True,True,FQ_QUICK_041,LP_BAIL_001,General guidance: Detention rules depend on whether you are formally arrested and the offence. Contact a lawyer/legal aid and tell a trusted person immediately. This is not a substitute for a lawyer or emergency service.,True,high,train
QLQ000122_hi,QLG000041,hi,Devanagari,None,Minor issue ke liye police mujhe raat bhar rakh sakti hai kya?,minor issue ke liye police mujhe raat bhar rakh sakti hai kya?,ask_rights,Arrest rights,detention;rights,urgent,False,True,True,detention status and offence,True,True,FQ_QUICK_041,LP_BAIL_001,Sadharan margdarshan: Detention rules depend on whether you are formally arrested and the offence. Contact a lawyer/legal aid and tell a trusted person immediately. Yeh lawyer ya emergency service ka badal nahi hai.,True,high,train
QLQ000123_hiLatn,QLG000041,hi-Latn,mixed,Hinglish,Minor issue ke liye police mujhe overnight rakh sakti hai kya?,minor issue ke liye police mujhe overnight rakh sakti hai kya?,ask_rights,Arrest rights,detention;rights,urgent,False,True,True,detention status and offence,True,True,FQ_QUICK_041,LP_BAIL_001,General guidance: Detention rules depend on whether you are formally arrested and the offence. Contact a lawyer/legal aid and tell a trusted person immediately. Yeh lawyer ya emergency service ka substitute nahi hai.,True,high,train
QLQ000124_en,QLG000042,en,Latin,None,What should my family do if I am detained?,what should my family do if i am detained?,ask_procedure,Arrest rights,detention;family_steps,urgent,False,True,True,police station and detention time,True,True,FQ_QUICK_042,LP_SEARCH_SEIZURE_001,"General guidance: Family should note station details, officer names, time, reason given, and seek a lawyer or legal aid. For unlawful detention concerns, urgent legal help is important. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000125_hi,QLG000042,hi,Devanagari,None,Agar mujhe detain kiya gaya hai to family kya kare?,agar mujhe detain kiya gaya hai to family kya kare?,ask_procedure,Arrest rights,detention;family_steps,urgent,False,True,True,police station and detention time,True,True,FQ_QUICK_042,LP_SEARCH_SEIZURE_001,"Sadharan margdarshan: Family should note station details, officer names, time, reason given, and seek a lawyer or legal aid. For unlawful detention concerns, urgent legal help is important. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000126_hiLatn,QLG000042,hi-Latn,mixed,Hinglish,Agar mujhe detained kiya hai to family kya kare?,agar mujhe detained kiya hai to family kya kare?,ask_procedure,Arrest rights,detention;family_steps,urgent,False,True,True,police station and detention time,True,True,FQ_QUICK_042,LP_SEARCH_SEIZURE_001,"General guidance: Family should note station details, officer names, time, reason given, and seek a lawyer or legal aid. For unlawful detention concerns, urgent legal help is important. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000127_en,QLG000043,en,Latin,None,What should I do after a hit and run?,what should i do after a hit and run?,request_help,Traffic and road incidents,hit_and_run;road_accident,urgent,False,True,True,"injury, vehicle number, location",True,True,FQ_QUICK_043,LP_TRAFFIC_ACCIDENT_001,"General guidance: First address medical safety, note vehicle details if known, preserve photos/CCTV/witnesses, and report to police or traffic authority. This is not a substitute for a lawyer or emergency service.",True,high,train
QLQ000128_hi,QLG000043,hi,Devanagari,None,Hit and run ke baad mujhe kya karna chahiye?,hit and run ke baad mujhe kya karna chahiye?,request_help,Traffic and road incidents,hit_and_run;road_accident,urgent,False,True,True,"injury, vehicle number, location",True,True,FQ_QUICK_043,LP_TRAFFIC_ACCIDENT_001,"Sadharan margdarshan: First address medical safety, note vehicle details if known, preserve photos/CCTV/witnesses, and report to police or traffic authority. Yeh lawyer ya emergency service ka badal nahi hai.",True,high,train
QLQ000129_hiLatn,QLG000043,hi-Latn,mixed,Hinglish,Hit and run ke baad kya karna chahiye?,hit and run ke baad kya karna chahiye?,request_help,Traffic and road incidents,hit_and_run;road_accident,urgent,False,True,True,"injury, vehicle number, location",True,True,FQ_QUICK_043,LP_TRAFFIC_ACCIDENT_001,"General guidance: First address medical safety, note vehicle details if known, preserve photos/CCTV/witnesses, and report to police or traffic authority. Yeh lawyer ya emergency service ka substitute nahi hai.",True,high,train
QLQ000130_en,QLG000044,en,Latin,None,Do I need to report a minor road accident?,do i need to report a minor road accident?,ask_requirement,Traffic and road incidents,minor_accident;reporting,normal,False,True,False,injury and property damage,False,False,FQ_QUICK_044,LP_MOTOR_CLAIM_001,"General guidance: Reporting may be important if there is injury, dispute, hit-and-run, public property damage, or insurance claim. Share injury and damage details. This is not a substitute for a lawyer or emergency service.",False,insufficient-information,train
QLQ000131_hi,QLG000044,hi,Devanagari,None,Minor road accident report karna zaruri hai kya?,minor road accident report karna zaruri hai kya?,ask_requirement,Traffic and road incidents,minor_accident;reporting,normal,False,True,False,injury and property damage,False,False,FQ_QUICK_044,LP_MOTOR_CLAIM_001,"Sadharan margdarshan: Reporting may be important if there is injury, dispute, hit-and-run, public property damage, or insurance claim. Share injury and damage details. Yeh lawyer ya emergency service ka badal nahi hai.",False,insufficient-information,train
QLQ000132_hiLatn,QLG000044,hi-Latn,mixed,Hinglish,Minor road accident report karna zaroori hai kya?,minor road accident report karna zaroori hai kya?,ask_requirement,Traffic and road incidents,minor_accident;reporting,normal,False,True,False,injury and property damage,False,False,FQ_QUICK_044,LP_MOTOR_CLAIM_001,"General guidance: Reporting may be important if there is injury, dispute, hit-and-run, public property damage, or insurance claim. Share injury and damage details. Yeh lawyer ya emergency service ka substitute nahi hai.",False,insufficient-information,train
QLQ000133_en,QLG000045,en,Latin,None,Can I claim insurance if the other driver ran away?,can i claim insurance if the other driver ran away?,ask_eligibility,Traffic and road incidents,insurance_claim;hit_and_run,normal,False,True,True,"policy, FIR/report, damage proof",False,True,FQ_QUICK_045,LP_HIT_AND_RUN_001,"General guidance: You may need a police report, damage photos, policy documents, and insurer notification. The exact claim depends on your policy and facts. This is not a substitute for a lawyer or emergency service.",False,high,train
QLQ000134_hi,QLG000045,hi,Devanagari,None,Agar doosra driver bhaag gaya to kya insurance claim kar sakta hoon?,agar doosra driver bhaag gaya to kya insurance claim kar sakta hoon?,ask_eligibility,Traffic and road incidents,insurance_claim;hit_and_run,normal,False,True,True,"policy, FIR/report, damage proof",False,True,FQ_QUICK_045,LP_HIT_AND_RUN_001,"Sadharan margdarshan: You may need a police report, damage photos, policy documents, and insurer notification. The exact claim depends on your policy and facts. Yeh lawyer ya emergency service ka badal nahi hai.",False,high,train
QLQ000135_hiLatn,QLG000045,hi-Latn,mixed,Hinglish,Agar doosra driver ran away to insurance claim kar sakta hoon?,agar doosra driver ran away to insurance claim kar sakta hoon?,ask_eligibility,Traffic and road incidents,insurance_claim;hit_and_run,normal,False,True,True,"policy, FIR/report, damage proof",False,True,FQ_QUICK_045,LP_HIT_AND_RUN_001,"General guidance: You may need a police report, damage photos, policy documents, and insurer notification. The exact claim depends on your policy and facts. Yeh lawyer ya emergency service ka substitute nahi hai.",False,high,train
QLQ000136_en,QLG000046,en,Latin,None,What evidence should I collect after a traffic accident?,what evidence should i collect after a traffic accident?,ask_procedure,Traffic and road incidents,traffic_evidence;accident,normal,False,False,False,location and safety status,False,True,FQ_QUICK_046,LP_TRAFFIC_ACCIDENT_001,"General guidance: Collect photos, vehicle numbers, location, time, witness contacts, medical records, repair estimates, and police/insurance documents where applicable. This is not a substitute for a lawyer or emergency service.",False,high,train
QLQ000137_hi,QLG000046,hi,Devanagari,None,Traffic accident ke baad kaunsa evidence collect karun?,traffic accident ke baad kaunsa evidence collect karun?,ask_procedure,Traffic and road incidents,traffic_evidence;accident,normal,False,False,False,location and safety status,False,True,FQ_QUICK_046,LP_TRAFFIC_ACCIDENT_001,"Sadharan margdarshan: Collect photos, vehicle numbers, location, time, witness contacts, medical records, repair estimates, and police/insurance documents where applicable. Yeh lawyer ya emergency service ka badal nahi hai.",False,high,train
QLQ000138_hiLatn,QLG000046,hi-Latn,mixed,Hinglish,Traffic accident ke baad kya evidence collect karun?,traffic accident ke baad kya evidence collect karun?,ask_procedure,Traffic and road incidents,traffic_evidence;accident,normal,False,False,False,location and safety status,False,True,FQ_QUICK_046,LP_TRAFFIC_ACCIDENT_001,"General guidance: Collect photos, vehicle numbers, location, time, witness contacts, medical records, repair estimates, and police/insurance documents where applicable. Yeh lawyer ya emergency service ka substitute nahi hai.",False,high,train
QLQ000139_en,QLG000047,en,Latin,None,Someone blocked my gate with a vehicle. Is this a police matter?,someone blocked my gate with a vehicle. is this a police matter?,ask_eligibility,Traffic and road incidents,parking_blockage;access,normal,False,True,True,"location, duration, threat, obstruction",False,True,FQ_QUICK_047,LP_MOTOR_CLAIM_001,"General guidance: It may involve traffic, police, society, or municipal action depending on obstruction and threats. Document the vehicle and location before escalation. This is not a substitute for a lawyer or emergency service.",False,high,train
QLQ000140_hi,QLG000047,hi,Devanagari,None,Kisi ne gate vehicle se block kar diya. Kya yeh police matter hai?,kisi ne gate vehicle se block kar diya. kya yeh police matter hai?,ask_eligibility,Traffic and road incidents,parking_blockage;access,normal,False,True,True,"location, duration, threat, obstruction",False,True,FQ_QUICK_047,LP_MOTOR_CLAIM_001,"Sadharan margdarshan: It may involve traffic, police, society, or municipal action depending on obstruction and threats. Document the vehicle and location before escalation. Yeh lawyer ya emergency service ka badal nahi hai.",False,high,train
