slot_annotation_id,narrative_id,incident_schema,slot_name,slot_description,slot_status,extracted_value,normalised_value,linked_entity_ids,linked_event_ids,mandatory_for_schema,priority,sensitivity,reason_required,question_required,contradiction_id,annotator_id,reviewer_id
SLOT000708,NAR000056_EN,financial_fraud,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000056_001;EVT000056_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV227
SLOT000709,NAR000056_EN,financial_fraud,transaction_type,Type of fraudulent transaction or scheme,provided,Insurance claim fraud,insurance claim fraud,NONE,EVT000056_001;EVT000056_002,True,1,sensitive,"Frames bank, police, or cyber complaint.",False,NONE,SLOT_ANN_001,REV227
SLOT000710,NAR000056_EN,financial_fraud,amount_or_asset,"Money, account balance, policy, loan, or asset affected",provided,"Closer inspection confirmed a premeditated instance of insurance claim fraud, with the perpetrator executing unauthorized balance transfers using fraudulent credentials before logging out","closer inspection confirmed a premeditated instance of insurance claim fraud, with the perpetrator executing unauthorized balance transfers using fraudulent credentials before logging out",NONE,EVT000056_001;EVT000056_002,True,2,sensitive,Quantifies financial exposure.,False,NONE,SLOT_ANN_001,REV227
SLOT000711,NAR000056_EN,financial_fraud,bank_or_wallet,"Bank, wallet, card, account, or platform involved",partially_provided,The internal auditor observed highly irregular transaction entries passing through the workplace around 07:50,the internal auditor observed highly irregular transaction entries passing through the workplace around 07:50,NONE,EVT000056_001;EVT000056_002,False,2,highly sensitive,Needed for freeze/dispute process.,False,NONE,SLOT_ANN_001,REV227
SLOT000712,NAR000056_EN,financial_fraud,transaction_identifier,"Reference number, UTR, card, cheque, or claim identifier",partially_provided,The internal auditor observed highly irregular transaction entries passing through the workplace around 07:50,the internal auditor observed highly irregular transaction entries passing through the workplace around 07:50,NONE,EVT000056_001;EVT000056_002,False,3,highly sensitive,Supports traceability.,False,NONE,SLOT_ANN_001,REV227
SLOT000713,NAR000056_EN,financial_fraud,fraud_method,How deception or unauthorised transfer occurred,provided,Insurance claim fraud,insurance claim fraud,NONE,EVT000056_001;EVT000056_002,True,1,normal,Determines complaint category.,False,NONE,SLOT_ANN_001,REV227
SLOT000714,NAR000056_EN,financial_fraud,documents_or_audit_trail,"Preserved records, logs, policy papers, or documents",partially_provided,The internal auditor observed highly irregular transaction entries passing through the workplace around 07:50,the internal auditor observed highly irregular transaction entries passing through the workplace around 07:50,NONE,EVT000056_001;EVT000056_002,False,3,sensitive,Supports investigation.,False,NONE,SLOT_ANN_001,REV227
SLOT000715,NAR000056_EN,financial_fraud,institution_notified,"Whether bank, insurer, employer, or platform was notified",optional,not stated,not_stated,NONE,EVT000056_001;EVT000056_002,False,3,normal,Affects next escalation.,True,NONE,SLOT_ANN_001,REV227
SLOT000716,NAR000056_EN,financial_fraud,time_since_transaction,How recently the loss or attempt occurred,partially_provided,2023-04-25,2023-04-25,NONE,EVT000056_001;EVT000056_002,False,4,normal,Matters for reversal/freeze windows.,False,NONE,SLOT_ANN_001,REV227
SLOT000717,NAR000057_EN,domestic_violence,incident_date,Date or relative date when the incident happened,provided,2023-04-27,2023-04-27,NONE,EVT000057_001;EVT000057_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV715
SLOT000718,NAR000057_EN,domestic_violence,incident_time,Time or approximate time of the incident,provided,16:24,16:24,NONE,EVT000057_001;EVT000057_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV715
SLOT000719,NAR000057_EN,domestic_violence,incident_location,"Place, platform, or setting where the incident occurred",provided,house,house,NAR000057_EN_E001,EVT000057_001;EVT000057_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV715
SLOT000720,NAR000057_EN,domestic_violence,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000057_001;EVT000057_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV715
SLOT000721,NAR000057_EN,domestic_violence,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000057_001;EVT000057_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV715
SLOT000722,NAR000057_EN,domestic_violence,relationship_to_offender,Relationship between complainant and alleged offender,missing,not stated,not_stated,NONE,EVT000057_001;EVT000057_002,True,1,highly sensitive,Determines applicable protection framework.,True,NONE,SLOT_ANN_001,REV715
SLOT000723,NAR000057_EN,domestic_violence,abuse_type,"Physical, verbal, emotional, economic, or dowry-related conduct",provided,Spousal physical abuse,spousal physical abuse,NONE,EVT000057_001;EVT000057_002,True,1,highly sensitive,Defines relief and safety needs.,False,NONE,SLOT_ANN_001,REV715
SLOT000724,NAR000057_EN,domestic_violence,current_shelter_safety,Whether complainant is safe at home or elsewhere,provided,ongoing risk indicated,ongoing_risk_indicated,NONE,EVT000057_001;EVT000057_002,True,1,highly sensitive,Controls immediate safety planning.,False,NONE,SLOT_ANN_001,REV715
SLOT000725,NAR000057_EN,domestic_violence,children_or_dependents,Whether children or dependents are affected,optional,not stated,not_stated,NONE,EVT000057_001;EVT000057_002,False,2,highly sensitive,Impacts protection and custody steps.,True,NONE,SLOT_ANN_001,REV715
SLOT000726,NAR000057_EN,domestic_violence,injury_or_medical_need,Physical injury or medical care required,provided,injury or medical impact indicated,injury_indicated,NONE,EVT000057_001;EVT000057_002,True,1,highly sensitive,Determines emergency response.,False,NONE,SLOT_ANN_001,REV715
SLOT000727,NAR000057_EN,domestic_violence,prior_incident_pattern,Whether conduct is repeated or ongoing,optional,not stated,not_stated,NONE,EVT000057_001;EVT000057_002,False,2,sensitive,Supports protection order facts.,True,NONE,SLOT_ANN_001,REV715
SLOT000728,NAR000057_EN,domestic_violence,evidence_available,"Messages, medical record, photos, witnesses, or documents",optional,not stated,not_stated,NONE,EVT000057_001;EVT000057_002,False,3,sensitive,Supports complaint and relief.,True,NONE,SLOT_ANN_001,REV715
SLOT000729,NAR000057_EN,domestic_violence,support_person_contact,"Trusted family, neighbour, shelter, or helpline support",provided,"Upon investigating, it appeared to be a severe case of spousal physical abuse transpiring within the household, prompting the neighbor to intervene and call for assistance","upon investigating, it appeared to be a severe case of spousal physical abuse transpiring within the household, prompting the neighbor to intervene and call for assistance",NONE,EVT000057_001;EVT000057_002,False,3,highly sensitive,Useful for safety plan.,False,NONE,SLOT_ANN_001,REV715
SLOT000730,NAR000058_EN,cybercrime,incident_date,Date or relative date when the incident happened,provided,2023-04-27,2023-04-27,NONE,EVT000058_001;EVT000058_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV583
SLOT000731,NAR000058_EN,cybercrime,incident_time,Time or approximate time of the incident,provided,20:02,20:02,NONE,EVT000058_001;EVT000058_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV583
SLOT000732,NAR000058_EN,cybercrime,incident_location,"Place, platform, or setting where the incident occurred",provided,Mobile app,mobile app,NONE,EVT000058_001;EVT000058_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV583
SLOT000733,NAR000058_EN,cybercrime,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000058_001;EVT000058_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV583
SLOT000734,NAR000058_EN,cybercrime,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000058_001;EVT000058_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV583
SLOT000735,NAR000058_EN,cybercrime,digital_platform,"Account, app, website, or platform involved",provided,Mobile app,mobile app,NONE,EVT000058_001;EVT000058_002,True,1,sensitive,Identifies attack surface and reporting channel.,False,NONE,SLOT_ANN_001,REV583
SLOT000736,NAR000058_EN,cybercrime,account_or_device_access,Whether account/device access was lost or misused,provided,Phishing scam,phishing scam,NONE,EVT000058_001;EVT000058_002,True,1,highly sensitive,Controls urgent account-security steps.,False,NONE,SLOT_ANN_001,REV583
SLOT000737,NAR000058_EN,cybercrime,fraudulent_action,"Unauthorised login, transfer, hacking, stalking, or malware action",provided,Phishing scam,phishing scam,NONE,EVT000058_001;EVT000058_002,True,1,highly sensitive,Defines cyber offence pattern.,False,NONE,SLOT_ANN_001,REV583
SLOT000738,NAR000058_EN,cybercrime,financial_loss,Money or balance loss mentioned,provided,if u get any weird text or payment requests from me DO NOT transfer any money it is a fraud scam click nothing,if u get any weird text or payment requests from me do not transfer any money it is a fraud scam click nothing,NONE,EVT000058_001;EVT000058_002,False,2,sensitive,Needed for bank/cyber portal reporting.,False,NONE,SLOT_ANN_001,REV583
SLOT000739,NAR000058_EN,cybercrime,digital_evidence,"Logs, messages, screenshots, emails, or links",optional,not stated,not_stated,NONE,EVT000058_001;EVT000058_002,False,3,sensitive,Preserves proof for complaint.,True,NONE,SLOT_ANN_001,REV583
SLOT000740,NAR000058_EN,cybercrime,suspect_or_sender_identity,"Known attacker, handle, phone, or sender detail",partially_provided,ex,ex,NONE,EVT000058_001;EVT000058_002,False,3,highly sensitive,Supports investigation while protecting privacy.,False,NONE,SLOT_ANN_001,REV583
SLOT000741,NAR000058_EN,cybercrime,security_steps_taken,"Password reset, account freeze, bank notification, or similar step",optional,not stated,not_stated,NONE,EVT000058_001;EVT000058_002,False,3,normal,Guides immediate mitigation.,True,NONE,SLOT_ANN_001,REV583
SLOT000742,NAR000058_EN,cybercrime,ongoing_access_risk,Whether the threat is still active,partially_provided,not stated as ongoing,not_stated_as_ongoing,NONE,EVT000058_001;EVT000058_002,True,1,highly sensitive,Determines urgent containment advice.,True,NONE,SLOT_ANN_001,REV583
SLOT000743,NAR000059_EN,cybercrime,incident_date,Date or relative date when the incident happened,provided,2023-04-29,2023-04-29,NONE,EVT000059_001;EVT000059_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV725
SLOT000744,NAR000059_EN,cybercrime,incident_time,Time or approximate time of the incident,provided,15:03,15:03,NONE,EVT000059_001;EVT000059_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV725
SLOT000745,NAR000059_EN,cybercrime,incident_location,"Place, platform, or setting where the incident occurred",provided,Workplace,workplace,NONE,EVT000059_001;EVT000059_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV725
SLOT000746,NAR000059_EN,cybercrime,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000059_001;EVT000059_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV725
SLOT000747,NAR000059_EN,cybercrime,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000059_001;EVT000059_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV725
SLOT000748,NAR000059_EN,cybercrime,digital_platform,"Account, app, website, or platform involved",provided,Workplace,workplace,NONE,EVT000059_001;EVT000059_002,True,1,sensitive,Identifies attack surface and reporting channel.,False,NONE,SLOT_ANN_001,REV725
SLOT000749,NAR000059_EN,cybercrime,account_or_device_access,Whether account/device access was lost or misused,provided,Identity theft,identity theft,NONE,EVT000059_001;EVT000059_002,True,1,highly sensitive,Controls urgent account-security steps.,False,NONE,SLOT_ANN_001,REV725
SLOT000750,NAR000059_EN,cybercrime,fraudulent_action,"Unauthorised login, transfer, hacking, stalking, or malware action",provided,Identity theft,identity theft,NONE,EVT000059_001;EVT000059_002,True,1,highly sensitive,Defines cyber offence pattern.,False,NONE,SLOT_ANN_001,REV725
SLOT000751,NAR000059_EN,cybercrime,financial_loss,Money or balance loss mentioned,provided,if u get any weird text or payment requests from me DO NOT transfer any money it is a fraud scam click nothing,if u get any weird text or payment requests from me do not transfer any money it is a fraud scam click nothing,NONE,EVT000059_001;EVT000059_002,False,2,sensitive,Needed for bank/cyber portal reporting.,False,NONE,SLOT_ANN_001,REV725
SLOT000752,NAR000059_EN,cybercrime,digital_evidence,"Logs, messages, screenshots, emails, or links",optional,not stated,not_stated,NONE,EVT000059_001;EVT000059_002,False,3,sensitive,Preserves proof for complaint.,True,NONE,SLOT_ANN_001,REV725
SLOT000753,NAR000059_EN,cybercrime,suspect_or_sender_identity,"Known attacker, handle, phone, or sender detail",partially_provided,ex,ex,NONE,EVT000059_001;EVT000059_002,False,3,highly sensitive,Supports investigation while protecting privacy.,False,NONE,SLOT_ANN_001,REV725
SLOT000754,NAR000059_EN,cybercrime,security_steps_taken,"Password reset, account freeze, bank notification, or similar step",optional,not stated,not_stated,NONE,EVT000059_001;EVT000059_002,False,3,normal,Guides immediate mitigation.,True,NONE,SLOT_ANN_001,REV725
SLOT000755,NAR000059_EN,cybercrime,ongoing_access_risk,Whether the threat is still active,partially_provided,not stated as ongoing,not_stated_as_ongoing,NONE,EVT000059_001;EVT000059_002,True,1,highly sensitive,Determines urgent containment advice.,True,NONE,SLOT_ANN_001,REV725
SLOT000756,NAR000060_EN,cybercrime,incident_date,Date or relative date when the incident happened,provided,2023-05-04,2023-05-04,NONE,EVT000060_001;EVT000060_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV648
SLOT000757,NAR000060_EN,cybercrime,incident_time,Time or approximate time of the incident,provided,12:33,12:33,NONE,EVT000060_001;EVT000060_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV648
SLOT000758,NAR000060_EN,cybercrime,incident_location,"Place, platform, or setting where the incident occurred",provided,Mobile app,mobile app,NONE,EVT000060_001;EVT000060_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV648
SLOT000759,NAR000060_EN,cybercrime,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000060_001;EVT000060_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV648
SLOT000760,NAR000060_EN,cybercrime,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000060_001;EVT000060_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV648
SLOT000761,NAR000060_EN,cybercrime,digital_platform,"Account, app, website, or platform involved",provided,Mobile app,mobile app,NONE,EVT000060_001;EVT000060_002,True,1,sensitive,Identifies attack surface and reporting channel.,False,NONE,SLOT_ANN_001,REV648
SLOT000762,NAR000060_EN,cybercrime,account_or_device_access,Whether account/device access was lost or misused,provided,Online banking fraud,online banking fraud,NONE,EVT000060_001;EVT000060_002,True,1,highly sensitive,Controls urgent account-security steps.,False,NONE,SLOT_ANN_001,REV648
SLOT000763,NAR000060_EN,cybercrime,fraudulent_action,"Unauthorised login, transfer, hacking, stalking, or malware action",provided,Online banking fraud,online banking fraud,NONE,EVT000060_001;EVT000060_002,True,1,highly sensitive,Defines cyber offence pattern.,False,NONE,SLOT_ANN_001,REV648
SLOT000764,NAR000060_EN,cybercrime,financial_loss,Money or balance loss mentioned,provided,loss indicated,loss indicated,NAR000060_EN_E001,EVT000060_001;EVT000060_002,False,2,sensitive,Needed for bank/cyber portal reporting.,False,NONE,SLOT_ANN_001,REV648
SLOT000765,NAR000060_EN,cybercrime,digital_evidence,"Logs, messages, screenshots, emails, or links",optional,not stated,not_stated,NONE,EVT000060_001;EVT000060_002,False,3,sensitive,Preserves proof for complaint.,True,NONE,SLOT_ANN_001,REV648
SLOT000766,NAR000060_EN,cybercrime,suspect_or_sender_identity,"Known attacker, handle, phone, or sender detail",partially_provided,unknown or unidentified party,unknown_party,NONE,EVT000060_001;EVT000060_002,False,3,highly sensitive,Supports investigation while protecting privacy.,False,NONE,SLOT_ANN_001,REV648
SLOT000767,NAR000060_EN,cybercrime,security_steps_taken,"Password reset, account freeze, bank notification, or similar step",provided,An incident of online banking fraud compromised security systems across the specified Mobile app at 12:33,an incident of online banking fraud compromised security systems across the specified mobile app at 12:33,NONE,EVT000060_001;EVT000060_002,False,3,normal,Guides immediate mitigation.,False,NONE,SLOT_ANN_001,REV648
SLOT000768,NAR000060_EN,cybercrime,ongoing_access_risk,Whether the threat is still active,partially_provided,not stated as ongoing,not_stated_as_ongoing,NONE,EVT000060_001;EVT000060_002,True,1,highly sensitive,Determines urgent containment advice.,True,NONE,SLOT_ANN_001,REV648
SLOT000769,NAR000061_EN,consumer_disputes,incident_date,Date or relative date when the incident happened,provided,2023-05-05,2023-05-05,NONE,EVT000061_001;EVT000061_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV830
SLOT000770,NAR000061_EN,consumer_disputes,incident_time,Time or approximate time of the incident,provided,05:10,05:10,NONE,EVT000061_001;EVT000061_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV830
SLOT000771,NAR000061_EN,consumer_disputes,incident_location,"Place, platform, or setting where the incident occurred",provided,Hotel,hotel,NONE,EVT000061_001;EVT000061_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV830
SLOT000772,NAR000061_EN,consumer_disputes,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000061_001;EVT000061_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV830
SLOT000773,NAR000061_EN,consumer_disputes,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000061_001;EVT000061_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV830
SLOT000774,NAR000061_EN,consumer_disputes,merchant_identity,"Shop, platform, seller, or service provider involved",provided,Hotel,hotel,NONE,EVT000061_001;EVT000061_002,True,1,normal,Needed for consumer complaint notice.,False,NONE,SLOT_ANN_001,REV830
SLOT000775,NAR000061_EN,consumer_disputes,product_or_service,Product or service purchased or disputed,partially_provided,Overcharging and hidden fees,overcharging and hidden fees,NONE,EVT000061_001;EVT000061_002,True,1,normal,Defines subject of consumer dispute.,True,NONE,SLOT_ANN_001,REV830
SLOT000776,NAR000061_EN,consumer_disputes,payment_information,"Whether payment, bill, invoice, or charge is described",missing,not stated,not stated,NONE,EVT000061_001;EVT000061_002,True,2,sensitive,Supports refund and deficiency claim.,True,NONE,SLOT_ANN_001,REV830
SLOT000777,NAR000061_EN,consumer_disputes,refund_or_remedy_requested,"Whether user requested refund, replacement, or fix",missing,not stated,not stated,NONE,EVT000061_001;EVT000061_002,True,2,normal,Shows prior attempt to resolve dispute.,True,NONE,SLOT_ANN_001,REV830
SLOT000778,NAR000061_EN,consumer_disputes,evidence_available,"Invoice, photo, proof, or other evidence",partially_provided,"A customer was contesting a distinct case of overcharging and hidden fees, showing clear evidence to the merchant, who continuously refused liability or proper resolution","a customer was contesting a distinct case of overcharging and hidden fees, showing clear evidence to the merchant, who continuously refused liability or proper resolution",NONE,EVT000061_001;EVT000061_002,False,3,sensitive,Improves complaint strength.,False,NONE,SLOT_ANN_001,REV830
SLOT000779,NAR000061_EN,consumer_disputes,loss_or_harm,Financial or service harm suffered,provided,loss indicated,loss indicated,NONE,EVT000061_001;EVT000061_002,True,2,normal,Shows consumer injury or deficiency.,False,NONE,SLOT_ANN_001,REV830
SLOT000780,NAR000061_EN,consumer_disputes,prior_resolution_attempt,Any earlier complaint or escalation to merchant,optional,not stated,not stated,NONE,EVT000061_001;EVT000061_002,False,4,normal,Affects escalation path.,False,NONE,SLOT_ANN_001,REV830
SLOT000781,NAR000062_EN,cybercrime,incident_date,Date or relative date when the incident happened,provided,2026-07-14,2026-07-14,NONE,EVT000062_001;EVT000062_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV305
SLOT000782,NAR000062_EN,cybercrime,incident_time,Time or approximate time of the incident,provided,02:45,02:45,NONE,EVT000062_001;EVT000062_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV305
SLOT000783,NAR000062_EN,cybercrime,incident_location,"Place, platform, or setting where the incident occurred",provided,Online platform,online platform,NONE,EVT000062_001;EVT000062_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV305
SLOT000784,NAR000062_EN,cybercrime,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000062_001;EVT000062_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV305
SLOT000785,NAR000062_EN,cybercrime,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000062_001;EVT000062_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV305
SLOT000786,NAR000062_EN,cybercrime,digital_platform,"Account, app, website, or platform involved",provided,Online platform,online platform,NONE,EVT000062_001;EVT000062_002,True,1,sensitive,Identifies attack surface and reporting channel.,False,NONE,SLOT_ANN_001,REV305
SLOT000787,NAR000062_EN,cybercrime,account_or_device_access,Whether account/device access was lost or misused,provided,Identity theft,identity theft,NONE,EVT000062_001;EVT000062_002,True,1,highly sensitive,Controls urgent account-security steps.,False,NONE,SLOT_ANN_001,REV305
SLOT000788,NAR000062_EN,cybercrime,fraudulent_action,"Unauthorised login, transfer, hacking, stalking, or malware action",provided,Identity theft,identity theft,NONE,EVT000062_001;EVT000062_002,True,1,highly sensitive,Defines cyber offence pattern.,False,NONE,SLOT_ANN_001,REV305
SLOT000789,NAR000062_EN,cybercrime,financial_loss,Money or balance loss mentioned,optional,not stated,not stated,NONE,EVT000062_001;EVT000062_002,False,2,sensitive,Needed for bank/cyber portal reporting.,True,NONE,SLOT_ANN_001,REV305
SLOT000790,NAR000062_EN,cybercrime,digital_evidence,"Logs, messages, screenshots, emails, or links",partially_provided,Digital logs preserved for forensic analysis,digital logs preserved for forensic analysis,NONE,EVT000062_001;EVT000062_002,False,3,sensitive,Preserves proof for complaint.,False,NONE,SLOT_ANN_001,REV305
SLOT000791,NAR000062_EN,cybercrime,suspect_or_sender_identity,"Known attacker, handle, phone, or sender detail",optional,not stated,not_stated,NONE,EVT000062_001;EVT000062_002,False,3,highly sensitive,Supports investigation while protecting privacy.,True,NONE,SLOT_ANN_001,REV305
SLOT000792,NAR000062_EN,cybercrime,security_steps_taken,"Password reset, account freeze, bank notification, or similar step",optional,not stated,not_stated,NONE,EVT000062_001;EVT000062_002,False,3,normal,Guides immediate mitigation.,True,NONE,SLOT_ANN_001,REV305
SLOT000793,NAR000062_EN,cybercrime,ongoing_access_risk,Whether the threat is still active,partially_provided,not stated as ongoing,not_stated_as_ongoing,NONE,EVT000062_001;EVT000062_002,True,1,highly sensitive,Determines urgent containment advice.,True,NONE,SLOT_ANN_001,REV305
SLOT000794,NAR000063_EN,family_law,incident_date,Date or relative date when the incident happened,provided,2026-07-18,2026-07-18,NONE,EVT000063_001;EVT000063_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV460
SLOT000795,NAR000063_EN,family_law,incident_time,Time or approximate time of the incident,provided,22:59,22:59,NONE,EVT000063_001;EVT000063_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV460
SLOT000796,NAR000063_EN,family_law,incident_location,"Place, platform, or setting where the incident occurred",provided,Apartment,apartment,NONE,EVT000063_001;EVT000063_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV460
SLOT000797,NAR000063_EN,family_law,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000063_001;EVT000063_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV460
SLOT000798,NAR000063_EN,family_law,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000063_001;EVT000063_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV460
SLOT000799,NAR000063_EN,family_law,family_relationship,"Spouse, ex-partner, parent, child, guardian, or dependent relation",provided,Restitution of conjugal rights,restitution of conjugal rights,NONE,EVT000063_001;EVT000063_002,True,1,highly sensitive,Determines applicable family-law remedy.,False,NONE,SLOT_ANN_001,REV460
SLOT000800,NAR000063_EN,family_law,case_or_order_status,"Existing order, terms, mediation, or court matter",optional,not stated,not_stated,NONE,EVT000063_001;EVT000063_002,False,2,sensitive,Avoids advice conflicting with court status.,True,NONE,SLOT_ANN_001,REV460
SLOT000801,NAR000063_EN,family_law,child_or_dependent_involved,"Whether child custody, guardianship, or dependent care is involved",optional,not stated,not_stated,NONE,EVT000063_001;EVT000063_002,False,1,highly sensitive,Changes urgency and forum.,True,NONE,SLOT_ANN_001,REV460
SLOT000802,NAR000063_EN,family_law,contact_or_access_issue,"Blocked access, visitation, cohabitation, or communication issue",provided,Restitution of conjugal rights,restitution of conjugal rights,NONE,EVT000063_001;EVT000063_002,True,1,highly sensitive,Defines relief sought.,False,NONE,SLOT_ANN_001,REV460
SLOT000803,NAR000063_EN,family_law,financial_support_issue,"Maintenance, alimony, or household support issue",optional,not stated,not_stated,NONE,EVT000063_001;EVT000063_002,False,2,sensitive,Determines monetary relief.,True,NONE,SLOT_ANN_001,REV460
SLOT000804,NAR000063_EN,family_law,urgent_motion_needed,Whether urgent filing or interim relief is requested,optional,not stated,not_stated,NONE,EVT000063_001;EVT000063_002,False,2,normal,Affects procedural recommendation.,True,NONE,SLOT_ANN_001,REV460
SLOT000805,NAR000063_EN,family_law,violence_or_safety_concern,"Any threat, abuse, or safety issue in family matter",missing,not stated,not_stated,NONE,EVT000063_001;EVT000063_002,True,1,highly sensitive,Controls safety escalation.,True,NONE,SLOT_ANN_001,REV460
SLOT000806,NAR000063_EN,family_law,supporting_documents,"Messages, order copy, agreement, payment proof, or records",optional,not stated,not_stated,NONE,EVT000063_001;EVT000063_002,False,3,sensitive,Supports court filing.,True,NONE,SLOT_ANN_001,REV460
SLOT000807,NAR000064_EN,theft_and_robbery,incident_date,Date or relative date when the incident happened,provided,2026-07-02,2026-07-02,NONE,EVT000064_001;EVT000064_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV922
SLOT000808,NAR000064_EN,theft_and_robbery,incident_time,Time or approximate time of the incident,provided,22:40,22:40,NONE,EVT000064_001;EVT000064_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV922
SLOT000809,NAR000064_EN,theft_and_robbery,incident_location,"Place, platform, or setting where the incident occurred",provided,Mobile app,mobile app,NONE,EVT000064_001;EVT000064_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV922
SLOT000810,NAR000064_EN,theft_and_robbery,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000064_001;EVT000064_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV922
SLOT000811,NAR000064_EN,theft_and_robbery,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000064_001;EVT000064_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV922
SLOT000812,NAR000064_EN,theft_and_robbery,property_type,Type of property taken or missing,provided,Mobile,mobile,NAR000064_EN_E001,EVT000064_001;EVT000064_002,True,1,normal,Identifies the stolen article for complaint drafting.,False,NONE,SLOT_ANN_001,REV922
SLOT000813,NAR000064_EN,theft_and_robbery,property_description,"Description, condition, or value of property",provided,Mobile,mobile,NAR000064_EN_E001,EVT000064_001;EVT000064_002,True,2,normal,Supports identification and recovery.,False,NONE,SLOT_ANN_001,REV922
