classification_id,narrative_id,primary_category,secondary_categories,procedural_intents,user_goal,urgency_class,current_danger,ongoing_incident,medical_emergency,incident_medium,current_or_past,property_involved,threat_involved,injury_involved,weapon_mentioned,minor_involved,police_already_contacted,legal_aid_requested,recommended_route,annotator_1_label,annotator_2_label,adjudicated_label,reviewer_id
CLS000137,NAR000137_EN,Consumer Disputes,Refusal of service refund;Merchant refusal,complaint_preparation;legal_aid_request,Resolve an ongoing refund refusal,CASE_PREPARATION,False,True,False,online,current,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV365
CLS000138,NAR000138_EN,Consumer Disputes,False advertising and misrepresentation;Merchant refusal,complaint_preparation;legal_aid_request,File a false-advertising consumer complaint,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV832
CLS000139,NAR000139_EN,Family Law,Divorce proceedings conflict;Maintenance dispute;Custody dispute,legal_aid_request;lawyer_handoff,Obtain legal intervention in a divorce and custody dispute,LEGAL_INFORMATION,False,True,False,hybrid,past,True,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV218
CLS000140,NAR000140_EN,Consumer Disputes,Defective product delivery;Refund refusal,complaint_preparation;legal_aid_request,Seek replacement or refund for a defective product,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,False,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV569
CLS000141,NAR000141_EN,Domestic Violence,Emotional and verbal abuse;Escalating domestic threats,complaint_preparation;legal_aid_request,Obtain protection from an escalating pattern of abuse,ONGOING_THREAT,False,True,False,physical,recent,False,True,False,False,unknown,True,True,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV688
CLS000142,NAR000142_EN,Assault & Threats,Physical altercation;Physical injury;Threat of future harm,complaint_preparation,Document the assault and continuing threat,ONGOING_THREAT,False,True,False,physical,recent,True,True,True,False,unknown,True,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV616
CLS000143,NAR000143_EN,Cybercrime,Cyberstalking;Account takeover;Fraudulent messages,complaint_preparation;legal_aid_request,Contain cyberstalking and warn contacts,ONGOING_THREAT,False,True,False,online,current,False,True,False,False,unknown,False,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV136
CLS000144,NAR000144_EN,Consumer Disputes,Refusal of service refund;Unfair trade practice,complaint_preparation,Prepare a refund-refusal complaint,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,True,False,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV888
CLS000145,NAR000145_EN,Theft and robbery,Vehicle theft;Property loss,emergency_assistance;fir_information,Report a vehicle theft that occurred moments ago,CASE_PREPARATION,False,True,False,physical,current,True,True,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV793
CLS000146,NAR000146_EN,Consumer Disputes,Overcharging and hidden fees;Refund refusal,complaint_preparation,Challenge hidden charges and seek a refund,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,False,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV161
CLS000147,NAR000147_EN,Miscellaneous,Lost item reporting;Public assistance,complaint_preparation;legal_aid_request,Prepare a lost-item report,PROCEDURAL_ASSISTANCE,False,False,False,physical,past,True,False,False,False,unknown,False,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV438
CLS000148,NAR000148_EN,Miscellaneous,Public nuisance dispute;Civic hazard,complaint_preparation;legal_aid_request,Submit a municipal nuisance grievance,CASE_PREPARATION,False,True,False,physical,recent,True,False,False,False,unknown,False,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV978
CLS000149,NAR000149_EN,Assault & Threats,Physical altercation;Physical intimidation,complaint_preparation,Document a bar altercation,CASE_PREPARATION,False,False,False,physical,past,False,True,False,False,unknown,True,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV916
CLS000150,NAR000150_EN,Traffic & Road Incidents,Drunk driving accident;Physical injury;Vehicle damage;Road obstruction,complaint_preparation,Report the drunk-driving collision and injuries,CASE_PREPARATION,False,False,False,physical,recent,True,False,True,False,unknown,True,False,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV903
CLS000151,NAR000151_EN,Assault & Threats,Physical altercation;Physical injury;Direct threat,complaint_preparation,Prepare an assault report with medical details,CASE_PREPARATION,False,False,False,physical,past,False,True,True,False,unknown,False,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV555
CLS000152,NAR000152_EN,Theft and robbery,Vehicle theft;Property loss,complaint_preparation;legal_aid_request,Prepare a vehicle-theft report with witness details,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV232
CLS000153,NAR000153_EN,Financial Fraud,Cheque forgery;Capital diversion;Audit evidence,complaint_preparation;legal_aid_request,Prepare a cheque-forgery case from transaction logs,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV533
CLS000154,NAR000154_EN,Family Law,Restitution of conjugal rights;Child visitation;Court compliance,legal_aid_request;complaint_preparation,Prepare documents for an active family-court matter,CASE_PREPARATION,False,True,False,physical,recent,False,False,False,False,True,True,True,incident_preparation,Family Law,Family Law,Family Law,REV676
CLS000155,NAR000155_EN,Theft and robbery,Shopbreaking;Property loss,complaint_preparation,Prepare a shopbreaking and property-loss report,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV950
CLS000156,NAR000156_EN,Employment/Labour,Breach of employment contract;Labour-rights violation,complaint_preparation;legal_aid_request,File a labour grievance about a contract breach,CASE_PREPARATION,False,True,False,online,past,True,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV494
CLS000157,NAR000157_EN,Assault & Threats,Verbal intimidation;Threat of future harm,complaint_preparation,Document intimidation and seek protection,ONGOING_THREAT,False,True,False,physical,past,False,True,False,False,unknown,True,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV911
CLS000158,NAR000158_EN,Property Disputes,Illegal property possession;Unauthorized occupation,complaint_preparation;legal_aid_request,Prepare an illegal-possession case for civil review,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV868
CLS000159,NAR000159_EN,Consumer Disputes,Overcharging and hidden fees;Unfair trade practice,complaint_preparation,Prepare an overcharging complaint,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,False,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV565
CLS000160,NAR000160_EN,Consumer Disputes,Overcharging and hidden fees;Refund refusal,complaint_preparation;legal_aid_request,Challenge hidden charges and seek a refund,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV406
CLS000161,NAR000161_EN,Financial Fraud,Cheque forgery;Unauthorized transaction,complaint_preparation;legal_aid_request,File an urgent cheque-forgery grievance,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV935
CLS000162,NAR000162_EN,Domestic Violence,Spousal physical abuse;Escalating domestic threats,complaint_preparation;legal_aid_request,Obtain protection from escalating spousal abuse,ONGOING_THREAT,False,True,False,physical,past,False,True,False,False,unknown,True,True,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV874
CLS000163,NAR000163_EN,Assault & Threats,Physical altercation;Physical injury;Direct threats,emergency_assistance;complaint_preparation,Obtain immediate safety and medical assistance,EMERGENCY_MEDICAL,True,True,True,physical,current,True,True,True,False,unknown,False,False,emergency_redirect,Assault & Threats,Assault & Threats,Assault & Threats,REV362
CLS000164,NAR000164_EN,Miscellaneous,Noise pollution grievance;Municipal complaint,complaint_preparation;legal_aid_request,Track a formal noise-pollution complaint,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,True,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV214
CLS000165,NAR000165_EN,Family Law,Restitution of conjugal rights;Family conflict,legal_aid_request;complaint_preparation,Document a family dispute for mediation,CASE_PREPARATION,False,False,False,physical,recent,False,False,False,False,unknown,True,True,incident_preparation,Family Law,Family Law,Family Law,REV547
CLS000166,NAR000166_EN,Cybercrime,Identity theft;Account takeover;Fraudulent messages,complaint_preparation,Contain identity theft and warn contacts,ONGOING_THREAT,False,True,False,online,current,True,False,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV678
CLS000167,NAR000167_EN,Employment/Labour,Unfair termination;Statutory non-compliance,complaint_preparation;legal_aid_request,Challenge an unfair termination,CASE_PREPARATION,False,False,False,online,past,False,False,False,False,unknown,True,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV408
CLS000168,NAR000168_EN,Theft and robbery,Chain snatching;Property loss,complaint_preparation;legal_aid_request,Prepare a chain-snatching report,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV738
CLS000169,NAR000169_EN,Employment/Labour,Unfair termination;Management non-compliance,complaint_preparation,Document unfair termination for labour review,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,True,False,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV523
CLS000170,NAR000170_EN,Financial Fraud,Ponzi scheme investment fraud;Capital diversion,complaint_preparation;legal_aid_request,Prepare an investment-fraud case from transaction logs,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV654
CLS000171,NAR000171_EN,Employment/Labour,Breach of employment contract;Threatened termination,complaint_preparation,Document an employment-contract dispute,CASE_PREPARATION,False,False,False,online,past,True,False,False,False,unknown,False,False,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV485
CLS000172,NAR000172_EN,Employment/Labour,Workplace harassment;Workplace-rights violation,complaint_preparation;legal_aid_request,Report ongoing workplace harassment,CASE_PREPARATION,False,True,False,physical,current,False,False,False,False,unknown,True,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV454
CLS000173,NAR000173_EN,Theft and robbery,Shopbreaking;Property loss,complaint_preparation,Prepare a shopbreaking case record,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV499
CLS000174,NAR000174_EN,Miscellaneous,Minor civic infrastructure issue;Municipal service failure,complaint_preparation;legal_aid_request,Follow up on a civic-infrastructure complaint,CASE_PREPARATION,False,False,False,physical,recent,False,False,False,False,unknown,False,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV187
CLS000175,NAR000175_EN,Cybercrime,Online banking fraud;Credential compromise,complaint_preparation,Report the online-banking breach,CASE_PREPARATION,False,False,False,online,past,True,True,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV205
CLS000176,NAR000176_EN,Assault & Threats,Road rage assault;Physical intimidation,complaint_preparation;legal_aid_request,Document a road-rage assault,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,False,True,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV330
CLS000177,NAR000177_EN,Theft and robbery,Chain snatching;Property loss,complaint_preparation;legal_aid_request,Prepare a chain-snatching case record,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV237
CLS000178,NAR000178_EN,Assault & Threats,Road rage assault;Physical injury;Direct threats,complaint_preparation;legal_aid_request,Report a road-rage assault and seek protection,ONGOING_THREAT,False,True,False,physical,recent,False,True,True,False,unknown,False,True,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV954
CLS000179,NAR000179_EN,Consumer Disputes,Refusal of service refund;Active merchant dispute,complaint_preparation;legal_aid_request,Resolve a refused service refund,CASE_PREPARATION,False,False,False,hybrid,recent,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV750
CLS000180,NAR000180_EN,Employment/Labour,Breach of employment contract;Threatened termination,complaint_preparation,Document an employment-contract dispute,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,True,False,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV261
CLS000181,NAR000181_EN,Consumer Disputes,Expired or contaminated goods sale;Buyer safety risk;Physical harm,complaint_preparation,Escalate an unsafe-goods consumer complaint,CASE_PREPARATION,False,False,False,physical,recent,True,False,True,False,unknown,True,False,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV598
CLS000182,NAR000182_EN,Employment/Labour,Unfair termination;Labour-rights violation,complaint_preparation;legal_aid_request,File a labour grievance about unfair termination,CASE_PREPARATION,False,True,False,hybrid,past,True,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV209
CLS000183,NAR000183_EN,Traffic & Road Incidents,Hit and run collision;Physical injury;Traffic hazard,complaint_preparation,File a hit-and-run traffic complaint,CASE_PREPARATION,False,False,False,physical,recent,True,False,True,False,unknown,True,False,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV678
CLS000184,NAR000184_EN,Property Disputes,Land encroachment;Boundary damage;Threatened escalation,emergency_assistance;complaint_preparation;legal_aid_request,Stop active encroachment and document boundary damage,ONGOING_THREAT,False,True,False,physical,current,True,True,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV398
CLS000185,NAR000185_EN,Property Disputes,Inheritance property claim;Physical injury;Threatened escalation,complaint_preparation;legal_aid_request,Document an inheritance dispute and injury,CASE_PREPARATION,False,False,False,physical,recent,True,False,True,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV667
CLS000186,NAR000186_EN,Miscellaneous,Lost item reporting;Public assistance,complaint_preparation,Prepare a lost-item report,PROCEDURAL_ASSISTANCE,False,False,False,physical,recent,True,False,False,False,unknown,False,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV945
CLS000187,NAR000187_EN,Miscellaneous,Noise pollution grievance;Municipal complaint,complaint_preparation,Submit a noise-pollution grievance,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV475
CLS000188,NAR000188_EN,Property Disputes,Boundary wall dispute;Unauthorized alteration;Physical injury,complaint_preparation;legal_aid_request,Prepare a boundary-dispute complaint with injury details,CASE_PREPARATION,False,False,False,physical,recent,True,False,True,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV180
CLS000189,NAR000189_EN,Miscellaneous,Noise pollution grievance;Municipal complaint,complaint_preparation;legal_aid_request,Submit a noise-pollution grievance,CASE_PREPARATION,False,False,False,physical,recent,False,False,False,False,unknown,True,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV319
CLS000190,NAR000190_EN,Employment/Labour,Unpaid wage dispute;Employment-contract breach,complaint_preparation;legal_aid_request,File a grievance to recover unpaid wages,CASE_PREPARATION,False,True,False,hybrid,recent,True,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV257
CLS000191,NAR000191_EN,Theft and robbery,Online phishing theft;Property loss,complaint_preparation;legal_aid_request,Prepare an online phishing-theft report,CASE_PREPARATION,False,False,False,hybrid,recent,True,False,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV689
CLS000192,NAR000192_EN,Theft and robbery,Pickpocketing;Property loss;Use of force,complaint_preparation;legal_aid_request,Prepare a pickpocketing report with witness details,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,True,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV378
CLS000193,NAR000193_EN,Consumer Disputes,Expired or contaminated goods sale;Merchant refusal;Physical harm,complaint_preparation;legal_aid_request,Report unsafe goods and related harm,CASE_PREPARATION,False,False,False,physical,recent,True,False,True,False,unknown,False,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV382
CLS000194,NAR000194_EN,Domestic Violence,Emotional and verbal abuse;Property damage;Unlawful confinement,emergency_assistance;complaint_preparation,Get immediate protection while hiding from the aggressor,EMERGENCY_CURRENT_DANGER,True,True,False,physical,current,True,True,False,False,unknown,True,False,emergency_redirect,Domestic Violence,Domestic Violence,Domestic Violence,REV868
CLS000195,NAR000195_EN,Miscellaneous,Noise pollution grievance;Public disturbance,complaint_preparation,Document a noise-pollution grievance,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV203
CLS000196,NAR000196_EN,Employment/Labour,Workplace harassment;Threatened termination,complaint_preparation;legal_aid_request,Document workplace harassment and employment threats,CASE_PREPARATION,False,True,False,hybrid,past,False,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV335
CLS000197,NAR000197_EN,Property Disputes,Land encroachment;Boundary damage;Threatened escalation,emergency_assistance;complaint_preparation;legal_aid_request,Stop active encroachment and document the damage,ONGOING_THREAT,False,True,False,physical,current,True,True,False,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV791
CLS000198,NAR000198_EN,Financial Fraud,Loan approval scam;Unauthorized charges,complaint_preparation;legal_aid_request,Freeze affected accounts and report the loan scam,ONGOING_THREAT,False,True,False,hybrid,recent,True,False,False,False,unknown,True,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV953
CLS000199,NAR000199_EN,Theft and robbery,Pickpocketing;Property loss,complaint_preparation;legal_aid_request,Prepare a pickpocketing report,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV297
CLS000200,NAR000200_EN,Cybercrime,Cyberstalking;Account takeover;Unauthorized transfers,complaint_preparation,Report cyberstalking and financial compromise,ONGOING_THREAT,False,True,False,hybrid,recent,True,True,False,False,unknown,True,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV640
CLS000201,NAR000201_EN,Cybercrime,Identity theft;Data breach;Financial compromise,complaint_preparation,File an identity-theft cybercrime complaint,CASE_PREPARATION,False,False,False,online,past,True,False,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV599
CLS000202,NAR000202_EN,Property Disputes,Land encroachment;Unauthorized construction;Direct threats,complaint_preparation;legal_aid_request,Stop active encroachment and document threats,ONGOING_THREAT,False,True,False,physical,current,True,True,False,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV663
CLS000203,NAR000203_EN,Property Disputes,Boundary wall dispute;Boundary damage;Threatened escalation,emergency_assistance;complaint_preparation;legal_aid_request,Stop an active boundary takeover and document damage,ONGOING_THREAT,False,True,False,physical,current,True,True,False,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV160
CLS000204,NAR000204_EN,Cybercrime,Cyberstalking;Credential compromise,complaint_preparation,Report cyberstalking and preserve technical evidence,ONGOING_THREAT,False,True,False,hybrid,past,True,True,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV742
CLS000205,NAR000205_EN,Family Law,Child custody dispute;Court-order non-compliance,legal_aid_request;lawyer_handoff,Obtain legal guidance for an ongoing custody dispute,LEGAL_INFORMATION,False,True,False,physical,recent,True,True,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV456
CLS000206,NAR000206_EN,Domestic Violence,Economic deprivation;Coercive control;Continuing domestic abuse,complaint_preparation;legal_aid_request,Document continuing economic abuse and seek intervention,ONGOING_THREAT,False,True,False,hybrid,past,False,True,False,False,unknown,False,True,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV684
CLS000207,NAR000207_EN,Employment/Labour,Unpaid wage dispute;Statutory non-compliance,complaint_preparation;legal_aid_request,File a grievance to recover unpaid wages,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV236
CLS000208,NAR000208_EN,Family Law,Restitution of conjugal rights;Child visitation;Court compliance,legal_aid_request;complaint_preparation,Prepare documents for an active family-court matter,CASE_PREPARATION,False,True,False,physical,recent,False,False,False,False,True,False,True,incident_preparation,Family Law,Family Law,Family Law,REV971
CLS000209,NAR000209_EN,Employment/Labour,Workplace harassment;Management misconduct,complaint_preparation,Document workplace harassment witnessed by a coworker,CASE_PREPARATION,False,True,False,hybrid,recent,False,False,False,False,unknown,True,False,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV458
CLS000210,NAR000210_EN,Property Disputes,Land encroachment;Threatened escalation,complaint_preparation;legal_aid_request,Document land encroachment and prevent escalation,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV223
CLS000211,NAR000211_EN,Theft and robbery,Armed robbery;Property loss;Direct threat,emergency_assistance;fir_information;legal_aid_request,Get immediate help during an armed robbery,EMERGENCY_CURRENT_DANGER,True,True,False,physical,current,True,True,False,True,unknown,True,True,emergency_redirect,Theft and robbery,Theft and robbery,Theft and robbery,REV324
CLS000212,NAR000212_EN,Theft and robbery,Shopbreaking;Property loss;Use of force,complaint_preparation;legal_aid_request,Prepare a shopbreaking report with witness details,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV535
CLS000213,NAR000213_EN,Theft and robbery,Vehicle theft;Property loss,complaint_preparation,Prepare a vehicle-theft report,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV630
CLS000214,NAR000214_EN,Consumer Disputes,Refusal of service refund;Active merchant dispute,complaint_preparation;legal_aid_request,Resolve a refused service refund,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,False,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV224
CLS000215,NAR000215_EN,Domestic Violence,Emotional and verbal abuse;Property damage;Unlawful confinement,emergency_assistance;legal_aid_request,Get immediate protection while hiding from the aggressor,EMERGENCY_CURRENT_DANGER,True,True,False,physical,current,True,True,False,False,unknown,False,True,emergency_redirect,Domestic Violence,Domestic Violence,Domestic Violence,REV950
CLS000216,NAR000216_EN,Cybercrime,Cyberstalking;Credential theft;Asset misappropriation,complaint_preparation;legal_aid_request,Report cyberstalking with preserved digital logs,ONGOING_THREAT,False,True,False,online,past,True,True,False,False,unknown,True,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV913
CLS000217,NAR000217_EN,Family Law,Child custody dispute;Maintenance dispute;Court compliance,legal_aid_request;lawyer_handoff,Obtain legal intervention in a custody dispute,LEGAL_INFORMATION,False,True,False,hybrid,recent,True,False,False,False,True,True,True,quick_query,Family Law,Family Law,Family Law,REV643
CLS000218,NAR000218_EN,Assault & Threats,Online harassment & threats;Immediate threat,complaint_preparation;legal_aid_request,Document online threats and seek protection,ONGOING_THREAT,False,True,False,online,recent,True,True,False,False,unknown,False,True,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV684
CLS000219,NAR000219_EN,Theft and robbery,House burglary;Property loss,complaint_preparation,Prepare a burglary and property-loss report,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV349
CLS000220,NAR000220_EN,Assault & Threats,Verbal intimidation;Immediate threat,emergency_assistance;legal_aid_request,Get immediate protection from ongoing intimidation,EMERGENCY_CURRENT_DANGER,True,True,False,hybrid,current,False,True,False,False,unknown,False,True,emergency_redirect,Assault & Threats,Assault & Threats,Assault & Threats,REV590
CLS000221,NAR000221_EN,Cybercrime,Ransomware attack;Account takeover;Fraudulent messages,complaint_preparation,Contain a recent ransomware compromise and warn contacts,ONGOING_THREAT,False,True,False,online,current,True,True,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV917
CLS000222,NAR000222_EN,Property Disputes,Illegal property possession;Boundary damage;Threatened escalation,emergency_assistance;complaint_preparation;legal_aid_request,Stop active illegal possession and document damage,ONGOING_THREAT,False,True,False,physical,current,True,True,False,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV569
CLS000223,NAR000223_EN,Assault & Threats,Verbal intimidation;Direct threat,complaint_preparation,Prepare an intimidation complaint,CASE_PREPARATION,False,False,False,hybrid,past,False,True,False,False,unknown,True,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV817
CLS000224,NAR000224_EN,Family Law,Restitution of conjugal rights;Court-order non-compliance,legal_aid_request;lawyer_handoff,Obtain legal guidance on family-court non-compliance,LEGAL_INFORMATION,False,True,False,physical,recent,False,False,False,False,unknown,False,True,quick_query,Family Law,Family Law,Family Law,REV806
CLS000225,NAR000225_EN,Family Law,Divorce proceedings conflict;Court-order non-compliance,legal_aid_request;lawyer_handoff,Obtain legal guidance on divorce-order non-compliance,LEGAL_INFORMATION,False,True,False,physical,recent,False,False,False,False,unknown,True,True,quick_query,Family Law,Family Law,Family Law,REV773
CLS000226,NAR000226_EN,Property Disputes,Boundary wall dispute;Threatened escalation,complaint_preparation;legal_aid_request,Document a boundary dispute and prevent escalation,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV112
CLS000227,NAR000227_EN,Family Law,Restitution of conjugal rights;Court-order non-compliance,legal_aid_request;lawyer_handoff,Obtain legal guidance on family-court non-compliance,LEGAL_INFORMATION,False,True,False,physical,past,True,False,False,False,unknown,True,True,quick_query,Family Law,Family Law,Family Law,REV143
CLS000228,NAR000228_EN,Family Law,Guardianship dispute;Custody arrangements;Court compliance,legal_aid_request;lawyer_handoff,Obtain legal intervention in a guardianship dispute,LEGAL_INFORMATION,False,True,False,hybrid,recent,False,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV287
CLS000229,NAR000229_EN,Assault & Threats,Online harassment & threats;Direct threat,complaint_preparation,Document online threats for police review,ONGOING_THREAT,False,True,False,online,past,False,True,False,False,unknown,True,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV475
CLS000230,NAR000230_EN,Financial Fraud,Insurance claim fraud;Unauthorized transaction,complaint_preparation;legal_aid_request,File an insurance-fraud grievance,CASE_PREPARATION,False,False,False,hybrid,recent,True,False,False,False,unknown,False,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV346
CLS000231,NAR000231_EN,Assault & Threats,Online harassment & threats;Direct threats,complaint_preparation;legal_aid_request,Document online harassment and request protection,ONGOING_THREAT,False,True,False,online,past,True,True,False,False,unknown,True,True,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV903
CLS000232,NAR000232_EN,Property Disputes,Tenant-landlord conflict;Unauthorized structures;Direct threats,complaint_preparation;legal_aid_request,Stop active encroachment and document threats,ONGOING_THREAT,False,True,False,hybrid,current,True,True,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV790
