entity_id,narrative_id,entity_text,normalised_value,entity_type,entity_role,start_char,end_char,sentence_id,certainty,source_status,coreference_group_id,linked_event_id,sensitive_information,masked_value,annotator_id,reviewer_id
NAR000122_EN_E001,NAR000122_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000122_EN_CG001,EVT000122_001,False,NOT_MASKED,ENT_ANN_001,REV984
NAR000123_EN_E001,NAR000123_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000123_EN_CG001,EVT000123_001,False,NOT_MASKED,ENT_ANN_001,REV916
NAR000124_EN_E001,NAR000124_EN,yesterday,2023-09-18,DATE,incident_date,78,87,S002,certain,user_stated,NAR000124_EN_CG001,EVT000124_001,False,NOT_MASKED,ENT_ANN_001,REV148
NAR000124_EN_E002,NAR000124_EN,road,road,LOCATION,incident_location,60,64,S002,certain,user_stated,NAR000124_EN_CG002,EVT000124_001,False,NOT_MASKED,ENT_ANN_001,REV148
NAR000124_EN_E003,NAR000124_EN,phone,phone,STOLEN_PROPERTY,stolen_or_target_property,101,106,S002,certain,user_stated,NAR000124_EN_CG003,EVT000124_001,False,NOT_MASKED,ENT_ANN_001,REV148
NAR000125_EN_E001,NAR000125_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000125_EN_CG001,EVT000125_001,False,NOT_MASKED,ENT_ANN_001,REV468
NAR000126_EN_E001,NAR000126_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000126_EN_CG001,EVT000126_001,False,NOT_MASKED,ENT_ANN_001,REV309
NAR000127_EN_E001,NAR000127_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000127_EN_CG001,EVT000127_001,False,NOT_MASKED,ENT_ANN_001,REV413
NAR000128_EN_E001,NAR000128_EN,today,2023-09-28,DATE,incident_date,74,79,S002,certain,user_stated,NAR000128_EN_CG001,EVT000128_001,False,NOT_MASKED,ENT_ANN_001,REV747
NAR000129_EN_E001,NAR000129_EN,road,road,LOCATION,incident_location,116,120,S002,certain,user_stated,NAR000129_EN_CG001,EVT000129_001,False,NOT_MASKED,ENT_ANN_001,REV353
NAR000130_EN_E001,NAR000130_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000130_EN_CG001,EVT000130_001,False,NOT_MASKED,ENT_ANN_001,REV933
NAR000131_EN_E001,NAR000131_EN,today,2023-10-01,DATE,incident_date,164,169,S003,certain,user_stated,NAR000131_EN_CG001,EVT000131_001,False,NOT_MASKED,ENT_ANN_001,REV152
NAR000132_EN_E001,NAR000132_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000132_EN_CG001,EVT000132_001,False,NOT_MASKED,ENT_ANN_001,REV103
NAR000133_EN_E001,NAR000133_EN,yesterday,2023-10-06,DATE,incident_date,107,116,S002,certain,user_stated,NAR000133_EN_CG001,EVT000133_001,False,NOT_MASKED,ENT_ANN_001,REV477
NAR000134_EN_E001,NAR000134_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000134_EN_CG001,EVT000134_001,False,NOT_MASKED,ENT_ANN_001,REV908
NAR000135_EN_E001,NAR000135_EN,House,house,LOCATION,incident_location,183,188,S002,certain,user_stated,NAR000135_EN_CG001,EVT000135_001,False,NOT_MASKED,ENT_ANN_001,REV173
NAR000136_EN_E001,NAR000136_EN,bank,bank,LOCATION,incident_location,128,132,S002,certain,user_stated,NAR000136_EN_CG001,EVT000136_001,False,NOT_MASKED,ENT_ANN_001,REV117
NAR000137_EN_E001,NAR000137_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000137_EN_CG001,EVT000137_001,False,NOT_MASKED,ENT_ANN_001,REV365
NAR000138_EN_E001,NAR000138_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000138_EN_CG001,EVT000138_001,False,NOT_MASKED,ENT_ANN_001,REV832
NAR000139_EN_E001,NAR000139_EN,house,house,LOCATION,incident_location,180,185,S002,certain,user_stated,NAR000139_EN_CG001,EVT000139_001,False,NOT_MASKED,ENT_ANN_001,REV218
NAR000140_EN_E001,NAR000140_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000140_EN_CG001,EVT000140_001,False,NOT_MASKED,ENT_ANN_001,REV569
NAR000141_EN_E001,NAR000141_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000141_EN_CG001,EVT000141_001,False,NOT_MASKED,ENT_ANN_001,REV688
NAR000142_EN_E001,NAR000142_EN,road,road,LOCATION,incident_location,72,76,S002,certain,user_stated,NAR000142_EN_CG001,EVT000142_001,False,NOT_MASKED,ENT_ANN_001,REV616
NAR000143_EN_E001,NAR000143_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000143_EN_CG001,EVT000143_001,False,NOT_MASKED,ENT_ANN_001,REV136
NAR000144_EN_E001,NAR000144_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000144_EN_CG001,EVT000144_001,False,NOT_MASKED,ENT_ANN_001,REV888
NAR000145_EN_E001,NAR000145_EN,bag,bag,STOLEN_PROPERTY,stolen_or_target_property,226,229,S005,certain,user_stated,NAR000145_EN_CG001,EVT000145_001,False,NOT_MASKED,ENT_ANN_001,REV793
NAR000146_EN_E001,NAR000146_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000146_EN_CG001,EVT000146_001,False,NOT_MASKED,ENT_ANN_001,REV161
NAR000147_EN_E001,NAR000147_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000147_EN_CG001,EVT000147_001,False,NOT_MASKED,ENT_ANN_001,REV438
NAR000148_EN_E001,NAR000148_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000148_EN_CG001,EVT000148_001,False,NOT_MASKED,ENT_ANN_001,REV978
NAR000149_EN_E001,NAR000149_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000149_EN_CG001,EVT000149_001,False,NOT_MASKED,ENT_ANN_001,REV916
NAR000150_EN_E001,NAR000150_EN,road,road,LOCATION,incident_location,106,110,S002,certain,user_stated,NAR000150_EN_CG001,EVT000150_001,False,NOT_MASKED,ENT_ANN_001,REV903
NAR000151_EN_E001,NAR000151_EN,Road,road,LOCATION,incident_location,150,154,S002,certain,user_stated,NAR000151_EN_CG001,EVT000151_001,False,NOT_MASKED,ENT_ANN_001,REV555
NAR000152_EN_E001,NAR000152_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000152_EN_CG001,EVT000152_001,False,NOT_MASKED,ENT_ANN_001,REV232
NAR000153_EN_E001,NAR000153_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000153_EN_CG001,EVT000153_001,False,NOT_MASKED,ENT_ANN_001,REV533
NAR000154_EN_E001,NAR000154_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000154_EN_CG001,EVT000154_001,False,NOT_MASKED,ENT_ANN_001,REV676
NAR000155_EN_E001,NAR000155_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000155_EN_CG001,EVT000155_001,False,NOT_MASKED,ENT_ANN_001,REV950
NAR000156_EN_E001,NAR000156_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000156_EN_CG001,EVT000156_001,False,NOT_MASKED,ENT_ANN_001,REV494
NAR000157_EN_E001,NAR000157_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000157_EN_CG001,EVT000157_001,False,NOT_MASKED,ENT_ANN_001,REV911
NAR000158_EN_E001,NAR000158_EN,house,house,LOCATION,incident_location,172,177,S002,certain,user_stated,NAR000158_EN_CG001,EVT000158_001,False,NOT_MASKED,ENT_ANN_001,REV868
NAR000159_EN_E001,NAR000159_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000159_EN_CG001,EVT000159_001,False,NOT_MASKED,ENT_ANN_001,REV565
NAR000160_EN_E001,NAR000160_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000160_EN_CG001,EVT000160_001,False,NOT_MASKED,ENT_ANN_001,REV406
NAR000161_EN_E001,NAR000161_EN,Bank,bank,LOCATION,incident_location,51,55,S002,certain,user_stated,NAR000161_EN_CG001,EVT000161_001,False,NOT_MASKED,ENT_ANN_001,REV935
NAR000162_EN_E001,NAR000162_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000162_EN_CG001,EVT000162_001,False,NOT_MASKED,ENT_ANN_001,REV874
NAR000163_EN_E001,NAR000163_EN,today,2023-12-11,DATE,incident_date,159,164,S002,certain,user_stated,NAR000163_EN_CG001,EVT000163_001,False,NOT_MASKED,ENT_ANN_001,REV362
NAR000163_EN_E002,NAR000163_EN,Road,road,LOCATION,incident_location,199,203,S002,certain,user_stated,NAR000163_EN_CG002,EVT000163_001,False,NOT_MASKED,ENT_ANN_001,REV362
NAR000164_EN_E001,NAR000164_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000164_EN_CG001,EVT000164_001,False,NOT_MASKED,ENT_ANN_001,REV214
NAR000165_EN_E001,NAR000165_EN,house,house,LOCATION,incident_location,131,136,S002,certain,user_stated,NAR000165_EN_CG001,EVT000165_001,False,NOT_MASKED,ENT_ANN_001,REV547
NAR000166_EN_E001,NAR000166_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000166_EN_CG001,EVT000166_001,False,NOT_MASKED,ENT_ANN_001,REV678
NAR000167_EN_E001,NAR000167_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000167_EN_CG001,EVT000167_001,False,NOT_MASKED,ENT_ANN_001,REV408
NAR000168_EN_E001,NAR000168_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000168_EN_CG001,EVT000168_001,False,NOT_MASKED,ENT_ANN_001,REV738
NAR000169_EN_E001,NAR000169_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000169_EN_CG001,EVT000169_001,False,NOT_MASKED,ENT_ANN_001,REV523
NAR000170_EN_E001,NAR000170_EN,house,house,LOCATION,incident_location,198,203,S002,certain,user_stated,NAR000170_EN_CG001,EVT000170_001,False,NOT_MASKED,ENT_ANN_001,REV654
NAR000171_EN_E001,NAR000171_EN,today,2023-12-26,DATE,incident_date,155,160,S003,certain,user_stated,NAR000171_EN_CG001,EVT000171_001,False,NOT_MASKED,ENT_ANN_001,REV485
NAR000172_EN_E001,NAR000172_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000172_EN_CG001,EVT000172_001,False,NOT_MASKED,ENT_ANN_001,REV454
NAR000173_EN_E001,NAR000173_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000173_EN_CG001,EVT000173_001,False,NOT_MASKED,ENT_ANN_001,REV499
NAR000174_EN_E001,NAR000174_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000174_EN_CG001,EVT000174_001,False,NOT_MASKED,ENT_ANN_001,REV187
NAR000175_EN_E001,NAR000175_EN,bank,bank,LOCATION,incident_location,52,56,S002,certain,user_stated,NAR000175_EN_CG001,EVT000175_001,False,NOT_MASKED,ENT_ANN_001,REV205
NAR000175_EN_E002,NAR000175_EN,Mobile,mobile,STOLEN_PROPERTY,stolen_or_target_property,116,122,S002,certain,user_stated,NAR000175_EN_CG002,EVT000175_001,False,NOT_MASKED,ENT_ANN_001,REV205
NAR000176_EN_E001,NAR000176_EN,road,road,LOCATION,incident_location,59,63,S002,certain,user_stated,NAR000176_EN_CG001,EVT000176_001,False,NOT_MASKED,ENT_ANN_001,REV330
NAR000177_EN_E001,NAR000177_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000177_EN_CG001,EVT000177_001,False,NOT_MASKED,ENT_ANN_001,REV237
NAR000178_EN_E001,NAR000178_EN,today,2024-01-13,DATE,incident_date,156,161,S002,certain,user_stated,NAR000178_EN_CG001,EVT000178_001,False,NOT_MASKED,ENT_ANN_001,REV954
NAR000178_EN_E002,NAR000178_EN,road,road,LOCATION,incident_location,124,128,S002,certain,user_stated,NAR000178_EN_CG002,EVT000178_001,False,NOT_MASKED,ENT_ANN_001,REV954
NAR000179_EN_E001,NAR000179_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000179_EN_CG001,EVT000179_001,False,NOT_MASKED,ENT_ANN_001,REV750
NAR000180_EN_E001,NAR000180_EN,today,2024-01-19,DATE,incident_date,155,160,S003,certain,user_stated,NAR000180_EN_CG001,EVT000180_001,False,NOT_MASKED,ENT_ANN_001,REV261
NAR000181_EN_E001,NAR000181_EN,market,market,LOCATION,incident_location,194,200,S002,certain,user_stated,NAR000181_EN_CG001,EVT000181_001,False,NOT_MASKED,ENT_ANN_001,REV598
NAR000182_EN_E001,NAR000182_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000182_EN_CG001,EVT000182_001,False,NOT_MASKED,ENT_ANN_001,REV209
NAR000183_EN_E001,NAR000183_EN,Road,road,LOCATION,incident_location,189,193,S002,certain,user_stated,NAR000183_EN_CG001,EVT000183_001,False,NOT_MASKED,ENT_ANN_001,REV678
NAR000184_EN_E001,NAR000184_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000184_EN_CG001,EVT000184_001,False,NOT_MASKED,ENT_ANN_001,REV398
NAR000185_EN_E001,NAR000185_EN,house,house,LOCATION,incident_location,102,107,S002,certain,user_stated,NAR000185_EN_CG001,EVT000185_001,False,NOT_MASKED,ENT_ANN_001,REV667
NAR000186_EN_E001,NAR000186_EN,today,2024-01-25,DATE,incident_date,165,170,S003,certain,user_stated,NAR000186_EN_CG001,EVT000186_001,False,NOT_MASKED,ENT_ANN_001,REV945
NAR000187_EN_E001,NAR000187_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000187_EN_CG001,EVT000187_001,False,NOT_MASKED,ENT_ANN_001,REV475
NAR000188_EN_E001,NAR000188_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000188_EN_CG001,EVT000188_001,False,NOT_MASKED,ENT_ANN_001,REV180
NAR000189_EN_E001,NAR000189_EN,house,house,LOCATION,incident_location,158,163,S002,certain,user_stated,NAR000189_EN_CG001,EVT000189_001,False,NOT_MASKED,ENT_ANN_001,REV319
NAR000190_EN_E001,NAR000190_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000190_EN_CG001,EVT000190_001,False,NOT_MASKED,ENT_ANN_001,REV257
NAR000191_EN_E001,NAR000191_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000191_EN_CG001,EVT000191_001,False,NOT_MASKED,ENT_ANN_001,REV689
NAR000192_EN_E001,NAR000192_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000192_EN_CG001,EVT000192_001,False,NOT_MASKED,ENT_ANN_001,REV378
NAR000193_EN_E001,NAR000193_EN,market,market,LOCATION,incident_location,102,108,S002,certain,user_stated,NAR000193_EN_CG001,EVT000193_001,False,NOT_MASKED,ENT_ANN_001,REV382
NAR000194_EN_E001,NAR000194_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000194_EN_CG001,EVT000194_001,False,NOT_MASKED,ENT_ANN_001,REV868
NAR000195_EN_E001,NAR000195_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000195_EN_CG001,EVT000195_001,False,NOT_MASKED,ENT_ANN_001,REV203
NAR000196_EN_E001,NAR000196_EN,today,2024-02-15,DATE,incident_date,139,144,S003,certain,user_stated,NAR000196_EN_CG001,EVT000196_001,False,NOT_MASKED,ENT_ANN_001,REV335
NAR000197_EN_E001,NAR000197_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000197_EN_CG001,EVT000197_001,False,NOT_MASKED,ENT_ANN_001,REV791
NAR000198_EN_E001,NAR000198_EN,today,2024-02-16,DATE,incident_date,156,161,S003,certain,user_stated,NAR000198_EN_CG001,EVT000198_001,False,NOT_MASKED,ENT_ANN_001,REV953
NAR000199_EN_E001,NAR000199_EN,yesterday,2024-02-23,DATE,incident_date,89,98,S002,certain,user_stated,NAR000199_EN_CG001,EVT000199_001,False,NOT_MASKED,ENT_ANN_001,REV297
NAR000199_EN_E002,NAR000199_EN,phone,phone,STOLEN_PROPERTY,stolen_or_target_property,112,117,S002,certain,user_stated,NAR000199_EN_CG002,EVT000199_001,False,NOT_MASKED,ENT_ANN_001,REV297
NAR000200_EN_E001,NAR000200_EN,yesterday,2024-02-25,DATE,incident_date,107,116,S002,certain,user_stated,NAR000200_EN_CG001,EVT000200_001,False,NOT_MASKED,ENT_ANN_001,REV640
NAR000201_EN_E001,NAR000201_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000201_EN_CG001,EVT000201_001,False,NOT_MASKED,ENT_ANN_001,REV599
NAR000202_EN_E001,NAR000202_EN,today,2024-02-28,DATE,incident_date,57,62,S001,certain,user_stated,NAR000202_EN_CG001,EVT000202_001,False,NOT_MASKED,ENT_ANN_001,REV663
NAR000203_EN_E001,NAR000203_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000203_EN_CG001,EVT000203_001,False,NOT_MASKED,ENT_ANN_001,REV160
NAR000204_EN_E001,NAR000204_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000204_EN_CG001,EVT000204_001,False,NOT_MASKED,ENT_ANN_001,REV742
NAR000205_EN_E001,NAR000205_EN,today,2024-03-06,DATE,incident_date,47,52,S001,certain,user_stated,NAR000205_EN_CG001,EVT000205_001,False,NOT_MASKED,ENT_ANN_001,REV456
NAR000206_EN_E001,NAR000206_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000206_EN_CG001,EVT000206_001,False,NOT_MASKED,ENT_ANN_001,REV684
NAR000207_EN_E001,NAR000207_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000207_EN_CG001,EVT000207_001,False,NOT_MASKED,ENT_ANN_001,REV236
NAR000208_EN_E001,NAR000208_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000208_EN_CG001,EVT000208_001,False,NOT_MASKED,ENT_ANN_001,REV971
NAR000209_EN_E001,NAR000209_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000209_EN_CG001,EVT000209_001,False,NOT_MASKED,ENT_ANN_001,REV458
NAR000210_EN_E001,NAR000210_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000210_EN_CG001,EVT000210_001,False,NOT_MASKED,ENT_ANN_001,REV223
NAR000211_EN_E001,NAR000211_EN,yesterday,2024-03-25,DATE,incident_date,48,57,S001,certain,user_stated,NAR000211_EN_CG001,EVT000211_001,False,NOT_MASKED,ENT_ANN_001,REV324
NAR000211_EN_E002,NAR000211_EN,bank,bank,LOCATION,incident_location,30,34,S001,certain,user_stated,NAR000211_EN_CG002,EVT000211_001,False,NOT_MASKED,ENT_ANN_001,REV324
NAR000211_EN_E003,NAR000211_EN,phone,phone,STOLEN_PROPERTY,stolen_or_target_property,71,76,S001,certain,user_stated,NAR000211_EN_CG003,EVT000211_001,False,NOT_MASKED,ENT_ANN_001,REV324
NAR000212_EN_E001,NAR000212_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000212_EN_CG001,EVT000212_001,False,NOT_MASKED,ENT_ANN_001,REV535
NAR000213_EN_E001,NAR000213_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000213_EN_CG001,EVT000213_001,False,NOT_MASKED,ENT_ANN_001,REV630
NAR000214_EN_E001,NAR000214_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000214_EN_CG001,EVT000214_001,False,NOT_MASKED,ENT_ANN_001,REV224
NAR000215_EN_E001,NAR000215_EN,home,home,LOCATION,incident_location,98,102,S001,certain,user_stated,NAR000215_EN_CG001,EVT000215_001,False,NOT_MASKED,ENT_ANN_001,REV950
NAR000216_EN_E001,NAR000216_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000216_EN_CG001,EVT000216_001,False,NOT_MASKED,ENT_ANN_001,REV913
NAR000217_EN_E001,NAR000217_EN,house,house,LOCATION,incident_location,143,148,S001,certain,user_stated,NAR000217_EN_CG001,EVT000217_001,False,NOT_MASKED,ENT_ANN_001,REV643
NAR000218_EN_E001,NAR000218_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000218_EN_CG001,EVT000218_001,False,NOT_MASKED,ENT_ANN_001,REV684
NAR000219_EN_E001,NAR000219_EN,house,house,LOCATION,incident_location,48,53,S001,certain,user_stated,NAR000219_EN_CG001,EVT000219_001,False,NOT_MASKED,ENT_ANN_001,REV349
NAR000220_EN_E001,NAR000220_EN,street,street,LOCATION,incident_location,78,84,S001,certain,user_stated,NAR000220_EN_CG001,EVT000220_001,False,NOT_MASKED,ENT_ANN_001,REV590
NAR000221_EN_E001,NAR000221_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000221_EN_CG001,EVT000221_001,False,NOT_MASKED,ENT_ANN_001,REV917
NAR000222_EN_E001,NAR000222_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000222_EN_CG001,EVT000222_001,False,NOT_MASKED,ENT_ANN_001,REV569
NAR000223_EN_E001,NAR000223_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000223_EN_CG001,EVT000223_001,False,NOT_MASKED,ENT_ANN_001,REV817
NAR000224_EN_E001,NAR000224_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000224_EN_CG001,EVT000224_001,False,NOT_MASKED,ENT_ANN_001,REV806
NAR000225_EN_E001,NAR000225_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000225_EN_CG001,EVT000225_001,False,NOT_MASKED,ENT_ANN_001,REV773
NAR000226_EN_E001,NAR000226_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000226_EN_CG001,EVT000226_001,False,NOT_MASKED,ENT_ANN_001,REV112
NAR000227_EN_E001,NAR000227_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000227_EN_CG001,EVT000227_001,False,NOT_MASKED,ENT_ANN_001,REV143
NAR000228_EN_E001,NAR000228_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000228_EN_CG001,EVT000228_001,False,NOT_MASKED,ENT_ANN_001,REV287
NAR000229_EN_E001,NAR000229_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000229_EN_CG001,EVT000229_001,False,NOT_MASKED,ENT_ANN_001,REV475
NAR000230_EN_E001,NAR000230_EN,Bank,bank,LOCATION,incident_location,21,25,S001,certain,user_stated,NAR000230_EN_CG001,EVT000230_001,False,NOT_MASKED,ENT_ANN_001,REV346
NAR000230_EN_E002,NAR000230_EN,Office,office,LOCATION,incident_location,11,17,S001,certain,user_stated,NAR000230_EN_CG002,EVT000230_001,False,NOT_MASKED,ENT_ANN_001,REV346
NAR000231_EN_E001,NAR000231_EN,today,2024-05-02,DATE,incident_date,136,141,S001,certain,user_stated,NAR000231_EN_CG001,EVT000231_001,False,NOT_MASKED,ENT_ANN_001,REV903
NAR000232_EN_E001,NAR000232_EN,today,2024-05-04,DATE,incident_date,45,50,S001,certain,user_stated,NAR000232_EN_CG001,EVT000232_001,False,NOT_MASKED,ENT_ANN_001,REV790
NAR000232_EN_E002,NAR000232_EN,house,house,LOCATION,incident_location,26,31,S001,certain,user_stated,NAR000232_EN_CG002,EVT000232_001,False,NOT_MASKED,ENT_ANN_001,REV790
NAR000233_EN_E001,NAR000233_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000233_EN_CG001,EVT000233_001,False,NOT_MASKED,ENT_ANN_001,REV241
NAR000234_EN_E001,NAR000234_EN,House,house,LOCATION,incident_location,39,44,S001,certain,user_stated,NAR000234_EN_CG001,EVT000234_001,False,NOT_MASKED,ENT_ANN_001,REV847
NAR000234_EN_E002,NAR000234_EN,bag,bag,STOLEN_PROPERTY,stolen_or_target_property,190,193,S004,certain,user_stated,NAR000234_EN_CG002,EVT000234_001,False,NOT_MASKED,ENT_ANN_001,REV847
NAR000235_EN_E001,NAR000235_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000235_EN_CG001,EVT000235_001,False,NOT_MASKED,ENT_ANN_001,REV799
NAR000236_EN_E001,NAR000236_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000236_EN_CG001,EVT000236_001,False,NOT_MASKED,ENT_ANN_001,REV576
NAR000237_EN_E001,NAR000237_EN,today,2024-05-17,DATE,incident_date,51,56,S001,certain,user_stated,NAR000237_EN_CG001,EVT000237_001,False,NOT_MASKED,ENT_ANN_001,REV123
NAR000237_EN_E002,NAR000237_EN,road,road,LOCATION,incident_location,33,37,S001,certain,user_stated,NAR000237_EN_CG002,EVT000237_001,False,NOT_MASKED,ENT_ANN_001,REV123
NAR000238_EN_E001,NAR000238_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000238_EN_CG001,EVT000238_001,False,NOT_MASKED,ENT_ANN_001,REV805
NAR000239_EN_E001,NAR000239_EN,park,park,LOCATION,incident_location,126,130,S001,certain,user_stated,NAR000239_EN_CG001,EVT000239_001,False,NOT_MASKED,ENT_ANN_001,REV421
NAR000240_EN_E001,NAR000240_EN,I,self-reported complainant,COMPLAINANT,complainant,-1,-1,S001,certain,user_stated,NAR000240_EN_CG001,EVT000240_001,False,NOT_MASKED,ENT_ANN_001,REV144
NAR000241_EN_E001,NAR000241_EN,road,road,LOCATION,incident_location,67,71,S001,certain,user_stated,NAR000241_EN_CG001,EVT000241_001,False,NOT_MASKED,ENT_ANN_001,REV115
NAR000242_EN_E001,NAR000242_EN,today,2024-05-23,DATE,incident_date,65,70,S001,certain,user_stated,NAR000242_EN_CG001,EVT000242_001,False,NOT_MASKED,ENT_ANN_001,REV934
