event_id,narrative_id,event_type,action_text,actor_entity_ids,target_entity_ids,object_entity_ids,location_entity_id,date_expression,normalised_date,time_expression,normalised_time,time_period,time_precision,method,result,event_status,source_sentence,source_start_char,source_end_char,certainty,chronological_order,linked_evidence_ids,user_confirmation_status,annotator_id,reviewer_id
EVT000081_001,NAR000081_EN,EMPLOYMENT_CONTRACT_BREACHED,breach of employment contract,NONE,NAR000081_EN_E001,NONE,NONE,2026-07-06,2026-07-06,04:43,04:43,night,exact,employer action or workplace practice,"Workplace rights, wages, safety, or employment status were affected",completed,"Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of breach of employment contract within the Online platform.",0,178,certain,1,NONE,pending,EVT_ANN_001,REV188
EVT000081_002,NAR000081_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000081_EN_E001,NONE,NONE,NONE,2026-07-06,2026-07-06,04:43,04:43,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,"Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of breach of employment contract within the Online platform.",0,178,probable,2,NONE,pending,EVT_ANN_001,REV188
EVT000082_001,NAR000082_EN,PROPERTY_POSSESSION_DISPUTED,tenant-landlord conflict,NONE,NONE,NONE,NAR000082_EN_E001,2026-06-28,2026-06-28,23:37,23:37,night,exact,"contested possession, access, or property control",Property access or ownership rights became disputed,completed,"On the afternoon of 2026-06-28, a long-standing land friction culminated in an explicit case of tenant-landlord conflict at the designated house around 23:37 hours.",0,164,certain,1,NONE,pending,EVT_ANN_001,REV401
EVT000082_002,NAR000082_EN,INCIDENT_REPORTED,incident details shared,NONE,NONE,NONE,NAR000082_EN_E001,2026-06-28,2026-06-28,23:37,23:37,night,exact,complainant shared incident details for guidance,Incident details were shared for guidance,completed,"On the afternoon of 2026-06-28, a long-standing land friction culminated in an explicit case of tenant-landlord conflict at the designated house around 23:37 hours.",0,164,probable,2,NONE,pending,EVT_ANN_001,REV401
EVT000083_001,NAR000083_EN,TRAFFIC_OBSTRUCTION,illegal parking blockage,NONE,NONE,NAR000083_EN_E001,NONE,not_stated,2023-06-21,02:39,02:39,night,exact,vehicle obstruction of passage or access,Road access or vehicle movement was blocked,completed,just witnessed a crazy illegal parking blockage around 02:39 hours.,44,111,certain,1,NONE,pending,EVT_ANN_001,REV511
EVT000083_002,NAR000083_EN,INCIDENT_REPORTED,incident details shared,NONE,NONE,NAR000083_EN_E001,NONE,not_stated,2023-06-21,02:39,02:39,night,approximate,complainant shared incident details for guidance,Incident details were shared for guidance,completed,guys stay away from the Alleyway right now!,0,43,probable,2,NONE,pending,EVT_ANN_001,REV511
EVT000084_001,NAR000084_EN,DECEPTIVE_REPRESENTATION,false advertising and misrepresentation,NONE,NAR000084_EN_E001,NONE,NONE,2026-07-03,2026-07-03,01:34,01:34,night,exact,merchant misrepresentation or refusal to resolve,"Consumer suffered a disputed purchase, refund, quality, or billing loss",completed,"On the date of 2026-07-03, a formal consumer conflict classified as false advertising and misrepresentation manifested during a commercial interaction at the designated showroom around 01:34.",0,191,certain,1,NONE,pending,EVT_ANN_001,REV991
EVT000084_002,NAR000084_EN,INCIDENT_REPORTED,incident details shared,NAR000084_EN_E001,NONE,NONE,NONE,2026-07-03,2026-07-03,01:34,01:34,night,exact,complainant shared incident details for guidance,Incident details were shared for guidance,completed,"On the date of 2026-07-03, a formal consumer conflict classified as false advertising and misrepresentation manifested during a commercial interaction at the designated showroom around 01:34.",0,191,probable,2,NONE,pending,EVT_ANN_001,REV991
EVT000085_001,NAR000085_EN,DECEPTIVE_REPRESENTATION,insurance claim fraud,NONE,NAR000085_EN_E001,NONE,NONE,2026-07-18,2026-07-18,07:31,07:31,morning,exact,deceptive financial documentation or transaction,"Money, account access, or financial control was compromised",unclear,Complainant reports a structured financial offense falling under the category of insurance claim fraud at the office.,0,117,certain,1,NONE,pending,EVT_ANN_001,REV355
EVT000085_002,NAR000085_EN,EVIDENCE_IDENTIFIED,evidence identified,NAR000085_EN_E001,NONE,NONE,NONE,2026-07-18,2026-07-18,07:31,07:31,morning,approximate,"supporting evidence, documents, logs, or records preserved",Evidence or supporting records were identified,completed,Audit trails have been preserved..,289,323,certain,2,NONE,pending,EVT_ANN_001,REV355
EVT000086_001,NAR000086_EN,PHYSICAL_ATTACK,physical altercation,NONE,NONE,NONE,NAR000086_EN_E002,today,2023-06-30,11:34,11:34,morning,exact,physical force or intimidation,"Complainant reported fear, intimidation, or immediate safety concern",completed,"Dear Management, I am writing to formally log a grievance regarding a distressing incident of physical altercation that occurred today at approximately 11:34 within the Road.",0,174,certain,1,NONE,pending,EVT_ANN_001,REV538
EVT000086_002,NAR000086_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000086_EN_E002,today,2023-06-30,11:34,11:34,morning,exact,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,"Dear Management, I am writing to formally log a grievance regarding a distressing incident of physical altercation that occurred today at approximately 11:34 within the Road.",0,174,probable,2,NONE,pending,EVT_ANN_001,REV538
EVT000087_001,NAR000087_EN,DECEPTIVE_REPRESENTATION,phishing scam,NONE,NAR000087_EN_E001,NONE,NONE,2026-07-05,2026-07-05,17:14,17:14,evening,exact,online credential manipulation,"Money, account access, or financial control was compromised",completed,Complainant reports unauthorized digital breach under phishing scam framework.,0,78,certain,1,NONE,pending,EVT_ANN_001,REV470
EVT000087_002,NAR000087_EN,EVIDENCE_IDENTIFIED,evidence identified,NAR000087_EN_E001,NONE,NONE,NONE,2026-07-05,2026-07-05,17:14,17:14,evening,approximate,"supporting evidence, documents, logs, or records preserved",Evidence or supporting records were identified,completed,Digital logs preserved for forensic analysis..,230,276,certain,2,NONE,pending,EVT_ANN_001,REV470
EVT000088_001,NAR000088_EN,PHYSICAL_ATTACK,intimate partner violence,NONE,NAR000088_EN_E001,NONE,NONE,2026-06-28,2026-06-28,19:44,19:44,evening,exact,physical force or intimidation,"Complainant reported fear, intimidation, or immediate safety concern",completed,"Dear Protection Officer, I am writing to formally report an escalating pattern of domestic violence, specifically intimate partner violence, at my residence.",0,157,certain,1,NONE,pending,EVT_ANN_001,REV703
EVT000088_002,NAR000088_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000088_EN_E001,NONE,NONE,NONE,2026-06-28,2026-06-28,19:44,19:44,evening,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,"Dear Protection Officer, I am writing to formally report an escalating pattern of domestic violence, specifically intimate partner violence, at my residence.",0,157,certain,2,NONE,pending,EVT_ANN_001,REV703
EVT000089_001,NAR000089_EN,DECEPTIVE_REPRESENTATION,loan approval scam,NONE,NAR000089_EN_E001,NONE,NONE,not_stated,2023-07-03,06:20,06:20,morning,exact,deceptive financial documentation or transaction,"Money, account access, or financial control was compromised",completed,"Closer inspection confirmed a premeditated instance of loan approval scam, with the perpetrator executing unauthorized balance transfers using fraudulent credentials before logging out..",108,294,certain,1,NONE,pending,EVT_ANN_001,REV328
EVT000089_002,NAR000089_EN,EVIDENCE_IDENTIFIED,evidence identified,NAR000089_EN_E001,NONE,NONE,NONE,not_stated,2023-07-03,06:20,06:20,morning,exact,"supporting evidence, documents, logs, or records preserved",Evidence or supporting records were identified,completed,The internal auditor observed highly irregular transaction entries passing through the office around 06:20.,0,107,certain,2,NONE,pending,EVT_ANN_001,REV328
EVT000090_001,NAR000090_EN,THREAT_MADE,dowry harassment,NONE,NAR000090_EN_E001,NONE,NONE,not_stated,2023-07-08,01:06,01:06,night,exact,physical force or intimidation,"Complainant reported fear, intimidation, or immediate safety concern",completed,he is screaming and throwing things again it's really bad dowry harassment right now at home since 01:06 hours.,0,111,certain,1,NONE,pending,EVT_ANN_001,REV804
EVT000090_002,NAR000090_EN,INCIDENT_REPORTED,authorities notified,NAR000090_EN_E001,NONE,NONE,NONE,not_stated,2023-07-08,01:06,01:06,night,approximate,notification to authorities or emergency services,Authorities or emergency services were notified,completed,please call someone or come over i am hiding in the washroom right now text me back please.,112,203,probable,2,NONE,pending,EVT_ANN_001,REV804
EVT000091_001,NAR000091_EN,PHYSICAL_ATTACK,spousal physical abuse,NONE,NAR000091_EN_E001,NONE,NONE,2026-07-07,2026-07-07,03:42,03:42,night,exact,physical force or intimidation,"Complainant reported fear, intimidation, or immediate safety concern",completed,"On 2026-07-07 at 03:42 hours, a severe incident involving spousal physical abuse occurred, resulting in immediate emotional and physical distress.",73,219,certain,1,NONE,pending,EVT_ANN_001,REV820
EVT000091_002,NAR000091_EN,PERSON_APPROACHED,remedy requested from other party,NAR000091_EN_E001,NONE,NONE,NONE,2026-07-07,2026-07-07,03:42,03:42,night,approximate,complainant approached or confronted the other party,Complainant requested a remedy or confronted the other party,completed,Intervention was requested by the victim's family members..,220,279,probable,2,NONE,pending,EVT_ANN_001,REV820
EVT000092_001,NAR000092_EN,PROPERTY_TAKEN,pickpocketing,NONE,NONE,NONE,NAR000092_EN_E001,not_stated,2023-07-11,03:24,03:24,night,exact,taking property without consent,"Personal property was lost, taken, or reported missing",completed,occurred just now around 03:24 hours.,54,91,certain,1,NONE,pending,EVT_ANN_001,REV764
EVT000092_002,NAR000092_EN,INCIDENT_REPORTED,authorities notified,NONE,NONE,NONE,NAR000092_EN_E001,not_stated,2023-07-11,03:24,03:24,night,approximate,notification to authorities or emergency services,Authorities or emergency services were notified,completed,anyone nearby please help or tell me where the nearest police booth is asap!!,92,169,certain,2,NONE,pending,EVT_ANN_001,REV764
EVT000093_001,NAR000093_EN,REFUND_REFUSED,refusal of service refund,NONE,NAR000093_EN_E001,NONE,NONE,2026-07-12,2026-07-12,17:07,17:07,evening,exact,merchant refusal after consumer request,Consumer refund or service remedy remained unresolved,completed,"Complainant states that on 2026-07-12 at approximately 17:07 hours, a transaction dispute involving refusal of service refund occurred at Workplace.",0,148,certain,1,NONE,pending,EVT_ANN_001,REV458
EVT000093_002,NAR000093_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000093_EN_E001,NONE,NONE,NONE,2026-07-12,2026-07-12,17:07,17:07,evening,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,"The vendor reportedly engaged in unfair trade practices, failing to resolve the commercial non-compliance.",149,255,certain,2,NONE,pending,EVT_ANN_001,REV458
EVT000094_001,NAR000094_EN,CONTACT_BLOCKED,divorce proceedings conflict,NONE,NONE,NONE,NONE,today,2023-07-15,09:43,09:43,morning,exact,family access or support restriction,"Family access, support, or relationship obligations became disputed",completed,"hey guys, my ex just blocked me from seeing the kids / resolving the divorce proceedings conflict at the Apartment around 09:43 today.",0,134,certain,1,NONE,pending,EVT_ANN_001,REV285
EVT000094_002,NAR000094_EN,CONTACT_BLOCKED,access or contact blocked,NONE,NONE,NONE,NONE,today,2023-07-15,09:43,09:43,morning,exact,contact or access was restricted,Complainant access or contact was blocked,completed,"hey guys, my ex just blocked me from seeing the kids / resolving the divorce proceedings conflict at the Apartment around 09:43 today.",0,134,probable,2,NONE,pending,EVT_ANN_001,REV285
EVT000095_001,NAR000095_EN,EMPLOYMENT_CONTRACT_BREACHED,breach of employment contract,NONE,NAR000095_EN_E001,NONE,NONE,not_stated,2023-07-20,22:26,22:26,night,exact,employer action or workplace practice,"Workplace rights, wages, safety, or employment status were affected",completed,An employment dispute involving breach of employment contract escalated at the online platform at 22:26.,0,104,certain,1,NONE,pending,EVT_ANN_001,REV260
EVT000095_002,NAR000095_EN,INCIDENT_REPORTED,incident details shared,NAR000095_EN_E001,NONE,NONE,NONE,not_stated,2023-07-20,22:26,22:26,night,exact,complainant shared incident details for guidance,Incident details were shared for guidance,completed,An employment dispute involving breach of employment contract escalated at the online platform at 22:26.,0,104,probable,2,NONE,pending,EVT_ANN_001,REV260
EVT000096_001,NAR000096_EN,UNSAFE_WORKING_CONDITION,safe working conditions violation,NONE,NAR000096_EN_E001,NONE,NONE,not_stated,2023-07-22,11:39,11:39,morning,exact,employer action or workplace practice,"Workplace rights, wages, safety, or employment status were affected",completed,An employment dispute involving safe working conditions violation escalated at the construction site at 11:39.,0,110,certain,1,NONE,pending,EVT_ANN_001,REV537
EVT000096_002,NAR000096_EN,INCIDENT_REPORTED,incident details shared,NAR000096_EN_E001,NONE,NONE,NONE,not_stated,2023-07-22,11:39,11:39,morning,exact,complainant shared incident details for guidance,Incident details were shared for guidance,completed,An employment dispute involving safe working conditions violation escalated at the construction site at 11:39.,0,110,probable,2,NONE,pending,EVT_ANN_001,REV537
EVT000097_001,NAR000097_EN,MAINTENANCE_WITHHELD,economic deprivation,NONE,NAR000097_EN_E001,NONE,NONE,2026-06-23,2026-06-23,18:16,18:16,evening,exact,physical force or intimidation,"Complainant reported fear, intimidation, or immediate safety concern",completed,"On 2026-06-23 at 18:16 hours, a severe incident involving economic deprivation occurred, resulting in immediate emotional and physical distress.",73,217,certain,1,NONE,pending,EVT_ANN_001,REV620
EVT000097_002,NAR000097_EN,PERSON_APPROACHED,remedy requested from other party,NAR000097_EN_E001,NONE,NONE,NONE,2026-06-23,2026-06-23,18:16,18:16,evening,approximate,complainant approached or confronted the other party,Complainant requested a remedy or confronted the other party,completed,Intervention was requested by the victim's family members..,218,277,probable,2,NONE,pending,EVT_ANN_001,REV620
EVT000098_001,NAR000098_EN,PHYSICAL_ATTACK,physical altercation,NONE,NONE,NONE,NONE,today,2023-07-23,00:18,00:18,night,exact,physical force or intimidation,"Complainant reported fear, intimidation, or immediate safety concern",completed,"Dear Management, I am writing to formally log a grievance regarding a distressing incident of physical altercation that occurred today at approximately 00:18 within the Hostel.",0,176,certain,1,NONE,pending,EVT_ANN_001,REV574
EVT000098_002,NAR000098_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NONE,today,2023-07-23,00:18,00:18,night,exact,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,"Dear Management, I am writing to formally log a grievance regarding a distressing incident of physical altercation that occurred today at approximately 00:18 within the Hostel.",0,176,probable,2,NONE,pending,EVT_ANN_001,REV574
EVT000099_001,NAR000099_EN,CIVIC_HAZARD_REPORTED,minor civic infrastructure issue,NONE,NAR000099_EN_E001,NONE,NONE,2026-07-18,2026-07-18,10:23,10:23,morning,exact,civic nuisance or hazard,"Public comfort, access, or civic safety was affected",completed,"Dear Municipal Authorities, I am writing to formally log a civic grievance regarding the ongoing pattern of minor civic infrastructure issue at the Alleyway.",0,157,certain,1,NONE,pending,EVT_ANN_001,REV273
EVT000099_002,NAR000099_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000099_EN_E001,NONE,NONE,NONE,2026-07-18,2026-07-18,10:23,10:23,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,"Dear Municipal Authorities, I am writing to formally log a civic grievance regarding the ongoing pattern of minor civic infrastructure issue at the Alleyway.",0,157,probable,2,NONE,pending,EVT_ANN_001,REV273
EVT000100_001,NAR000100_EN,REFUND_REFUSED,refusal of service refund,NONE,NAR000100_EN_E001,NONE,NONE,not_stated,2023-07-30,05:38,05:38,night,exact,merchant refusal after consumer request,Consumer refund or service remedy remained unresolved,completed,"A customer was contesting a distinct case of refusal of service refund, showing clear evidence to the merchant, who continuously refused liability or proper resolution..",91,260,certain,1,NONE,pending,EVT_ANN_001,REV961
EVT000100_002,NAR000100_EN,EVIDENCE_IDENTIFIED,evidence identified,NAR000100_EN_E001,NONE,NONE,NONE,not_stated,2023-07-30,05:38,05:38,night,approximate,"supporting evidence, documents, logs, or records preserved",Evidence or supporting records were identified,completed,"A customer was contesting a distinct case of refusal of service refund, showing clear evidence to the merchant, who continuously refused liability or proper resolution..",91,260,certain,2,NONE,pending,EVT_ANN_001,REV961
EVT000101_001,NAR000101_EN,REFUND_REFUSED,refusal of service refund,NONE,NAR000101_EN_E001,NONE,NONE,not_stated,2023-07-30,15:46,15:46,afternoon,exact,merchant refusal after consumer request,Consumer refund or service remedy remained unresolved,completed,"A customer was contesting a distinct case of refusal of service refund, showing clear evidence to the merchant, who continuously refused liability or proper resolution.",132,300,certain,1,NONE,pending,EVT_ANN_001,REV198
EVT000101_002,NAR000101_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000101_EN_E001,NONE,NONE,NONE,not_stated,2023-07-30,15:46,15:46,afternoon,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV198
EVT000102_001,NAR000102_EN,PHYSICAL_ATTACK,emotional and verbal abuse,NONE,NONE,NAR000102_EN_E001,NONE,not_stated,2023-08-04,12:48,12:48,afternoon,exact,physical force or intimidation,"Complainant reported fear, intimidation, or immediate safety concern",completed,Things escalated so quickly and it turned into full-blown emotional and verbal abuse.,70,155,certain,1,NONE,pending,EVT_ANN_001,REV934
EVT000102_002,NAR000102_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NAR000102_EN_E001,NONE,not_stated,2023-08-04,12:48,12:48,afternoon,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV934
EVT000103_001,NAR000103_EN,UNAUTHORISED_ENTRY,shopbreaking,NONE,NAR000103_EN_E001,NONE,NONE,not_stated,2023-08-05,10:55,10:55,morning,exact,taking property without consent,"Personal property was lost, taken, or reported missing",completed,"Shortly after, they approached the victim from behind, forcefully committed shopbreaking, and fled the scene on a two-wheeler heading north.",116,256,certain,1,NONE,pending,EVT_ANN_001,REV599
EVT000103_002,NAR000103_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000103_EN_E001,NONE,NONE,NONE,not_stated,2023-08-05,10:55,10:55,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV599
EVT000104_001,NAR000104_EN,CONTACT_BLOCKED,guardianship dispute,NONE,NONE,NONE,NAR000104_EN_E002,today,2023-08-09,00:43,00:43,night,exact,family access or support restriction,"Family access, support, or relationship obligations became disputed",unclear,"hey guys, my ex just blocked me from seeing the kids / resolving the guardianship dispute at the House around 00:43 today.",30,152,certain,1,NONE,pending,EVT_ANN_001,REV956
EVT000104_002,NAR000104_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000104_EN_E002,today,2023-08-09,00:43,00:43,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV956
EVT000105_001,NAR000105_EN,DECEPTIVE_REPRESENTATION,defective product delivery,NONE,NAR000105_EN_E001,NONE,NONE,not_stated,2023-08-10,19:41,19:41,evening,exact,merchant misrepresentation or refusal to resolve,"Consumer suffered a disputed purchase, refund, quality, or billing loss",completed,A transactional incident concerning defective product delivery broke out at the local online platform at 19:41.,30,141,certain,1,NONE,pending,EVT_ANN_001,REV264
EVT000105_002,NAR000105_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000105_EN_E001,NONE,NONE,NONE,not_stated,2023-08-10,19:41,19:41,evening,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV264
EVT000106_001,NAR000106_EN,PROPERTY_DAMAGED,boundary wall dispute,NONE,NONE,NONE,NAR000106_EN_E001,2026-07-02,2026-07-02,06:38,06:38,morning,exact,unauthorised occupation or alteration of property,Property or possession became disputed or physically affected,unclear,Complainant reports a structural civil grievance regarding boundary wall dispute at the site located in house.,30,140,certain,1,NONE,pending,EVT_ANN_001,REV536
EVT000106_002,NAR000106_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000106_EN_E001,2026-07-02,2026-07-02,06:38,06:38,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV536
EVT000107_001,NAR000107_EN,DECEPTIVE_REPRESENTATION,ransomware attack,NONE,NAR000107_EN_E001,NONE,NONE,2026-07-11,2026-07-11,10:11,10:11,morning,exact,online credential manipulation,"Money, account access, or financial control was compromised",completed,"On the date of 2026-07-11, an advanced threat actor initiated an exploit categorized under ransomware attack targeting remote infrastructures at approximately 10:11.",30,195,certain,1,NONE,pending,EVT_ANN_001,REV571
EVT000107_002,NAR000107_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000107_EN_E001,NONE,NONE,NONE,2026-07-11,2026-07-11,10:11,10:11,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV571
EVT000108_001,NAR000108_EN,EMPLOYMENT_CONTRACT_BREACHED,breach of employment contract,NONE,NAR000108_EN_E001,NONE,NONE,2026-07-10,2026-07-10,23:22,23:22,night,exact,employer action or workplace practice,"Workplace rights, wages, safety, or employment status were affected",completed,"On the date of 2026-07-10, a major institutional friction classified as breach of employment contract materialized at the specified office at approximately 23:22.",30,192,certain,1,NONE,pending,EVT_ANN_001,REV568
EVT000108_002,NAR000108_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000108_EN_E001,NONE,NONE,NONE,2026-07-10,2026-07-10,23:22,23:22,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV568
EVT000109_001,NAR000109_EN,UNSAFE_WORKING_CONDITION,safe working conditions violation,NONE,NAR000109_EN_E001,NONE,NONE,2026-07-20,2026-07-20,08:38,08:38,morning,exact,employer action or workplace practice,"Workplace rights, wages, safety, or employment status were affected",completed,Complainant registers a formal grievance concerning employer violations under the category of safe working conditions violation at the designated workplace.,30,186,certain,1,NONE,pending,EVT_ANN_001,REV645
EVT000109_002,NAR000109_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000109_EN_E001,NONE,NONE,NONE,2026-07-20,2026-07-20,08:38,08:38,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV645
EVT000110_001,NAR000110_EN,PUBLIC_NUISANCE_REPORTED,public nuisance dispute,NONE,NONE,NONE,NAR000110_EN_E001,2026-06-29,2026-06-29,06:57,06:57,morning,exact,civic nuisance or hazard,"Public comfort, access, or civic safety was affected",unclear,"On the date of 2026-06-29, a minor unclassified neighborhood disruption manifesting as public nuisance dispute materialized at the specified road at approximately 06:57 hours.",30,205,certain,1,NONE,pending,EVT_ANN_001,REV550
EVT000110_002,NAR000110_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NONE,NAR000110_EN_E001,2026-06-29,2026-06-29,06:57,06:57,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV550
EVT000111_001,NAR000111_EN,DECEPTIVE_REPRESENTATION,phishing scam,NONE,NONE,NAR000111_EN_E001,NONE,not_stated,2023-08-18,00:48,00:48,night,exact,online credential manipulation,"Money, account access, or financial control was compromised",completed,"The system administrator observed anomalous traffic originating from unauthorized servers around 00:48, confirming a systemwide phishing scam.",30,172,certain,1,NONE,pending,EVT_ANN_001,REV155
EVT000111_002,NAR000111_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NAR000111_EN_E001,NONE,not_stated,2023-08-18,00:48,00:48,night,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV155
EVT000112_001,NAR000112_EN,PROPERTY_POSSESSION_DISPUTED,inheritance property claim,NONE,NAR000112_EN_E001,NONE,NONE,not_stated,2023-08-25,13:04,13:04,afternoon,exact,"contested possession, access, or property control",Property access or ownership rights became disputed,unclear,"Several individuals were actively contesting an instance of inheritance property claim, with local residents stepping in to prevent physical escalation before authorities were notified.",121,306,certain,1,NONE,pending,EVT_ANN_001,REV999
EVT000112_002,NAR000112_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000112_EN_E001,NONE,NONE,NONE,not_stated,2023-08-25,13:04,13:04,afternoon,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV999
EVT000113_001,NAR000113_EN,PROPERTY_DAMAGED,drunk driving accident,NONE,NONE,NAR000113_EN_E002,NONE,today,2023-08-26,10:34,10:34,morning,exact,unsafe or unlawful road conduct,"Vehicle movement, road safety, or property damage was affected",completed,"So I was driving along the highway around 10:34 today, when this car suddenly sped out and caused a complete drunk driving accident!",30,162,certain,1,NONE,pending,EVT_ANN_001,REV580
EVT000113_002,NAR000113_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NAR000113_EN_E002,NONE,today,2023-08-26,10:34,10:34,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV580
EVT000114_001,NAR000114_EN,PROPERTY_DAMAGED,traffic signal violation dispute,NONE,NONE,NAR000114_EN_E002,NAR000114_EN_E001,not_stated,2023-08-28,09:15,09:15,morning,exact,unsafe or unlawful road conduct,"Vehicle movement, road safety, or property damage was affected",unclear,just witnessed a crazy traffic signal violation dispute around 09:15 hours.,70,145,certain,1,NONE,pending,EVT_ANN_001,REV571
EVT000114_002,NAR000114_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NAR000114_EN_E002,NAR000114_EN_E001,not_stated,2023-08-28,09:15,09:15,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV571
EVT000115_001,NAR000115_EN,DECEPTIVE_REPRESENTATION,loan approval scam,NONE,NONE,NAR000115_EN_E002,NONE,today,2023-08-29,09:04,09:04,morning,exact,deceptive financial documentation or transaction,"Money, account access, or financial control was compromised",completed,just discovered a major loan approval scam happened around 09:04 today.,95,166,certain,1,NONE,pending,EVT_ANN_001,REV665
EVT000115_002,NAR000115_EN,INCIDENT_REPORTED,complaint or incident report made,NONE,NONE,NAR000115_EN_E002,NONE,today,2023-08-29,09:04,09:04,morning,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV665
EVT000116_001,NAR000116_EN,PUBLIC_NUISANCE_REPORTED,public nuisance dispute,NONE,NAR000116_EN_E001,NONE,NONE,not_stated,2023-08-29,13:33,13:33,afternoon,exact,civic nuisance or hazard,"Public comfort, access, or civic safety was affected",unclear,A civic or localized incident classified under public nuisance dispute manifested at the designated alleyway at 13:33.,30,148,certain,1,NONE,pending,EVT_ANN_001,REV367
EVT000116_002,NAR000116_EN,INCIDENT_REPORTED,complaint or incident report made,NAR000116_EN_E001,NONE,NONE,NONE,not_stated,2023-08-29,13:33,13:33,afternoon,approximate,formal or informal reporting by complainant,Incident was reported or legal guidance was sought,completed,I want to report an incident.,0,29,certain,2,NONE,pending,EVT_ANN_001,REV367
EVT000117_001,NAR000117_EN,DECEPTIVE_REPRESENTATION,cheque forgery,NONE,NAR000117_EN_E001,NONE,NONE,2026-06-28,2026-06-28,23:53,23:53,night,exact,deceptive financial documentation or transaction,"Money, account access, or financial control was compromised",completed,Complainant reports a structured financial offense falling under the category of cheque forgery at the office.,30,140,certain,1,NONE,pending,EVT_ANN_001,REV903
