answer_id,question_id,narrative_id,language,answer_text_original,answer_text_normalised,answer_type,updated_slot_name,updated_slot_value,answer_certainty,introduces_new_event,introduces_new_entity,introduces_contradiction,completeness_before,completeness_after,accepted_as_gold,reviewer_id
ANS000386,Q000386_hi,NAR000043_EN,hi,"house burglary House par 2023-04-01 ko 10:34 ke aas-paas, force or threat used ke liye mera jawab hai: unsure.",unsure,boolean,force_or_threat_used,unsure,unsure,False,False,False,0.35,0.47,True,REV781
ANS000387,Q000387_hiLatn,NAR000043_EN,hi-Latn,"house burglary House par 2023-04-01 ko 10:34 ke aas-paas, force or threat used ke liye mera answer hai: unsure.",unsure,boolean,force_or_threat_used,unsure,unsure,False,False,False,0.35,0.47,True,REV781
ANS000388,Q000388_en,NAR000044_EN,en,"For the traffic signal violation dispute at Highway on 2023-04-04 around 20:34, my answer for injury details is: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV971
ANS000389,Q000389_hi,NAR000044_EN,hi,"traffic signal violation dispute Highway par 2023-04-04 ko 20:34 ke aas-paas, injury details ke liye mera jawab hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV971
ANS000390,Q000390_hiLatn,NAR000044_EN,hi-Latn,"traffic signal violation dispute Highway par 2023-04-04 ko 20:34 ke aas-paas, injury details ke liye mera answer hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV971
ANS000391,Q000391_en,NAR000045_EN,en,"For the domestic dispute at House on 2023-04-05 around 22:13, my answer for threat or attack description is: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV126
ANS000392,Q000392_hi,NAR000045_EN,hi,"domestic dispute House par 2023-04-05 ko 22:13 ke aas-paas, threat or attack description ke liye mera jawab hai: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV126
ANS000393,Q000393_hiLatn,NAR000045_EN,hi-Latn,"domestic dispute House par 2023-04-05 ko 22:13 ke aas-paas, threat or attack description ke liye mera answer hai: They threatened to hit me and used intimidating words.",they threatened to hit me and used intimidating words,text,threat_or_attack_description,They threatened to hit me and used intimidating words,certain,False,False,False,0.35,0.67,True,REV126
ANS000394,Q000394_en,NAR000045_EN,en,"For the domestic dispute at House on 2023-04-05 around 22:13, my answer for injury details is: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV126
ANS000395,Q000395_hi,NAR000045_EN,hi,"domestic dispute House par 2023-04-05 ko 22:13 ke aas-paas, injury details ke liye mera jawab hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV126
ANS000396,Q000396_hiLatn,NAR000045_EN,hi-Latn,"domestic dispute House par 2023-04-05 ko 22:13 ke aas-paas, injury details ke liye mera answer hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_details,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV126
ANS000397,Q000397_en,NAR000045_EN,en,"For the domestic dispute at House on 2023-04-05 around 22:13, my answer for safe place available is: yes.",yes,boolean,safe_place_available,yes,certain,False,False,False,0.55,0.87,True,REV126
ANS000398,Q000398_hi,NAR000045_EN,hi,"domestic dispute House par 2023-04-05 ko 22:13 ke aas-paas, safe place available ke liye mera jawab hai: yes.",yes,boolean,safe_place_available,yes,certain,False,False,False,0.55,0.87,True,REV126
ANS000399,Q000399_hiLatn,NAR000045_EN,hi-Latn,"domestic dispute House par 2023-04-05 ko 22:13 ke aas-paas, safe place available ke liye mera answer hai: yes.",yes,boolean,safe_place_available,yes,certain,False,False,False,0.55,0.87,True,REV126
ANS000400,Q000400_en,NAR000045_EN,en,"For the domestic dispute at House on 2023-04-05 around 22:13, my answer for medical help status is: no.",no,boolean,medical_help_status,no,certain,True,False,False,0.55,0.87,True,REV126
ANS000401,Q000401_hi,NAR000045_EN,hi,"domestic dispute House par 2023-04-05 ko 22:13 ke aas-paas, medical help status ke liye mera jawab hai: no.",no,boolean,medical_help_status,no,certain,True,False,False,0.55,0.87,True,REV126
ANS000402,Q000402_hiLatn,NAR000045_EN,hi-Latn,"domestic dispute House par 2023-04-05 ko 22:13 ke aas-paas, medical help status ke liye mera answer hai: no.",no,boolean,medical_help_status,no,certain,True,False,False,0.55,0.87,True,REV126
ANS000403,Q000403_en,NAR000046_EN,en,"For the social media hacking at Online platform on 2023-04-06 around 14:01, my answer for financial loss is: The exact amount is still being checked, but unauthorised charges are visible.","the exact amount is still being checked, but unauthorised charges are visible",text,financial_loss,"The exact amount is still being checked, but unauthorised charges are visible",approximate,False,False,False,0.55,0.79,True,REV665
ANS000404,Q000404_hi,NAR000046_EN,hi,"social media hacking Online platform par 2023-04-06 ko 14:01 ke aas-paas, financial loss ke liye mera jawab hai: The exact amount is still being checked, but unauthorised charges are visible.","the exact amount is still being checked, but unauthorised charges are visible",text,financial_loss,"The exact amount is still being checked, but unauthorised charges are visible",approximate,False,False,False,0.55,0.79,True,REV665
ANS000405,Q000405_hiLatn,NAR000046_EN,hi-Latn,"social media hacking Online platform par 2023-04-06 ko 14:01 ke aas-paas, financial loss ke liye mera answer hai: The exact amount is still being checked, but unauthorised charges are visible.","the exact amount is still being checked, but unauthorised charges are visible",text,financial_loss,"The exact amount is still being checked, but unauthorised charges are visible",approximate,False,False,False,0.55,0.79,True,REV665
ANS000406,Q000406_en,NAR000046_EN,en,"For the social media hacking at Online platform on 2023-04-06 around 14:01, my answer for digital evidence is: Screenshots, suspicious link, login alert, and transaction message are available.","screenshots, suspicious link, login alert, and transaction message are available",text,digital_evidence,"Screenshots, suspicious link, login alert, and transaction message are available",certain,False,False,False,0.55,0.87,True,REV665
ANS000407,Q000407_hi,NAR000046_EN,hi,"social media hacking Online platform par 2023-04-06 ko 14:01 ke aas-paas, digital evidence ke liye mera jawab hai: Screenshots, suspicious link, login alert, and transaction message are available.","screenshots, suspicious link, login alert, and transaction message are available",text,digital_evidence,"Screenshots, suspicious link, login alert, and transaction message are available",certain,False,False,False,0.55,0.87,True,REV665
ANS000408,Q000408_hiLatn,NAR000046_EN,hi-Latn,"social media hacking Online platform par 2023-04-06 ko 14:01 ke aas-paas, digital evidence ke liye mera answer hai: Screenshots, suspicious link, login alert, and transaction message are available.","screenshots, suspicious link, login alert, and transaction message are available",text,digital_evidence,"Screenshots, suspicious link, login alert, and transaction message are available",certain,False,False,False,0.55,0.87,True,REV665
ANS000409,Q000409_en,NAR000046_EN,en,"For the social media hacking at Online platform on 2023-04-06 around 14:01, my answer for security steps taken is: I changed my password and logged out other sessions after noticing it.",i changed my password and logged out other sessions after noticing it,text,security_steps_taken,I changed my password and logged out other sessions after noticing it,certain,True,False,False,0.55,0.87,True,REV665
ANS000410,Q000410_hi,NAR000046_EN,hi,"social media hacking Online platform par 2023-04-06 ko 14:01 ke aas-paas, security steps taken ke liye mera jawab hai: I changed my password and logged out other sessions after noticing it.",i changed my password and logged out other sessions after noticing it,text,security_steps_taken,I changed my password and logged out other sessions after noticing it,certain,True,False,False,0.55,0.87,True,REV665
ANS000411,Q000411_hiLatn,NAR000046_EN,hi-Latn,"social media hacking Online platform par 2023-04-06 ko 14:01 ke aas-paas, security steps taken ke liye mera answer hai: I changed my password and logged out other sessions after noticing it.",i changed my password and logged out other sessions after noticing it,text,security_steps_taken,I changed my password and logged out other sessions after noticing it,certain,True,False,False,0.55,0.87,True,REV665
ANS000412,Q000412_en,NAR000046_EN,en,"For the social media hacking at Online platform on 2023-04-06 around 14:01, my answer for ongoing access risk is: Yes, I am not sure the attacker is fully locked out yet.","yes, i am not sure the attacker is fully locked out yet",boolean,ongoing_access_risk,"Yes, I am not sure the attacker is fully locked out yet",unsure,False,False,False,0.60,0.72,True,REV665
ANS000413,Q000413_hi,NAR000046_EN,hi,"social media hacking Online platform par 2023-04-06 ko 14:01 ke aas-paas, ongoing access risk ke liye mera jawab hai: Yes, I am not sure the attacker is fully locked out yet.","yes, i am not sure the attacker is fully locked out yet",boolean,ongoing_access_risk,"Yes, I am not sure the attacker is fully locked out yet",unsure,False,False,False,0.60,0.72,True,REV665
ANS000414,Q000414_hiLatn,NAR000046_EN,hi-Latn,"social media hacking Online platform par 2023-04-06 ko 14:01 ke aas-paas, ongoing access risk ke liye mera answer hai: Yes, I am not sure the attacker is fully locked out yet.","yes, i am not sure the attacker is fully locked out yet",boolean,ongoing_access_risk,"Yes, I am not sure the attacker is fully locked out yet",unsure,False,False,False,0.60,0.72,True,REV665
ANS000415,Q000415_en,NAR000047_EN,en,"For the boundary wall dispute at House on 2023-04-07 around 19:31, my answer for property type is: boundary wall and access path.",boundary wall and access path,text,property_type,boundary wall and access path,approximate,False,False,False,0.60,0.84,True,REV961
ANS000416,Q000416_hi,NAR000047_EN,hi,"boundary wall dispute House par 2023-04-07 ko 19:31 ke aas-paas, property type ke liye mera jawab hai: boundary wall and access path.",boundary wall and access path,text,property_type,boundary wall and access path,approximate,False,False,False,0.60,0.84,True,REV961
ANS000417,Q000417_hiLatn,NAR000047_EN,hi-Latn,"boundary wall dispute House par 2023-04-07 ko 19:31 ke aas-paas, property type ke liye mera answer hai: boundary wall and access path.",boundary wall and access path,text,property_type,boundary wall and access path,approximate,False,False,False,0.60,0.84,True,REV961
ANS000418,Q000418_en,NAR000047_EN,en,"For the boundary wall dispute at House on 2023-04-07 around 19:31, my answer for ownership documents is: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_documents,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV961
ANS000419,Q000419_hi,NAR000047_EN,hi,"boundary wall dispute House par 2023-04-07 ko 19:31 ke aas-paas, ownership documents ke liye mera jawab hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_documents,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV961
ANS000420,Q000420_hiLatn,NAR000047_EN,hi-Latn,"boundary wall dispute House par 2023-04-07 ko 19:31 ke aas-paas, ownership documents ke liye mera answer hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_documents,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV961
ANS000421,Q000421_en,NAR000047_EN,en,"For the boundary wall dispute at House on 2023-04-07 around 19:31, my answer for opposing party identity is: They are local opposing parties, but I need to confirm names.","they are local opposing parties, but i need to confirm names",text,opposing_party_identity,"They are local opposing parties, but I need to confirm names",certain,False,True,False,0.55,0.87,True,REV961
ANS000422,Q000422_hi,NAR000047_EN,hi,"boundary wall dispute House par 2023-04-07 ko 19:31 ke aas-paas, opposing party identity ke liye mera jawab hai: They are local opposing parties, but I need to confirm names.","they are local opposing parties, but i need to confirm names",text,opposing_party_identity,"They are local opposing parties, but I need to confirm names",certain,False,True,False,0.55,0.87,True,REV961
ANS000423,Q000423_hiLatn,NAR000047_EN,hi-Latn,"boundary wall dispute House par 2023-04-07 ko 19:31 ke aas-paas, opposing party identity ke liye mera answer hai: They are local opposing parties, but I need to confirm names.","they are local opposing parties, but i need to confirm names",text,opposing_party_identity,"They are local opposing parties, but I need to confirm names",certain,False,True,False,0.55,0.87,True,REV961
ANS000424,Q000424_en,NAR000047_EN,en,"For the boundary wall dispute at House on 2023-04-07 around 19:31, my answer for current possession is: Possession is disputed, and access is not fully clear right now.","possession is disputed, and access is not fully clear right now",text,current_possession,"Possession is disputed, and access is not fully clear right now",certain,False,False,False,0.35,0.67,True,REV961
ANS000425,Q000425_hi,NAR000047_EN,hi,"boundary wall dispute House par 2023-04-07 ko 19:31 ke aas-paas, current possession ke liye mera jawab hai: Possession is disputed, and access is not fully clear right now.","possession is disputed, and access is not fully clear right now",text,current_possession,"Possession is disputed, and access is not fully clear right now",certain,False,False,False,0.35,0.67,True,REV961
ANS000426,Q000426_hiLatn,NAR000047_EN,hi-Latn,"boundary wall dispute House par 2023-04-07 ko 19:31 ke aas-paas, current possession ke liye mera answer hai: Possession is disputed, and access is not fully clear right now.","possession is disputed, and access is not fully clear right now",text,current_possession,"Possession is disputed, and access is not fully clear right now",certain,False,False,False,0.35,0.67,True,REV961
ANS000427,Q000427_en,NAR000048_EN,en,"For the defective product delivery at House on 2023-04-12 around 02:28, my answer for product or service is: delivered electronic item.",delivered electronic item,text,product_or_service,delivered electronic item,approximate,False,False,False,0.60,0.84,True,REV259
ANS000428,Q000428_hi,NAR000048_EN,hi,"defective product delivery House par 2023-04-12 ko 02:28 ke aas-paas, product or service ke liye mera jawab hai: delivered electronic item.",delivered electronic item,text,product_or_service,delivered electronic item,approximate,False,False,False,0.60,0.84,True,REV259
ANS000429,Q000429_hiLatn,NAR000048_EN,hi-Latn,"defective product delivery House par 2023-04-12 ko 02:28 ke aas-paas, product or service ke liye mera answer hai: delivered electronic item.",delivered electronic item,text,product_or_service,delivered electronic item,approximate,False,False,False,0.60,0.84,True,REV259
ANS000430,Q000430_en,NAR000048_EN,en,"For the defective product delivery at House on 2023-04-12 around 02:28, my answer for payment information is: Payment was made before the dispute, and I can provide the receipt or screenshot.","payment was made before the dispute, and i can provide the receipt or screenshot",text,payment_information,"Payment was made before the dispute, and I can provide the receipt or screenshot",certain,False,False,False,0.35,0.67,True,REV259
ANS000431,Q000431_hi,NAR000048_EN,hi,"defective product delivery House par 2023-04-12 ko 02:28 ke aas-paas, payment information ke liye mera jawab hai: Payment was made before the dispute, and I can provide the receipt or screenshot.","payment was made before the dispute, and i can provide the receipt or screenshot",text,payment_information,"Payment was made before the dispute, and I can provide the receipt or screenshot",certain,False,False,False,0.35,0.67,True,REV259
ANS000432,Q000432_hiLatn,NAR000048_EN,hi-Latn,"defective product delivery House par 2023-04-12 ko 02:28 ke aas-paas, payment information ke liye mera answer hai: Payment was made before the dispute, and I can provide the receipt or screenshot.","payment was made before the dispute, and i can provide the receipt or screenshot",text,payment_information,"Payment was made before the dispute, and I can provide the receipt or screenshot",certain,False,False,False,0.35,0.67,True,REV259
ANS000433,Q000433_en,NAR000048_EN,en,"For the defective product delivery at House on 2023-04-12 around 02:28, my answer for refund or remedy requested is: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV259
ANS000434,Q000434_hi,NAR000048_EN,hi,"defective product delivery House par 2023-04-12 ko 02:28 ke aas-paas, refund or remedy requested ke liye mera jawab hai: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV259
ANS000435,Q000435_hiLatn,NAR000048_EN,hi-Latn,"defective product delivery House par 2023-04-12 ko 02:28 ke aas-paas, refund or remedy requested ke liye mera answer hai: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV259
ANS000436,Q000436_en,NAR000049_EN,en,"For the refusal of service refund at Online platform on 2023-04-14 around 01:38, my answer for product or service is: premium service package.",premium service package,text,product_or_service,premium service package,approximate,False,False,False,0.60,0.84,True,REV123
ANS000437,Q000437_hi,NAR000049_EN,hi,"refusal of service refund Online platform par 2023-04-14 ko 01:38 ke aas-paas, product or service ke liye mera jawab hai: premium service package.",premium service package,text,product_or_service,premium service package,approximate,False,False,False,0.60,0.84,True,REV123
ANS000438,Q000438_hiLatn,NAR000049_EN,hi-Latn,"refusal of service refund Online platform par 2023-04-14 ko 01:38 ke aas-paas, product or service ke liye mera answer hai: premium service package.",premium service package,text,product_or_service,premium service package,approximate,False,False,False,0.60,0.84,True,REV123
ANS000439,Q000439_en,NAR000049_EN,en,"For the refusal of service refund at Online platform on 2023-04-14 around 01:38, my answer for evidence available is: I have the payment screenshot and chat with the seller.",i have the payment screenshot and chat with the seller,text,evidence_available,I have the payment screenshot and chat with the seller,certain,False,False,False,0.55,0.87,True,REV123
ANS000440,Q000440_hi,NAR000049_EN,hi,"refusal of service refund Online platform par 2023-04-14 ko 01:38 ke aas-paas, evidence available ke liye mera jawab hai: I have the payment screenshot and chat with the seller.",i have the payment screenshot and chat with the seller,text,evidence_available,I have the payment screenshot and chat with the seller,certain,False,False,False,0.55,0.87,True,REV123
ANS000441,Q000441_hiLatn,NAR000049_EN,hi-Latn,"refusal of service refund Online platform par 2023-04-14 ko 01:38 ke aas-paas, evidence available ke liye mera answer hai: I have the payment screenshot and chat with the seller.",i have the payment screenshot and chat with the seller,text,evidence_available,I have the payment screenshot and chat with the seller,certain,False,False,False,0.55,0.87,True,REV123
ANS000442,Q000442_en,NAR000050_EN,en,"For the armed robbery at Fuel station on 2023-04-15 around 09:37, my answer for property type is: cash and cards from my bag.",cash and cards from my bag,text,property_type,cash and cards from my bag,approximate,False,False,False,0.60,0.84,True,REV111
ANS000443,Q000443_hi,NAR000050_EN,hi,"armed robbery Fuel station par 2023-04-15 ko 09:37 ke aas-paas, property type ke liye mera jawab hai: cash and cards from my bag.",cash and cards from my bag,text,property_type,cash and cards from my bag,approximate,False,False,False,0.60,0.84,True,REV111
ANS000444,Q000444_hiLatn,NAR000050_EN,hi-Latn,"armed robbery Fuel station par 2023-04-15 ko 09:37 ke aas-paas, property type ke liye mera answer hai: cash and cards from my bag.",cash and cards from my bag,text,property_type,cash and cards from my bag,approximate,False,False,False,0.60,0.84,True,REV111
ANS000445,Q000445_en,NAR000050_EN,en,"For the armed robbery at Fuel station on 2023-04-15 around 09:37, my answer for property description is: cash and cards from my bag.",cash and cards from my bag,text,property_description,cash and cards from my bag,approximate,False,False,False,0.60,0.84,True,REV111
ANS000446,Q000446_hi,NAR000050_EN,hi,"armed robbery Fuel station par 2023-04-15 ko 09:37 ke aas-paas, property description ke liye mera jawab hai: cash and cards from my bag.",cash and cards from my bag,text,property_description,cash and cards from my bag,approximate,False,False,False,0.60,0.84,True,REV111
ANS000447,Q000447_hiLatn,NAR000050_EN,hi-Latn,"armed robbery Fuel station par 2023-04-15 ko 09:37 ke aas-paas, property description ke liye mera answer hai: cash and cards from my bag.",cash and cards from my bag,text,property_description,cash and cards from my bag,approximate,False,False,False,0.60,0.84,True,REV111
ANS000448,Q000448_en,NAR000050_EN,en,"For the armed robbery at Fuel station on 2023-04-15 around 09:37, my answer for ownership information is: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV111
ANS000449,Q000449_hi,NAR000050_EN,hi,"armed robbery Fuel station par 2023-04-15 ko 09:37 ke aas-paas, ownership information ke liye mera jawab hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV111
ANS000450,Q000450_hiLatn,NAR000050_EN,hi-Latn,"armed robbery Fuel station par 2023-04-15 ko 09:37 ke aas-paas, ownership information ke liye mera answer hai: I can show possession through receipts, photos, or property documents.","i can show possession through receipts, photos, or property documents",text,ownership_information,"I can show possession through receipts, photos, or property documents",certain,False,False,False,0.35,0.67,True,REV111
ANS000451,Q000451_en,NAR000050_EN,en,"For the armed robbery at Fuel station on 2023-04-15 around 09:37, my answer for suspect description is: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,suspect_description,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV111
ANS000452,Q000452_hi,NAR000050_EN,hi,"armed robbery Fuel station par 2023-04-15 ko 09:37 ke aas-paas, suspect description ke liye mera jawab hai: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,suspect_description,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV111
ANS000453,Q000453_hiLatn,NAR000050_EN,hi-Latn,"armed robbery Fuel station par 2023-04-15 ko 09:37 ke aas-paas, suspect description ke liye mera answer hai: I do not know the full identity, but I can describe the person.","i do not know the full identity, but i can describe the person",text,suspect_description,"I do not know the full identity, but I can describe the person",certain,False,True,False,0.55,0.87,True,REV111
ANS000454,Q000454_en,NAR000051_EN,en,"For the breach of employment contract at Online platform on 2023-04-16 around 02:40, my answer for employment documents is: I have some emails and employment records, but not every document.","i have some emails and employment records, but not every document",text,employment_documents,"I have some emails and employment records, but not every document",approximate,False,False,False,0.55,0.79,True,REV364
ANS000455,Q000455_hi,NAR000051_EN,hi,"breach of employment contract Online platform par 2023-04-16 ko 02:40 ke aas-paas, employment documents ke liye mera jawab hai: I have some emails and employment records, but not every document.","i have some emails and employment records, but not every document",text,employment_documents,"I have some emails and employment records, but not every document",approximate,False,False,False,0.55,0.79,True,REV364
ANS000456,Q000456_hiLatn,NAR000051_EN,hi-Latn,"breach of employment contract Online platform par 2023-04-16 ko 02:40 ke aas-paas, employment documents ke liye mera answer hai: I have some emails and employment records, but not every document.","i have some emails and employment records, but not every document",text,employment_documents,"I have some emails and employment records, but not every document",approximate,False,False,False,0.55,0.79,True,REV364
ANS000457,Q000457_en,NAR000051_EN,en,"For the breach of employment contract at Online platform on 2023-04-16 around 02:40, my answer for internal complaint status is: no.",no,boolean,internal_complaint_status,no,certain,True,False,False,0.55,0.87,True,REV364
ANS000458,Q000458_hi,NAR000051_EN,hi,"breach of employment contract Online platform par 2023-04-16 ko 02:40 ke aas-paas, internal complaint status ke liye mera jawab hai: no.",no,boolean,internal_complaint_status,no,certain,True,False,False,0.55,0.87,True,REV364
ANS000459,Q000459_hiLatn,NAR000051_EN,hi-Latn,"breach of employment contract Online platform par 2023-04-16 ko 02:40 ke aas-paas, internal complaint status ke liye mera answer hai: no.",no,boolean,internal_complaint_status,no,certain,True,False,False,0.55,0.87,True,REV364
ANS000460,Q000460_en,NAR000052_EN,en,"For the safe working conditions violation at Factory on 2023-04-19 around 02:15, my answer for employment documents is: I have some emails and employment records, but not every document.","i have some emails and employment records, but not every document",text,employment_documents,"I have some emails and employment records, but not every document",approximate,False,False,False,0.55,0.79,True,REV930
ANS000461,Q000461_hi,NAR000052_EN,hi,"safe working conditions violation Factory par 2023-04-19 ko 02:15 ke aas-paas, employment documents ke liye mera jawab hai: I have some emails and employment records, but not every document.","i have some emails and employment records, but not every document",text,employment_documents,"I have some emails and employment records, but not every document",approximate,False,False,False,0.55,0.79,True,REV930
ANS000462,Q000462_hiLatn,NAR000052_EN,hi-Latn,"safe working conditions violation Factory par 2023-04-19 ko 02:15 ke aas-paas, employment documents ke liye mera answer hai: I have some emails and employment records, but not every document.","i have some emails and employment records, but not every document",text,employment_documents,"I have some emails and employment records, but not every document",approximate,False,False,False,0.55,0.79,True,REV930
ANS000463,Q000463_en,NAR000052_EN,en,"For the safe working conditions violation at Factory on 2023-04-19 around 02:15, my answer for internal complaint status is: no.",no,boolean,internal_complaint_status,no,certain,True,False,False,0.55,0.87,True,REV930
ANS000464,Q000464_hi,NAR000052_EN,hi,"safe working conditions violation Factory par 2023-04-19 ko 02:15 ke aas-paas, internal complaint status ke liye mera jawab hai: no.",no,boolean,internal_complaint_status,no,certain,True,False,False,0.55,0.87,True,REV930
ANS000465,Q000465_hiLatn,NAR000052_EN,hi-Latn,"safe working conditions violation Factory par 2023-04-19 ko 02:15 ke aas-paas, internal complaint status ke liye mera answer hai: no.",no,boolean,internal_complaint_status,no,certain,True,False,False,0.55,0.87,True,REV930
ANS000466,Q000466_en,NAR000053_EN,en,"For the defective product delivery at House on 2023-04-19 around 01:19, my answer for product or service is: delivered electronic item.",delivered electronic item,text,product_or_service,delivered electronic item,approximate,False,False,False,0.60,0.84,True,REV931
ANS000467,Q000467_hi,NAR000053_EN,hi,"defective product delivery House par 2023-04-19 ko 01:19 ke aas-paas, product or service ke liye mera jawab hai: delivered electronic item.",delivered electronic item,text,product_or_service,delivered electronic item,approximate,False,False,False,0.60,0.84,True,REV931
ANS000468,Q000468_hiLatn,NAR000053_EN,hi-Latn,"defective product delivery House par 2023-04-19 ko 01:19 ke aas-paas, product or service ke liye mera answer hai: delivered electronic item.",delivered electronic item,text,product_or_service,delivered electronic item,approximate,False,False,False,0.60,0.84,True,REV931
ANS000469,Q000469_en,NAR000053_EN,en,"For the defective product delivery at House on 2023-04-19 around 01:19, my answer for refund or remedy requested is: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV931
ANS000470,Q000470_hi,NAR000053_EN,hi,"defective product delivery House par 2023-04-19 ko 01:19 ke aas-paas, refund or remedy requested ke liye mera jawab hai: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV931
ANS000471,Q000471_hiLatn,NAR000053_EN,hi-Latn,"defective product delivery House par 2023-04-19 ko 01:19 ke aas-paas, refund or remedy requested ke liye mera answer hai: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV931
ANS000472,Q000472_en,NAR000053_EN,en,"For the defective product delivery at House on 2023-04-19 around 01:19, my answer for evidence available is: I have the payment screenshot and chat with the seller.",i have the payment screenshot and chat with the seller,text,evidence_available,I have the payment screenshot and chat with the seller,certain,False,False,False,0.55,0.87,True,REV931
ANS000473,Q000473_hi,NAR000053_EN,hi,"defective product delivery House par 2023-04-19 ko 01:19 ke aas-paas, evidence available ke liye mera jawab hai: I have the payment screenshot and chat with the seller.",i have the payment screenshot and chat with the seller,text,evidence_available,I have the payment screenshot and chat with the seller,certain,False,False,False,0.55,0.87,True,REV931
ANS000474,Q000474_hiLatn,NAR000053_EN,hi-Latn,"defective product delivery House par 2023-04-19 ko 01:19 ke aas-paas, evidence available ke liye mera answer hai: I have the payment screenshot and chat with the seller.",i have the payment screenshot and chat with the seller,text,evidence_available,I have the payment screenshot and chat with the seller,certain,False,False,False,0.55,0.87,True,REV931
ANS000475,Q000475_en,NAR000054_EN,en,"For the vehicle theft at Parking lot on 2023-04-20 around 16:28, my answer for property type is: parked vehicle.",parked vehicle,text,property_type,parked vehicle,approximate,False,False,False,0.60,0.84,True,REV193
ANS000476,Q000476_hi,NAR000054_EN,hi,"vehicle theft Parking lot par 2023-04-20 ko 16:28 ke aas-paas, property type ke liye mera jawab hai: parked vehicle.",parked vehicle,text,property_type,parked vehicle,approximate,False,False,False,0.60,0.84,True,REV193
ANS000477,Q000477_hiLatn,NAR000054_EN,hi-Latn,"vehicle theft Parking lot par 2023-04-20 ko 16:28 ke aas-paas, property type ke liye mera answer hai: parked vehicle.",parked vehicle,text,property_type,parked vehicle,approximate,False,False,False,0.60,0.84,True,REV193
ANS000478,Q000478_en,NAR000054_EN,en,"For the vehicle theft at Parking lot on 2023-04-20 around 16:28, my answer for property description is: parked vehicle.",parked vehicle,text,property_description,parked vehicle,approximate,False,False,False,0.60,0.84,True,REV193
ANS000479,Q000479_hi,NAR000054_EN,hi,"vehicle theft Parking lot par 2023-04-20 ko 16:28 ke aas-paas, property description ke liye mera jawab hai: parked vehicle.",parked vehicle,text,property_description,parked vehicle,approximate,False,False,False,0.60,0.84,True,REV193
