relation_id,narrative_id,event_id_1,event_id_2,relation_type,relation_certainty,source_text,gold_order,annotator_id,reviewer_id
REL000140,NAR000140_EN,EVT000140_001,EVT000140_002,BEFORE,certain,I want to report an incident.,EVT000140_001 precedes EVT000140_002,REL_ANN_001,REV569
REL000141,NAR000141_EN,EVT000141_001,EVT000141_002,BEFORE,certain,I want to report an incident.,EVT000141_001 precedes EVT000141_002,REL_ANN_001,REV688
REL000142,NAR000142_EN,EVT000142_001,EVT000142_002,BEFORE,certain,I want to report an incident.,EVT000142_001 precedes EVT000142_002,REL_ANN_001,REV616
REL000143,NAR000143_EN,EVT000143_001,EVT000143_002,BEFORE,certain,I want to report an incident.,EVT000143_001 precedes EVT000143_002,REL_ANN_001,REV136
REL000144,NAR000144_EN,EVT000144_001,EVT000144_002,BEFORE,certain,I want to report an incident.,EVT000144_001 precedes EVT000144_002,REL_ANN_001,REV888
REL000145,NAR000145_EN,EVT000145_001,EVT000145_002,BEFORE,certain,I want to report an incident.,EVT000145_001 precedes EVT000145_002,REL_ANN_001,REV793
REL000146,NAR000146_EN,EVT000146_001,EVT000146_002,BEFORE,certain,I want to report an incident.,EVT000146_001 precedes EVT000146_002,REL_ANN_001,REV161
REL000147,NAR000147_EN,EVT000147_001,EVT000147_002,BEFORE,certain,I want to report an incident.,EVT000147_001 precedes EVT000147_002,REL_ANN_001,REV438
REL000148,NAR000148_EN,EVT000148_001,EVT000148_002,BEFORE,certain,I want to report an incident.,EVT000148_001 precedes EVT000148_002,REL_ANN_001,REV978
REL000149,NAR000149_EN,EVT000149_001,EVT000149_002,BEFORE,certain,I want to report an incident.,EVT000149_001 precedes EVT000149_002,REL_ANN_001,REV916
REL000150,NAR000150_EN,EVT000150_001,EVT000150_002,CAUSES,certain,The collision or blockage led to structural vehicular property damage and caused a severe traffic bottleneck requiring immediate clearing.,EVT000150_001 causes EVT000150_002,REL_ANN_001,REV903
REL000151,NAR000151_EN,EVT000151_001,EVT000151_002,BEFORE,certain,I want to report an incident.,EVT000151_001 precedes EVT000151_002,REL_ANN_001,REV555
REL000152,NAR000152_EN,EVT000152_001,EVT000152_002,BEFORE,certain,I want to report an incident.,EVT000152_001 precedes EVT000152_002,REL_ANN_001,REV232
REL000153,NAR000153_EN,EVT000153_001,EVT000153_002,BEFORE,certain,I want to report an incident.,EVT000153_001 precedes EVT000153_002,REL_ANN_001,REV533
REL000154,NAR000154_EN,EVT000154_001,EVT000154_002,BEFORE,certain,I want to report an incident.,EVT000154_001 precedes EVT000154_002,REL_ANN_001,REV676
REL000155,NAR000155_EN,EVT000155_001,EVT000155_002,BEFORE,certain,I want to report an incident.,EVT000155_001 precedes EVT000155_002,REL_ANN_001,REV950
REL000156,NAR000156_EN,EVT000156_001,EVT000156_002,BEFORE,certain,I want to report an incident.,EVT000156_001 precedes EVT000156_002,REL_ANN_001,REV494
REL000157,NAR000157_EN,EVT000157_001,EVT000157_002,BEFORE,certain,I want to report an incident.,EVT000157_001 precedes EVT000157_002,REL_ANN_001,REV911
REL000158,NAR000158_EN,EVT000158_001,EVT000158_002,BEFORE,certain,I want to report an incident.,EVT000158_001 precedes EVT000158_002,REL_ANN_001,REV868
REL000159,NAR000159_EN,EVT000159_001,EVT000159_002,BEFORE,certain,I want to report an incident.,EVT000159_001 precedes EVT000159_002,REL_ANN_001,REV565
REL000160,NAR000160_EN,EVT000160_001,EVT000160_002,BEFORE,certain,I want to report an incident.,EVT000160_001 precedes EVT000160_002,REL_ANN_001,REV406
REL000161,NAR000161_EN,EVT000161_001,EVT000161_002,BEFORE,certain,I want to report an incident.,EVT000161_001 precedes EVT000161_002,REL_ANN_001,REV935
REL000162,NAR000162_EN,EVT000162_001,EVT000162_002,BEFORE,certain,I want to report an incident.,EVT000162_001 precedes EVT000162_002,REL_ANN_001,REV874
REL000163,NAR000163_EN,EVT000163_001,EVT000163_002,BEFORE,certain,I want to report an incident.,EVT000163_001 precedes EVT000163_002,REL_ANN_001,REV362
REL000164,NAR000164_EN,EVT000164_001,EVT000164_002,BEFORE,certain,I want to report an incident.,EVT000164_001 precedes EVT000164_002,REL_ANN_001,REV214
REL000165,NAR000165_EN,EVT000165_001,EVT000165_002,BEFORE,certain,I want to report an incident.,EVT000165_001 precedes EVT000165_002,REL_ANN_001,REV547
REL000166,NAR000166_EN,EVT000166_001,EVT000166_002,BEFORE,certain,I want to report an incident.,EVT000166_001 precedes EVT000166_002,REL_ANN_001,REV678
REL000167,NAR000167_EN,EVT000167_001,EVT000167_002,BEFORE,certain,I want to report an incident.,EVT000167_001 precedes EVT000167_002,REL_ANN_001,REV408
REL000168,NAR000168_EN,EVT000168_001,EVT000168_002,BEFORE,certain,I want to report an incident.,EVT000168_001 precedes EVT000168_002,REL_ANN_001,REV738
REL000169,NAR000169_EN,EVT000169_001,EVT000169_002,BEFORE,certain,I want to report an incident.,EVT000169_001 precedes EVT000169_002,REL_ANN_001,REV523
REL000170,NAR000170_EN,EVT000170_001,EVT000170_002,BEFORE,certain,I want to report an incident.,EVT000170_001 precedes EVT000170_002,REL_ANN_001,REV654
REL000171,NAR000171_EN,EVT000171_001,EVT000171_002,BEFORE,certain,I want to report an incident.,EVT000171_001 precedes EVT000171_002,REL_ANN_001,REV485
REL000172,NAR000172_EN,EVT000172_001,EVT000172_002,BEFORE,certain,I want to report an incident.,EVT000172_001 precedes EVT000172_002,REL_ANN_001,REV454
REL000173,NAR000173_EN,EVT000173_001,EVT000173_002,BEFORE,certain,I want to report an incident.,EVT000173_001 precedes EVT000173_002,REL_ANN_001,REV499
REL000174,NAR000174_EN,EVT000174_001,EVT000174_002,BEFORE,certain,I want to report an incident.,EVT000174_001 precedes EVT000174_002,REL_ANN_001,REV187
REL000175,NAR000175_EN,EVT000175_001,EVT000175_002,BEFORE,certain,I want to report an incident.,EVT000175_001 precedes EVT000175_002,REL_ANN_001,REV205
REL000176,NAR000176_EN,EVT000176_001,EVT000176_002,BEFORE,certain,I want to report an incident.,EVT000176_001 precedes EVT000176_002,REL_ANN_001,REV330
REL000177,NAR000177_EN,EVT000177_001,EVT000177_002,BEFORE,certain,I want to report an incident.,EVT000177_001 precedes EVT000177_002,REL_ANN_001,REV237
REL000178,NAR000178_EN,EVT000178_001,EVT000178_002,BEFORE,certain,I want to report an incident.,EVT000178_001 precedes EVT000178_002,REL_ANN_001,REV954
REL000179,NAR000179_EN,EVT000179_001,EVT000179_002,BEFORE,certain,I want to report an incident.,EVT000179_001 precedes EVT000179_002,REL_ANN_001,REV750
REL000180,NAR000180_EN,EVT000180_001,EVT000180_002,BEFORE,certain,I want to report an incident.,EVT000180_001 precedes EVT000180_002,REL_ANN_001,REV261
REL000181,NAR000181_EN,EVT000181_001,EVT000181_002,BEFORE,certain,I want to report an incident.,EVT000181_001 precedes EVT000181_002,REL_ANN_001,REV598
REL000182,NAR000182_EN,EVT000182_001,EVT000182_002,BEFORE,certain,I want to report an incident.,EVT000182_001 precedes EVT000182_002,REL_ANN_001,REV209
REL000183,NAR000183_EN,EVT000183_001,EVT000183_002,BEFORE,certain,I want to report an incident.,EVT000183_001 precedes EVT000183_002,REL_ANN_001,REV678
REL000184,NAR000184_EN,EVT000184_001,EVT000184_002,BEFORE,certain,I want to report an incident.,EVT000184_001 precedes EVT000184_002,REL_ANN_001,REV398
REL000185,NAR000185_EN,EVT000185_001,EVT000185_002,BEFORE,certain,I want to report an incident.,EVT000185_001 precedes EVT000185_002,REL_ANN_001,REV667
REL000186,NAR000186_EN,EVT000186_001,EVT000186_002,BEFORE,certain,I want to report an incident.,EVT000186_001 precedes EVT000186_002,REL_ANN_001,REV945
REL000187,NAR000187_EN,EVT000187_001,EVT000187_002,BEFORE,certain,I want to report an incident.,EVT000187_001 precedes EVT000187_002,REL_ANN_001,REV475
REL000188,NAR000188_EN,EVT000188_001,EVT000188_002,BEFORE,certain,I want to report an incident.,EVT000188_001 precedes EVT000188_002,REL_ANN_001,REV180
REL000189,NAR000189_EN,EVT000189_001,EVT000189_002,BEFORE,certain,I want to report an incident.,EVT000189_001 precedes EVT000189_002,REL_ANN_001,REV319
REL000190,NAR000190_EN,EVT000190_001,EVT000190_002,BEFORE,certain,I want to report an incident.,EVT000190_001 precedes EVT000190_002,REL_ANN_001,REV257
REL000191,NAR000191_EN,EVT000191_001,EVT000191_002,BEFORE,certain,I want to report an incident.,EVT000191_001 precedes EVT000191_002,REL_ANN_001,REV689
REL000192,NAR000192_EN,EVT000192_001,EVT000192_002,BEFORE,certain,I want to report an incident.,EVT000192_001 precedes EVT000192_002,REL_ANN_001,REV378
REL000193,NAR000193_EN,EVT000193_001,EVT000193_002,BEFORE,certain,I want to report an incident.,EVT000193_001 precedes EVT000193_002,REL_ANN_001,REV382
REL000194,NAR000194_EN,EVT000194_001,EVT000194_002,BEFORE,certain,I want to report an incident.,EVT000194_001 precedes EVT000194_002,REL_ANN_001,REV868
REL000195,NAR000195_EN,EVT000195_001,EVT000195_002,BEFORE,certain,I want to report an incident.,EVT000195_001 precedes EVT000195_002,REL_ANN_001,REV203
REL000196,NAR000196_EN,EVT000196_001,EVT000196_002,BEFORE,certain,I want to report an incident.,EVT000196_001 precedes EVT000196_002,REL_ANN_001,REV335
REL000197,NAR000197_EN,EVT000197_001,EVT000197_002,BEFORE,certain,I want to report an incident.,EVT000197_001 precedes EVT000197_002,REL_ANN_001,REV791
REL000198,NAR000198_EN,EVT000198_001,EVT000198_002,BEFORE,certain,I want to report an incident.,EVT000198_001 precedes EVT000198_002,REL_ANN_001,REV953
REL000199,NAR000199_EN,EVT000199_001,EVT000199_002,BEFORE,certain,I want to report an incident.,EVT000199_001 precedes EVT000199_002,REL_ANN_001,REV297
REL000200,NAR000200_EN,EVT000200_001,EVT000200_002,BEFORE,certain,I want to report an incident.,EVT000200_001 precedes EVT000200_002,REL_ANN_001,REV640
REL000201,NAR000201_EN,EVT000201_001,EVT000201_002,BEFORE,certain,"Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding identity theft that targets my system.",EVT000201_001 precedes EVT000201_002,REL_ANN_001,REV599
REL000202,NAR000202_EN,EVT000202_001,EVT000202_002,BEFORE,probable,"When I confronted them about this blatant land encroachment, they straight up threatened me and refused to move back.",EVT000202_001 precedes EVT000202_002,REL_ANN_001,REV663
REL000203,NAR000203_EN,EVT000203_001,EVT000203_002,BEFORE,probable,guys please help they are trying to take over the Plot right now!!,EVT000203_001 precedes EVT000203_002,REL_ANN_001,REV160
REL000204,NAR000204_EN,EVT000204_001,EVT000204_002,BEFORE,probable,"The system administrator observed anomalous traffic originating from unauthorized servers around 07:12, confirming a systemwide cyberstalking.",EVT000204_001 precedes EVT000204_002,REL_ANN_001,REV742
REL000205,NAR000205_EN,EVT000205_001,EVT000205_002,BEFORE,probable,"So I was waiting at the apartment around 12:20 today for my scheduled meeting, when my ex turned up and started an absolute argument over our child custody dispute.",EVT000205_001 precedes EVT000205_002,REL_ANN_001,REV456
REL000206,NAR000206_EN,EVT000206_001,EVT000206_002,BEFORE,certain,The conflict reportedly originated from long-standing domestic pressures and rapidly intensified into aggressive behavior around 17:57.,EVT000206_001 precedes EVT000206_002,REL_ANN_001,REV684
REL000207,NAR000207_EN,EVT000207_001,EVT000207_002,FOLLOWS,certain,Corporate payroll and logs have been requested..,EVT000207_001 precedes EVT000207_002,REL_ANN_001,REV236
REL000208,NAR000208_EN,EVT000208_001,EVT000208_002,BEFORE,probable,Relevant documentation has been requested for family court presentation..,EVT000208_001 precedes EVT000208_002,REL_ANN_001,REV971
REL000209,NAR000209_EN,EVT000209_001,EVT000209_002,BEFORE,probable,The observer witnessed an intense disagreement between the management and an employee inside the workplace around 23:44.,EVT000209_001 precedes EVT000209_002,REL_ANN_001,REV458
REL000210,NAR000210_EN,EVT000210_001,EVT000210_002,BEFORE,certain,"Several individuals were actively contesting an instance of land encroachment, with local residents stepping in to prevent physical escalation before authorities were notified..",EVT000210_001 precedes EVT000210_002,REL_ANN_001,REV223
REL000211,NAR000211_EN,EVT000211_001,EVT000211_002,BEFORE,probable,"So I was just standing at the bank around 23:33 yesterday, checking my phone, when this guy suddenly rushed past me and grabbed my belongings out of nowhere!",EVT000211_001 precedes EVT000211_002,REL_ANN_001,REV324
REL000212,NAR000212_EN,EVT000212_001,EVT000212_002,BEFORE,probable,"Shortly after, they approached the victim from behind, forcefully committed shopbreaking, and fled the scene on a two-wheeler heading north..",EVT000212_001 precedes EVT000212_002,REL_ANN_001,REV535
REL000213,NAR000213_EN,EVT000213_001,EVT000213_002,BEFORE,certain,Property loss reported.,EVT000213_001 precedes EVT000213_002,REL_ANN_001,REV630
REL000214,NAR000214_EN,EVT000214_001,EVT000214_002,BEFORE,probable,A transactional incident concerning refusal of service refund broke out at the local online platform at 01:13.,EVT000214_001 precedes EVT000214_002,REL_ANN_001,REV224
REL000215,NAR000215_EN,EVT000215_001,EVT000215_002,BEFORE,probable,please call someone or come over i am hiding in the washroom right now text me back please.,EVT000215_001 precedes EVT000215_002,REL_ANN_001,REV950
REL000216,NAR000216_EN,EVT000216_001,EVT000216_002,FOLLOWS,certain,Digital logs preserved for forensic analysis..,EVT000216_001 precedes EVT000216_002,REL_ANN_001,REV913
REL000217,NAR000217_EN,EVT000217_001,EVT000217_002,BEFORE,probable,"On the date of 2026-06-29, a major civil friction classified under child custody dispute escalated during a familial meeting at the designated house at approximately 22:48 hours.",EVT000217_001 precedes EVT000217_002,REL_ANN_001,REV643
REL000218,NAR000218_EN,EVT000218_001,EVT000218_002,BEFORE,probable,Medical examination conducted where applicable..,EVT000218_001 precedes EVT000218_002,REL_ANN_001,REV684
REL000219,NAR000219_EN,EVT000219_001,EVT000219_002,BEFORE,certain,"Emergency services were notified subsequently, initiating a localized investigation into the security vulnerabilities of this particular jurisdiction..",EVT000219_001 precedes EVT000219_002,REL_ANN_001,REV349
REL000220,NAR000220_EN,EVT000220_001,EVT000220_002,BEFORE,probable,An incident involving sudden verbal intimidation broke out at the residential street around 20:57.,EVT000220_001 precedes EVT000220_002,REL_ANN_001,REV590
REL000221,NAR000221_EN,EVT000221_001,EVT000221_002,BEFORE,probable,hey guys warning someone hacked my account via ransomware attack just now around 15:19!!,EVT000221_001 precedes EVT000221_002,REL_ANN_001,REV917
REL000222,NAR000222_EN,EVT000222_001,EVT000222_002,BEFORE,probable,guys please help they are trying to take over the Shop right now!!,EVT000222_001 precedes EVT000222_002,REL_ANN_001,REV569
REL000223,NAR000223_EN,EVT000223_001,EVT000223_002,BEFORE,probable,Medical examination conducted where applicable..,EVT000223_001 precedes EVT000223_002,REL_ANN_001,REV817
REL000224,NAR000224_EN,EVT000224_001,EVT000224_002,BEFORE,certain,"Dear Legal Counsel / Mediation Cell, I am writing to formally report a non-compliance issue regarding our ongoing restitution of conjugal rights at the residence.",EVT000224_001 precedes EVT000224_002,REL_ANN_001,REV806
REL000225,NAR000225_EN,EVT000225_001,EVT000225_002,BEFORE,certain,"Dear Legal Counsel / Mediation Cell, I am writing to formally report a non-compliance issue regarding our ongoing divorce proceedings conflict at the residence.",EVT000225_001 precedes EVT000225_002,REL_ANN_001,REV773
REL000226,NAR000226_EN,EVT000226_001,EVT000226_002,BEFORE,certain,"Several individuals were actively contesting an instance of boundary wall dispute, with local residents stepping in to prevent physical escalation before authorities were notified..",EVT000226_001 precedes EVT000226_002,REL_ANN_001,REV112
REL000227,NAR000227_EN,EVT000227_001,EVT000227_002,BEFORE,certain,"Dear Legal Counsel / Mediation Cell, I am writing to formally report a non-compliance issue regarding our ongoing restitution of conjugal rights at the residence.",EVT000227_001 precedes EVT000227_002,REL_ANN_001,REV143
REL000228,NAR000228_EN,EVT000228_001,EVT000228_002,BEFORE,probable,"On the date of 2026-07-09, a major civil friction classified under guardianship dispute escalated during a familial meeting at the designated apartment at approximately 01:47 hours.",EVT000228_001 precedes EVT000228_002,REL_ANN_001,REV287
REL000229,NAR000229_EN,EVT000229_001,EVT000229_002,BEFORE,probable,Medical examination conducted where applicable..,EVT000229_001 precedes EVT000229_002,REL_ANN_001,REV475
REL000230,NAR000230_EN,EVT000230_001,EVT000230_002,BEFORE,probable,"Dear Nodal Officer / Bank Authority, I am writing to formally log an emergency grievance regarding an severe case of insurance claim fraud executed against my portfolio through the Office.",EVT000230_001 precedes EVT000230_002,REL_ANN_001,REV346
REL000231,NAR000231_EN,EVT000231_001,EVT000231_002,BEFORE,probable,"Dear Management, I am writing to formally log a grievance regarding a distressing incident of online harassment & threats that occurred today at approximately 23:25 within the Social media.",EVT000231_001 precedes EVT000231_002,REL_ANN_001,REV903
REL000232,NAR000232_EN,EVT000232_001,EVT000232_002,BEFORE,probable,"When I confronted them about this blatant tenant-landlord conflict, they straight up threatened me and refused to move back.",EVT000232_001 precedes EVT000232_002,REL_ANN_001,REV790
REL000233,NAR000233_EN,EVT000233_001,EVT000233_002,BEFORE,certain,The conflict reportedly originated from long-standing domestic pressures and rapidly intensified into aggressive behavior around 06:19.,EVT000233_001 precedes EVT000233_002,REL_ANN_001,REV241
REL000234,NAR000234_EN,EVT000234_001,EVT000234_002,BEFORE,certain,anyone nearby please help or tell me where the nearest police booth is asap!!,EVT000234_001 precedes EVT000234_002,REL_ANN_001,REV847
REL000235,NAR000235_EN,EVT000235_001,EVT000235_002,BEFORE,certain,"Dear Authority, I am writing to formally lodge a complaint regarding a armed robbery incident that transpired at the Highway on 2026-06-20.",EVT000235_001 precedes EVT000235_002,REL_ANN_001,REV799
REL000236,NAR000236_EN,EVT000236_001,EVT000236_002,BEFORE,probable,Medical examination conducted where applicable..,EVT000236_001 precedes EVT000236_002,REL_ANN_001,REV576
REL000237,NAR000237_EN,EVT000237_001,EVT000237_002,BEFORE,probable,It completely blocked my path and nobody around seemed to know who to call to get it fixed or sorted out.,EVT000237_001 precedes EVT000237_002,REL_ANN_001,REV123
REL000238,NAR000238_EN,EVT000238_001,EVT000238_002,FOLLOWS,certain,Corporate payroll and logs have been requested..,EVT000238_001 precedes EVT000238_002,REL_ANN_001,REV805
REL000239,NAR000239_EN,EVT000239_001,EVT000239_002,BEFORE,certain,Complainant registers a general municipal or public service notification regarding public nuisance dispute at the location of park.,EVT000239_001 precedes EVT000239_002,REL_ANN_001,REV421
REL000240,NAR000240_EN,EVT000240_001,EVT000240_002,BEFORE,probable,The observer witnessed an intense disagreement between the management and an employee inside the shop around 18:05.,EVT000240_001 precedes EVT000240_002,REL_ANN_001,REV144
REL000241,NAR000241_EN,EVT000241_001,EVT000241_002,BEFORE,certain,"A driver committed a blatant hit and run collision, resulting in an immediate vehicle collision and a heated argument between the affected commuters before police arrived..",EVT000241_001 precedes EVT000241_002,REL_ANN_001,REV115
REL000242,NAR000242_EN,EVT000242_001,EVT000242_002,BEFORE,probable,It completely blocked my path and nobody around seemed to know who to call to get it fixed or sorted out.,EVT000242_001 precedes EVT000242_002,REL_ANN_001,REV934
REL000243,NAR000243_EN,EVT000243_001,EVT000243_002,BEFORE,probable,hey guys warning if u are passing by the Road right now!!,EVT000243_001 precedes EVT000243_002,REL_ANN_001,REV313
REL000244,NAR000244_EN,EVT000244_001,EVT000244_002,BEFORE,probable,"On the date of 2026-07-13, an advanced threat actor initiated an exploit categorized under ransomware attack targeting remote infrastructures at approximately 20:44.",EVT000244_001 precedes EVT000244_002,REL_ANN_001,REV767
REL000245,NAR000245_EN,EVT000245_001,EVT000245_002,BEFORE,probable,"On the date of 2026-06-24, an advanced threat actor initiated an exploit categorized under identity theft targeting remote infrastructures at approximately 15:26.",EVT000245_001 precedes EVT000245_002,REL_ANN_001,REV691
REL000246,NAR000246_EN,EVT000246_001,EVT000246_002,BEFORE,probable,A family civil dispute categorized as alimony and maintenance claim manifested within a private residence at 12:08.,EVT000246_001 precedes EVT000246_002,REL_ANN_001,REV744
REL000247,NAR000247_EN,EVT000247_001,EVT000247_002,BEFORE,certain,"Dear Authority, I am writing to formally lodge a complaint regarding a armed robbery incident that transpired at the Jewelry shop on 2026-07-16.",EVT000247_001 precedes EVT000247_002,REL_ANN_001,REV928
REL000248,NAR000248_EN,EVT000248_001,EVT000248_002,BEFORE,certain,"Dear Revenue Officer / Police Commissioner, I am writing to register an urgent complaint regarding a critical instance of inheritance property claim affecting my House.",EVT000248_001 precedes EVT000248_002,REL_ANN_001,REV278
REL000249,NAR000249_EN,EVT000249_001,EVT000249_002,BEFORE,probable,An incident of online banking fraud compromised security systems across the specified Online platform at 05:17.,EVT000249_001 precedes EVT000249_002,REL_ANN_001,REV181
REL000250,NAR000250_EN,EVT000250_001,EVT000250_002,BEFORE,probable,pls help someone is targeting me with online harassment & threats right now at the Online platform!!,EVT000250_001 precedes EVT000250_002,REL_ANN_001,REV382
REL000251,NAR000251_EN,EVT000251_001,EVT000251_002,BEFORE,certain,"Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding phishing scam that targets my system.",EVT000251_001 precedes EVT000251_002,REL_ANN_001,REV358
REL000252,NAR000252_EN,EVT000252_001,EVT000252_002,BEFORE,certain,The bystander reported observing a heated argument developing near the bar/pub around 03:04.,EVT000252_001 precedes EVT000252_002,REL_ANN_001,REV788
REL000253,NAR000253_EN,EVT000253_001,EVT000253_002,BEFORE,certain,"Dear Consumer Forum Support, I am writing to formally register a merchant complaint regarding a severe instance of overcharging and hidden fees that occurred at Shop on 2026-06-27 at 13:47 hours.",EVT000253_001 precedes EVT000253_002,REL_ANN_001,REV985
REL000254,NAR000254_EN,EVT000254_001,EVT000254_002,BEFORE,certain,Property loss reported.,EVT000254_001 precedes EVT000254_002,REL_ANN_001,REV690
REL000255,NAR000255_EN,EVT000255_001,EVT000255_002,BEFORE,probable,"On the date of 2026-06-23, a formal consumer conflict classified as refusal of service refund manifested during a commercial interaction at the designated online platform around 02:12.",EVT000255_001 precedes EVT000255_002,REL_ANN_001,REV587
REL000256,NAR000256_EN,EVT000256_001,EVT000256_002,BEFORE,probable,"I was just minding my own business at the house around 20:58, when this aggressive person started shouting at me out of nowhere.",EVT000256_001 precedes EVT000256_002,REL_ANN_001,REV700
REL000257,NAR000257_EN,EVT000257_001,EVT000257_002,BEFORE,probable,"hey guys, my ex just blocked me from seeing the kids / resolving the guardianship dispute at the Hostel around 10:53 today.",EVT000257_001 precedes EVT000257_002,REL_ANN_001,REV141
REL000258,NAR000258_EN,EVT000258_001,EVT000258_002,BEFORE,probable,It happened again at home around 08:28.,EVT000258_001 precedes EVT000258_002,REL_ANN_001,REV510
REL000259,NAR000259_EN,EVT000259_001,EVT000259_002,BEFORE,probable,pls help someone is targeting me with physical altercation right now at the Bar/Pub!!,EVT000259_001 precedes EVT000259_002,REL_ANN_001,REV279
REL000260,NAR000260_EN,EVT000260_001,EVT000260_002,BEFORE,probable,"The argument was explicitly regarding a severe case of alimony and maintenance claim, with both sides loudly contesting rights before local residents requested calm..",EVT000260_001 precedes EVT000260_002,REL_ANN_001,REV400
REL000261,NAR000261_EN,EVT000261_001,EVT000261_002,BEFORE,probable,"I've been working at this online platform for months, and around 05:00 yesterday, things hit a breaking point with a massive breach of employment contract.",EVT000261_001 precedes EVT000261_002,REL_ANN_001,REV379
REL000262,NAR000262_EN,EVT000262_001,EVT000262_002,BEFORE,probable,"So I was waiting at the apartment around 09:36 today for my scheduled meeting, when my ex turned up and started an absolute argument over our restitution of conjugal rights.",EVT000262_001 precedes EVT000262_002,REL_ANN_001,REV564
REL000263,NAR000263_EN,EVT000263_001,EVT000263_002,BEFORE,probable,"Local emergency response teams arrived on site to manage structural debris and administer medical assistance where relevant, while investigating officers initiated standard vehicle documentation checks within the state jurisdiction..",EVT000263_001 precedes EVT000263_002,REL_ANN_001,REV834
REL000264,NAR000264_EN,EVT000264_001,EVT000264_002,FOLLOWS,certain,Digital logs preserved for forensic analysis..,EVT000264_001 precedes EVT000264_002,REL_ANN_001,REV871
REL000265,NAR000265_EN,EVT000265_001,EVT000265_002,BEFORE,probable,Relevant documentation has been requested for family court presentation..,EVT000265_001 precedes EVT000265_002,REL_ANN_001,REV919
REL000266,NAR000266_EN,EVT000266_001,EVT000266_002,BEFORE,probable,"The victim lost valuable items instantly, and the unidentified suspect fled immediately before any bystanders could intervene..",EVT000266_001 precedes EVT000266_002,REL_ANN_001,REV491
REL000267,NAR000267_EN,EVT000267_001,EVT000267_002,BEFORE,probable,just had a huge fight with HR at the Construction site regarding safe working conditions violation around 08:51 today.,EVT000267_001 precedes EVT000267_002,REL_ANN_001,REV108
REL000268,NAR000268_EN,EVT000268_001,EVT000268_002,BEFORE,probable,"On the date of 2026-07-18, a formal consumer conflict classified as false advertising and misrepresentation manifested during a commercial interaction at the designated online platform around 06:28.",EVT000268_001 precedes EVT000268_002,REL_ANN_001,REV434
REL000269,NAR000269_EN,EVT000269_001,EVT000269_002,BEFORE,certain,"Dear Cyber Crime Portal, I am writing to register an official cybercrime incident regarding phishing scam that targets my system.",EVT000269_001 precedes EVT000269_002,REL_ANN_001,REV243
REL000270,NAR000270_EN,EVT000270_001,EVT000270_002,BEFORE,probable,"On the date of 2026-07-17, a major civil friction classified under restitution of conjugal rights escalated during a familial meeting at the designated apartment at approximately 21:36 hours.",EVT000270_001 precedes EVT000270_002,REL_ANN_001,REV515
REL000271,NAR000271_EN,EVT000271_001,EVT000271_002,BEFORE,probable,"hey guys, my ex just blocked me from seeing the kids / resolving the restitution of conjugal rights at the House around 16:23 today.",EVT000271_001 precedes EVT000271_002,REL_ANN_001,REV592
REL000272,NAR000272_EN,EVT000272_001,EVT000272_002,BEFORE,probable,Relevant documentation has been requested for family court presentation..,EVT000272_001 precedes EVT000272_002,REL_ANN_001,REV196
REL000273,NAR000273_EN,EVT000273_001,EVT000273_002,BEFORE,probable,An incident involving sudden domestic dispute broke out at the house around 20:55.,EVT000273_001 precedes EVT000273_002,REL_ANN_001,REV956
REL000274,NAR000274_EN,EVT000274_001,EVT000274_002,BEFORE,probable,pls help someone is targeting me with domestic dispute right now at the Apartment!!,EVT000274_001 precedes EVT000274_002,REL_ANN_001,REV529
REL000275,NAR000275_EN,EVT000275_001,EVT000275_002,BEFORE,probable,"Dear Municipal Authorities, I am writing to formally log a civic grievance regarding the ongoing pattern of stray animal hazard at the Residential street.",EVT000275_001 precedes EVT000275_002,REL_ANN_001,REV417
REL000276,NAR000276_EN,EVT000276_001,EVT000276_002,BEFORE,certain,"A driver committed a blatant drunk driving accident, resulting in an immediate vehicle collision and a heated argument between the affected commuters before police arrived..",EVT000276_001 precedes EVT000276_002,REL_ANN_001,REV449
REL000277,NAR000277_EN,EVT000277_001,EVT000277_002,BEFORE,probable,"On the afternoon of 2026-07-19, a long-standing land friction culminated in an explicit case of illegal property possession at the designated house around 04:29 hours.",EVT000277_001 precedes EVT000277_002,REL_ANN_001,REV699
REL000278,NAR000278_EN,EVT000278_001,EVT000278_002,BEFORE,certain,The bystander reported observing a heated argument developing near the residential street around 08:18.,EVT000278_001 precedes EVT000278_002,REL_ANN_001,REV101
REL000279,NAR000279_EN,EVT000279_001,EVT000279_002,BEFORE,probable,Security personnel were subsequently informed to review the breach of safety within the jurisdiction..,EVT000279_001 precedes EVT000279_002,REL_ANN_001,REV944
REL000280,NAR000280_EN,EVT000280_001,EVT000280_002,CAUSES,probable,A vehicular incident involving illegal parking blockage occurred on the local road at 14:35.,EVT000280_001 causes EVT000280_002,REL_ANN_001,REV173
REL000281,NAR000281_EN,EVT000281_001,EVT000281_002,BEFORE,certain,Property loss reported.,EVT000281_001 precedes EVT000281_002,REL_ANN_001,REV343
REL000282,NAR000282_EN,EVT000282_001,EVT000282_002,BEFORE,probable,pls help someone is targeting me with physical altercation right now at the Hostel!!,EVT000282_001 precedes EVT000282_002,REL_ANN_001,REV645
