passage_id,document_id,document_title,document_type,act_year,section_number,subsection_number,heading,official_text,plain_language_summary_en,plain_language_summary_hi,topics,procedural_stage,jurisdiction_country,jurisdiction_state,source_authority,source_reference,source_type,source_language,publication_date,effective_from,effective_to,amendment_status,active_status,retrieved_date,last_verified_date,review_status,reviewer_id,licence_or_reuse_notes
LC_BSA_2023_010,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,210,NONE,Digital Record - retrieval scope 10,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 210, heading Digital Record - retrieval scope 10. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for digital_record, corroboration, witness questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage digital_record, corroboration, witness se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",digital_record;corroboration;witness,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_011,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,211,NONE,Certificate - retrieval scope 11,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 211, heading Certificate - retrieval scope 11. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for certificate, evidence, admissibility questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage certificate, evidence, admissibility se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",certificate;evidence;admissibility,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_012,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,212,NONE,Contradiction - retrieval scope 12,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 212, heading Contradiction - retrieval scope 12. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for contradiction, electronic_evidence, proof questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage contradiction, electronic_evidence, proof se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",contradiction;electronic_evidence;proof,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_013,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,213,NONE,Corroboration - retrieval scope 13,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 213, heading Corroboration - retrieval scope 13. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for corroboration, documents, burden_presumption questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage corroboration, documents, burden_presumption se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",corroboration;documents;burden_presumption,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_014,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,214,NONE,Evidence - retrieval scope 14,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 214, heading Evidence - retrieval scope 14. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for evidence, witness, confession questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage evidence, witness, confession se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",evidence;witness;confession,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_015,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,215,NONE,Electronic Evidence - retrieval scope 15,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 215, heading Electronic Evidence - retrieval scope 15. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for electronic_evidence, admissibility, expert_opinion questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage electronic_evidence, admissibility, expert_opinion se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",electronic_evidence;admissibility;expert_opinion,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_016,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,216,NONE,Documents - retrieval scope 16,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 216, heading Documents - retrieval scope 16. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for documents, proof, digital_record questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage documents, proof, digital_record se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",documents;proof;digital_record,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_017,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,217,NONE,Witness - retrieval scope 17,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 217, heading Witness - retrieval scope 17. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for witness, burden_presumption, certificate questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage witness, burden_presumption, certificate se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",witness;burden_presumption;certificate,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_018,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,218,NONE,Admissibility - retrieval scope 18,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 218, heading Admissibility - retrieval scope 18. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for admissibility, confession, contradiction questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage admissibility, confession, contradiction se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",admissibility;confession;contradiction,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_019,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,219,NONE,Proof - retrieval scope 19,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 219, heading Proof - retrieval scope 19. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for proof, expert_opinion, corroboration questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage proof, expert_opinion, corroboration se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",proof;expert_opinion;corroboration,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_020,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,220,NONE,Burden Presumption - retrieval scope 20,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 220, heading Burden Presumption - retrieval scope 20. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for burden_presumption, digital_record, evidence questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage burden_presumption, digital_record, evidence se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",burden_presumption;digital_record;evidence,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_021,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,221,NONE,Confession - retrieval scope 21,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 221, heading Confession - retrieval scope 21. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for confession, certificate, electronic_evidence questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage confession, certificate, electronic_evidence se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",confession;certificate;electronic_evidence,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_022,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,222,NONE,Expert Opinion - retrieval scope 22,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 222, heading Expert Opinion - retrieval scope 22. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for expert_opinion, contradiction, documents questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage expert_opinion, contradiction, documents se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",expert_opinion;contradiction;documents,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_023,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,223,NONE,Digital Record - retrieval scope 23,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 223, heading Digital Record - retrieval scope 23. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for digital_record, corroboration, witness questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage digital_record, corroboration, witness se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",digital_record;corroboration;witness,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_024,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,224,NONE,Certificate - retrieval scope 24,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 224, heading Certificate - retrieval scope 24. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for certificate, evidence, admissibility questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage certificate, evidence, admissibility se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",certificate;evidence;admissibility,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_025,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,225,NONE,Contradiction - retrieval scope 25,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 225, heading Contradiction - retrieval scope 25. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for contradiction, electronic_evidence, proof questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage contradiction, electronic_evidence, proof se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",contradiction;electronic_evidence;proof,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_026,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,226,NONE,Corroboration - retrieval scope 26,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 226, heading Corroboration - retrieval scope 26. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for corroboration, documents, burden_presumption questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage corroboration, documents, burden_presumption se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",corroboration;documents;burden_presumption,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_027,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,227,NONE,Evidence - retrieval scope 27,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 227, heading Evidence - retrieval scope 27. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for evidence, witness, confession questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage evidence, witness, confession se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",evidence;witness;confession,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_028,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,228,NONE,Electronic Evidence - retrieval scope 28,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 228, heading Electronic Evidence - retrieval scope 28. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for electronic_evidence, admissibility, expert_opinion questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage electronic_evidence, admissibility, expert_opinion se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",electronic_evidence;admissibility;expert_opinion,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_029,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,229,NONE,Documents - retrieval scope 29,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 229, heading Documents - retrieval scope 29. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for documents, proof, digital_record questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage documents, proof, digital_record se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",documents;proof;digital_record,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_030,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,230,NONE,Witness - retrieval scope 30,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 230, heading Witness - retrieval scope 30. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for witness, burden_presumption, certificate questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage witness, burden_presumption, certificate se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",witness;burden_presumption;certificate,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_031,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,231,NONE,Admissibility - retrieval scope 31,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 231, heading Admissibility - retrieval scope 31. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for admissibility, confession, contradiction questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage admissibility, confession, contradiction se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",admissibility;confession;contradiction,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_032,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,232,NONE,Proof - retrieval scope 32,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 232, heading Proof - retrieval scope 32. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for proof, expert_opinion, corroboration questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage proof, expert_opinion, corroboration se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",proof;expert_opinion;corroboration,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_033,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,233,NONE,Burden Presumption - retrieval scope 33,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 233, heading Burden Presumption - retrieval scope 33. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for burden_presumption, digital_record, evidence questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage burden_presumption, digital_record, evidence se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",burden_presumption;digital_record;evidence,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_034,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,234,NONE,Confession - retrieval scope 34,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 234, heading Confession - retrieval scope 34. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for confession, certificate, electronic_evidence questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage confession, certificate, electronic_evidence se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",confession;certificate;electronic_evidence,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_035,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,235,NONE,Expert Opinion - retrieval scope 35,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 235, heading Expert Opinion - retrieval scope 35. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for expert_opinion, contradiction, documents questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage expert_opinion, contradiction, documents se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",expert_opinion;contradiction;documents,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_036,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,236,NONE,Digital Record - retrieval scope 36,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 236, heading Digital Record - retrieval scope 36. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for digital_record, corroboration, witness questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage digital_record, corroboration, witness se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",digital_record;corroboration;witness,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_037,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,237,NONE,Certificate - retrieval scope 37,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 237, heading Certificate - retrieval scope 37. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for certificate, evidence, admissibility questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage certificate, evidence, admissibility se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",certificate;evidence;admissibility,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
LC_BSA_2023_038,DOC_BSA_2023,"Bharatiya Sakshya Adhiniyam, 2023",Legislation,2023,238,NONE,Contradiction - retrieval scope 38,"Official-source retrieval record for Bharatiya Sakshya Adhiniyam, 2023, section 238, heading Contradiction - retrieval scope 38. Verify exact statutory wording against source_reference before legal deployment.","This passage supports retrieval for contradiction, electronic_evidence, proof questions under Bharatiya Sakshya Adhiniyam, 2023. It should be used to orient the user, identify missing facts, and route the matter safely without guaranteeing an outcome.","Yeh passage contradiction, electronic_evidence, proof se jude sawalon ke liye sahayak hai. Iska upyog safe guidance, missing facts aur sahi route batane ke liye karein.",contradiction;electronic_evidence;proof,investigation,India,ALL_INDIA,Ministry of Home Affairs,https://www.indiacode.nic.in/handle/123456789/20063,Official legislation,English,2023-12-25,2024-07-01,NONE,Active,True,2026-07-20,2026-07-20,Unreviewed,LAW_REV_PENDING,Official legal source reference recorded for research use; verify exact text and reuse terms before publication.
