evaluation_id,case_id,evaluator_id,evaluator_role,classification_correctness,entity_extraction_correctness,event_extraction_correctness,timeline_correctness,missing_question_relevance,question_clarity,question_sensitivity,summary_completeness,summary_factuality,hallucination_present,legal_source_relevance,citation_correctness,overall_clarity,professional_usefulness,user_usefulness,comments,evaluation_date
HEVAL000082,GOUT000037_EN,EVAL_NLP_004,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 82: Cybercrime label for cyberstalking is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: optional: financial_loss, digital_evidence, security_steps_taken | partially_provided: ongoing_access_risk.",2026-07-20
HEVAL000083,GOUT000037_EN,EVAL_ORDINARY_USER_004,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 83: Summary is understandable for the cyberstalking matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000084,GOUT000037_EN,EVAL_LEGAL_REVIEWER_004,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 84: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000085,GOUT000039_EN,EVAL_NLP_005,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 85: Property Disputes label for boundary wall dispute is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: partially_provided: property_type, ownership_documents | optional: opposing_party_identity | missing: current_possession.",2026-07-20
HEVAL000086,GOUT000039_EN,EVAL_ORDINARY_USER_005,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 86: Summary is understandable for the boundary wall dispute matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000087,GOUT000039_EN,EVAL_LEGAL_REVIEWER_005,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 87: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_PROPERTY_DISPUTE_001;LP_CRIME_REPORTING_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000088,GOUT000040_EN,EVAL_NLP_006,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 88: Employment/Labour label for unfair termination is consistent; 1 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: optional: wage_or_benefit_amount.",2026-07-20
HEVAL000089,GOUT000040_EN,EVAL_ORDINARY_USER_006,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 89: Summary is understandable for the unfair termination matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000090,GOUT000040_EN,EVAL_LEGAL_REVIEWER_006,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 90: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000091,GOUT000042_EN,EVAL_NLP_007,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 91: Assault & Threats label for physical altercation is consistent; 1 linked entity mentions, 2 event rows, and 18 follow-up prompts support the generated output. Remaining gap noted: missing: threat_or_attack_description, injury_details | optional: alleged_offender_identity, witness_available, safe_place_available, medical_help_status.",2026-07-20
HEVAL000092,GOUT000042_EN,EVAL_ORDINARY_USER_007,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 92: Summary is understandable for the physical altercation matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000093,GOUT000042_EN,EVAL_LEGAL_REVIEWER_007,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 93: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_FIR_PROCESS_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000094,GOUT000043_EN,EVAL_NLP_008,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 94: Theft and robbery label for house burglary is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: partially_provided: property_type, property_description | missing: ownership_information, force_or_threat_used.",2026-07-20
HEVAL000095,GOUT000043_EN,EVAL_ORDINARY_USER_008,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 95: Summary is understandable for the house burglary matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000096,GOUT000043_EN,EVAL_LEGAL_REVIEWER_008,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 96: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_FIR_PROCESS_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000097,GOUT000044_EN,EVAL_NLP_009,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 97: Traffic & Road Incidents label for traffic signal violation dispute is consistent; 1 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: missing: injury_details.",2026-07-20
HEVAL000098,GOUT000044_EN,EVAL_ORDINARY_USER_009,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 98: Summary is understandable for the traffic signal violation dispute matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000099,GOUT000044_EN,EVAL_LEGAL_REVIEWER_009,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 99: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_TRAFFIC_ACCIDENT_001;LP_HIT_AND_RUN_001;LP_MOTOR_CLAIM_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000100,GOUT000045_EN,EVAL_NLP_010,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 100: Assault & Threats label for domestic dispute is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: missing: threat_or_attack_description, injury_details | optional: safe_place_available, medical_help_status.",2026-07-20
HEVAL000101,GOUT000045_EN,EVAL_ORDINARY_USER_010,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 101: Summary is understandable for the domestic dispute matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000102,GOUT000045_EN,EVAL_LEGAL_REVIEWER_010,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 102: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_FIR_PROCESS_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000103,GOUT000046_EN,EVAL_NLP_011,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 103: Cybercrime label for social media hacking is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: optional: financial_loss, digital_evidence, security_steps_taken | partially_provided: ongoing_access_risk.",2026-07-20
HEVAL000104,GOUT000046_EN,EVAL_ORDINARY_USER_011,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 104: Summary is understandable for the social media hacking matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000105,GOUT000046_EN,EVAL_LEGAL_REVIEWER_011,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 105: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000106,GOUT000047_EN,EVAL_NLP_012,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 106: Property Disputes label for boundary wall dispute is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: partially_provided: property_type | missing: ownership_documents, current_possession | optional: opposing_party_identity.",2026-07-20
HEVAL000107,GOUT000047_EN,EVAL_ORDINARY_USER_012,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 107: Summary is understandable for the boundary wall dispute matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000108,GOUT000047_EN,EVAL_LEGAL_REVIEWER_012,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 108: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_PROPERTY_DISPUTE_001;LP_CRIME_REPORTING_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000109,GOUT000048_EN,EVAL_NLP_013,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 109: Consumer Disputes label for defective product delivery is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: partially_provided: product_or_service | missing: payment_information, refund_or_remedy_requested.",2026-07-20
HEVAL000110,GOUT000048_EN,EVAL_ORDINARY_USER_013,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 110: Summary is understandable for the defective product delivery matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000111,GOUT000048_EN,EVAL_LEGAL_REVIEWER_013,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 111: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000112,GOUT000049_EN,EVAL_NLP_014,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 112: Consumer Disputes label for refusal of service refund is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: partially_provided: product_or_service | optional: evidence_available.",2026-07-20
HEVAL000113,GOUT000049_EN,EVAL_ORDINARY_USER_014,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 113: Summary is understandable for the refusal of service refund matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000114,GOUT000049_EN,EVAL_LEGAL_REVIEWER_014,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 114: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000115,GOUT000051_EN,EVAL_NLP_015,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 115: Employment/Labour label for breach of employment contract is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: optional: employment_documents, internal_complaint_status.",2026-07-20
HEVAL000116,GOUT000051_EN,EVAL_ORDINARY_USER_015,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 116: Summary is understandable for the breach of employment contract matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000117,GOUT000051_EN,EVAL_LEGAL_REVIEWER_015,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 117: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000118,GOUT000052_EN,EVAL_NLP_016,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 118: Employment/Labour label for safe working conditions violation is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: optional: employment_documents, internal_complaint_status.",2026-07-20
HEVAL000119,GOUT000052_EN,EVAL_ORDINARY_USER_016,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 119: Summary is understandable for the safe working conditions violation matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000120,GOUT000052_EN,EVAL_LEGAL_REVIEWER_016,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 120: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000121,GOUT000056_EN,EVAL_NLP_017,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 121: Financial Fraud label for insurance claim fraud is consistent; 1 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: optional: institution_notified.",2026-07-20
HEVAL000122,GOUT000056_EN,EVAL_ORDINARY_USER_017,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 122: Summary is understandable for the insurance claim fraud matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000123,GOUT000056_EN,EVAL_LEGAL_REVIEWER_017,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 123: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_FINANCIAL_CYBER_FRAUD_001;LP_CYBER_REPORTING_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000124,GOUT000057_EN,EVAL_NLP_018,NLP,4,4,4,5,4,4,5,4,5,False,4,4,4,4,4,"NLP review 124: Domestic Violence label for spousal physical abuse is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: missing: relationship_to_offender | optional: children_or_dependents, prior_incident_pattern, evidence_available.",2026-07-20
HEVAL000125,GOUT000057_EN,EVAL_ORDINARY_USER_018,ordinary user,4,4,4,4,5,5,5,4,5,False,3,3,4,3,5,User review 125: Summary is understandable for the spousal physical abuse matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000126,GOUT000057_EN,EVAL_LEGAL_REVIEWER_018,legal reviewer,4,4,4,5,5,4,5,4,5,False,4,4,4,5,4,"Legal review 126: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_DOMESTIC_VIOLENCE_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000127,GOUT000058_EN,EVAL_NLP_019,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 127: Cybercrime label for phishing scam is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: optional: digital_evidence, security_steps_taken | partially_provided: ongoing_access_risk.",2026-07-20
HEVAL000128,GOUT000058_EN,EVAL_ORDINARY_USER_019,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 128: Summary is understandable for the phishing scam matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000129,GOUT000058_EN,EVAL_LEGAL_REVIEWER_019,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 129: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000130,GOUT000059_EN,EVAL_NLP_020,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 130: Cybercrime label for identity theft is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: optional: digital_evidence, security_steps_taken | partially_provided: ongoing_access_risk.",2026-07-20
HEVAL000131,GOUT000059_EN,EVAL_ORDINARY_USER_020,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 131: Summary is understandable for the identity theft matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000132,GOUT000059_EN,EVAL_LEGAL_REVIEWER_020,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 132: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000133,GOUT000060_EN,EVAL_NLP_021,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 133: Cybercrime label for online banking fraud is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: optional: digital_evidence | partially_provided: ongoing_access_risk.",2026-07-20
HEVAL000134,GOUT000060_EN,EVAL_ORDINARY_USER_021,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 134: Summary is understandable for the online banking fraud matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000135,GOUT000060_EN,EVAL_LEGAL_REVIEWER_021,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 135: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000136,GOUT000061_EN,EVAL_NLP_022,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 136: Consumer Disputes label for overcharging and hidden fees is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: partially_provided: product_or_service | missing: payment_information, refund_or_remedy_requested.",2026-07-20
HEVAL000137,GOUT000061_EN,EVAL_ORDINARY_USER_022,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 137: Summary is understandable for the overcharging and hidden fees matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000138,GOUT000061_EN,EVAL_LEGAL_REVIEWER_022,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 138: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000139,GOUT000062_EN,EVAL_NLP_023,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 139: Cybercrime label for identity theft is consistent; 1 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: optional: financial_loss, suspect_or_sender_identity, security_steps_taken | partially_provided: ongoing_access_risk.",2026-07-20
HEVAL000140,GOUT000062_EN,EVAL_ORDINARY_USER_023,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 140: Summary is understandable for the identity theft matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000141,GOUT000062_EN,EVAL_LEGAL_REVIEWER_023,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 141: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CYBER_REPORTING_001;LP_ACCOUNT_SECURITY_001;LP_DIGITAL_EVIDENCE_001;LP_FINANCIAL_CYBER_FRAUD_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000142,GOUT000063_EN,EVAL_NLP_024,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 142: Family Law label for restitution of conjugal rights is consistent; 1 linked entity mentions, 2 event rows, and 18 follow-up prompts support the generated output. Remaining gap noted: optional: case_or_order_status, child_or_dependent_involved, financial_support_issue, urgent_motion_needed, supporting_documents | missing: violence_or_safety_concern.",2026-07-20
HEVAL000143,GOUT000063_EN,EVAL_ORDINARY_USER_024,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 143: Summary is understandable for the restitution of conjugal rights matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000144,GOUT000063_EN,EVAL_LEGAL_REVIEWER_024,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 144: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_FAMILY_COURT_001;LP_CHILD_CUSTODY_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000145,GOUT000064_EN,EVAL_NLP_001,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 145: Theft and robbery label for online phishing theft is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: partially_provided: ownership_information | missing: force_or_threat_used.",2026-07-20
HEVAL000146,GOUT000064_EN,EVAL_ORDINARY_USER_001,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 146: Summary is understandable for the online phishing theft matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000147,GOUT000064_EN,EVAL_LEGAL_REVIEWER_001,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 147: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_FIR_PROCESS_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000148,GOUT000065_EN,EVAL_NLP_002,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 148: Consumer Disputes label for overcharging and hidden fees is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: partially_provided: product_or_service | optional: evidence_available.",2026-07-20
HEVAL000149,GOUT000065_EN,EVAL_ORDINARY_USER_002,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 149: Summary is understandable for the overcharging and hidden fees matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000150,GOUT000065_EN,EVAL_LEGAL_REVIEWER_002,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 150: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000151,GOUT000066_EN,EVAL_NLP_003,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 151: Theft and robbery label for online phishing theft is consistent; 1 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: missing: ownership_information.",2026-07-20
HEVAL000152,GOUT000066_EN,EVAL_ORDINARY_USER_003,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 152: Summary is understandable for the online phishing theft matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000153,GOUT000066_EN,EVAL_LEGAL_REVIEWER_003,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 153: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_FIR_PROCESS_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000154,GOUT000067_EN,EVAL_NLP_004,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 154: Traffic & Road Incidents label for hit and run collision is consistent; 2 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: missing: property_damage | optional: traffic_obstruction.",2026-07-20
HEVAL000155,GOUT000067_EN,EVAL_ORDINARY_USER_004,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 155: Summary is understandable for the hit and run collision matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000156,GOUT000067_EN,EVAL_LEGAL_REVIEWER_004,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 156: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_TRAFFIC_ACCIDENT_001;LP_HIT_AND_RUN_001;LP_MOTOR_CLAIM_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000157,GOUT000068_EN,EVAL_NLP_005,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 157: Traffic & Road Incidents label for illegal parking blockage is consistent; 2 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: missing: injury_details.",2026-07-20
HEVAL000158,GOUT000068_EN,EVAL_ORDINARY_USER_005,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 158: Summary is understandable for the illegal parking blockage matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000159,GOUT000068_EN,EVAL_LEGAL_REVIEWER_005,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 159: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_TRAFFIC_ACCIDENT_001;LP_HIT_AND_RUN_001;LP_MOTOR_CLAIM_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000160,GOUT000069_EN,EVAL_NLP_006,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 160: Consumer Disputes label for false advertising and misrepresentation is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: partially_provided: product_or_service | missing: refund_or_remedy_requested.",2026-07-20
HEVAL000161,GOUT000069_EN,EVAL_ORDINARY_USER_006,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 161: Summary is understandable for the false advertising and misrepresentation matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000162,GOUT000069_EN,EVAL_LEGAL_REVIEWER_006,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 162: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CONSUMER_COMPLAINT_001;LP_REFUND_RIGHTS_001;LP_ECOMMERCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
